scope,parent_residue,close_child_residue,near_miss_child_residue,close_remainder,near_miss_remainder,close_margin,near_miss_margin,margin_gap,close_rank,near_miss_rank,prefix_sequence_match,prefix_component_delta_match,close_prefinal_width,near_miss_prefinal_width,width_delta,reflection_pair_match
B7_birth_parent_siblings,27849,27849,478299,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,27861,147981,208041,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,27909,508389,448329,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,27921,118011,178071,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,27992,328292,388352,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,28029,58059,118119,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,28041,238251,178191,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,28102,448522,388462,11,12,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,28136,238346,298406,6,5,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,28191,58221,118281,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,28251,88311,28251,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,28311,58341,118401,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,28354,208534,268594,12,11,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,28382,268622,328682,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,28449,268689,328749,4,3,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,28461,448881,388821,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,28521,478971,28521,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,28629,419019,358959,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,28659,118749,178809,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,28671,298941,238881,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,28701,509181,58731,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,28785,509265,58815,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,28851,389211,449271,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,28869,479319,28869,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,28881,149001,88941,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,28899,239109,179049,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,28948,149068,89008,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,29019,359349,299289,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,29079,329379,389439,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,29162,149282,209342,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,29194,179344,119284,11,12,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,29229,149349,89289,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,29247,209427,269487,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,29289,179439,239499,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,29301,359631,299571,13,14,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,29338,89398,29338,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,29396,419786,359726,5,6,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,29409,299679,239619,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,29481,389841,449901,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,29499,29499,89559,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,29511,209691,269751,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,29552,89612,149672,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,29559,59589,510039,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,29643,59673,510123,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,29709,390069,450129,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,29721,59751,510201,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,29728,29728,480178,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,29799,240009,179949,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,29841,119931,179991,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,29871,330171,390231,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,29889,480339,420279,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,29919,240129,300189,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,29931,420321,360261,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,29942,29942,90002,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
