scope,parent_residue,close_child_residue,near_miss_child_residue,close_remainder,near_miss_remainder,close_margin,near_miss_margin,margin_gap,close_rank,near_miss_rank,prefix_sequence_match,prefix_component_delta_match,close_prefinal_width,near_miss_prefinal_width,width_delta,reflection_pair_match
B7_birth_parent_siblings,17846,498326,438266,5,6,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,17949,108039,168099,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,17961,288231,348291,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,18009,138129,78069,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,18028,288298,228238,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,18099,498579,438519,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,18159,468609,18159,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,18242,288512,348572,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,18274,318574,258514,11,12,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,18291,198471,258531,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,18339,48369,498819,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,18369,318669,378729,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,18381,498861,438801,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,18405,348735,408795,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,18418,228628,168568,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,18440,318740,258680,7,8,4/221,-6/187,122/2431,1,2,True,True,2/143,2/143,0,False
B7_birth_parent_siblings,18489,438909,378849,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,18561,18561,78621,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,18579,168729,228789,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,18591,348921,288861,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,18621,108711,168771,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,18632,228842,288902,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,18652,499132,439072,12,13,1/221,-10/187,141/2431,1,2,True,True,7/143,7/143,0,False
B7_birth_parent_siblings,18669,469119,409059,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,18789,18789,78849,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,18801,198981,138921,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,18808,168958,108898,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,18879,379239,319179,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,18999,379359,319299,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,19011,49041,499491,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,19114,169264,229324,12,11,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,19198,109288,49228,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,19209,229419,289479,4,3,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,19221,409611,349551,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,19263,409653,349593,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,19269,319569,259509,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,19281,439701,499761,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,19341,409731,469791,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,19412,109502,169562,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,19419,79479,139539,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,19431,259671,199611,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,19611,349941,410001,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,19629,440049,500109,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,19641,109731,49671,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,19731,350061,410121,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,19802,49832,109892,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,19839,290109,350169,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,19851,470301,410241,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,19946,470396,19946,6,5,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,19978,500458,440398,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,19989,110079,50019,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,20061,320361,260301,13,14,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,20121,290391,350451,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,20156,380516,320456,5,6,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,20192,500672,50222,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,20259,500739,50289,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,20271,170421,230481,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,20319,20319,470769,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,20439,140559,80499,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,20469,350799,410859,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,20481,20481,470931,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,20511,230721,290781,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,20525,140645,200705,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,20601,80661,140721,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,20649,441069,381009,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,20679,200859,260919,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,20691,381051,320991,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,20758,381118,321058,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,20829,80889,20829,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,20889,50919,110979,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,20931,501411,50961,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,20972,381332,441392,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,20979,351309,291249,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,21004,411394,351334,11,12,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,21099,411489,471549,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,21111,81171,21111,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,21148,321448,261388,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,21219,21219,471669,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,21261,411651,471711,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,21265,291535,231475,2,3,2/187,-4/85,54/935,1,2,True,True,2/55,2/55,0,False
B7_birth_parent_siblings,21291,111381,171441,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,21309,261549,201489,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,21321,441741,381681,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,21362,321662,381722,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,21424,51454,111514,12,11,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,21519,111609,171669,4,3,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,21531,291801,231741,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,21538,261778,201718,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,21591,321891,381951,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,21609,472059,411999,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,21681,51711,111771,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,21729,472179,21729,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,21741,141861,81801,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,21752,261992,322052,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,21921,232131,292191,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,21928,202108,142048,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,21939,322239,382299,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,21951,502431,442371,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,21969,82029,21969,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,21999,412389,352329,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,22071,502551,52101,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,22096,142216,82156,11,12,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,22142,202322,262382,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,22149,172299,232359,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,22161,352491,292431,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,22299,502779,442719,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,22318,142438,82378,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,22359,22359,82419,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,22371,202551,142491,13,14,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,22389,352719,292659,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,22461,442881,502941,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,22466,262706,202646,5,6,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,22532,142652,202712,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,22569,382929,442989,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,22581,52611,112671,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,22629,413019,352959,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,22676,52706,112766,6,5,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,22708,82768,22708,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,22791,413181,353121,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,22805,383165,323105,2,3,2/187,-4/85,54/935,1,2,True,True,2/55,2/55,0,False
B7_birth_parent_siblings,22851,383211,443271,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,22911,473361,22911,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,22922,82982,143042,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,22959,323259,263199,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,22989,83049,143109,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,23001,263241,203181,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,23169,233379,173319,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,23199,443619,503679,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,23211,113301,53241,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,23289,233499,173439,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,23390,113480,173540,5,4,1/221,-10/187,141/2431,1,2,True,True,7/143,7/143,0,False
B7_birth_parent_siblings,23409,293679,353739,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,23421,473871,413811,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,23488,473938,413878,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,23559,173709,113649,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,23571,293841,353901,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,23602,293872,353932,10,9,4/221,-6/187,122/2431,1,2,True,True,2/143,2/143,0,False
B7_birth_parent_siblings,23619,143739,83679,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,23637,263877,203817,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,23702,474152,23702,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,23829,504309,53859,4,3,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,23841,173991,113931,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,23901,204081,264141,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,24021,204201,264261,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,24039,354369,414429,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,24051,24051,474501,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,24092,414482,474542,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,24231,114321,174381,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,24249,204429,264489,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,24261,384621,324561,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,24268,354598,294538,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,24279,474729,414669,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,24339,54369,504819,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,24411,144531,204591,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,24446,114536,54476,7,8,4/221,-6/187,122/2431,1,2,True,True,2/143,2/143,0,False
B7_birth_parent_siblings,24459,54489,114549,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,24471,234681,174621,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,24482,354812,414872,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,24609,384969,324909,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,24658,294928,234868,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,24669,415059,475119,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,24681,84741,24681,13,14,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,24729,505209,445149,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,24776,144896,84836,5,6,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,24801,84861,144921,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,24807,505287,445227,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,24872,295142,355202,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,24879,265119,325179,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,24891,445311,505371,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,24939,295209,235149,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,25048,235258,175198,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,25089,115179,175239,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,25101,295371,235311,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,25119,445539,385479,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,25191,25191,85251,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,25221,355551,415611,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,25262,235472,295532,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,25269,205449,145389,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,25299,475749,25299,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,25311,145431,85371,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,25406,145526,205586,6,5,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,25438,175588,115528,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,25521,506001,445941,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,25551,265791,325851,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,25581,476031,25581,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,25599,115689,55629,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,25652,175802,235862,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,25719,175869,235929,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,25731,356061,296001,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,25881,176031,236091,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,25899,326199,266139,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,25929,25929,476379,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,25941,206121,146061,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,25971,416361,476421,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,26044,326344,386404,12,11,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,26139,386499,446559,4,3,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,26151,56181,506631,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,26211,86271,146331,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,26218,56248,506698,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,26289,266529,206469,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,26349,236559,296619,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,26432,56462,116522,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,26464,86524,26464,11,12,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,26541,507021,56571,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,26559,86619,146679,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,26571,266811,206751,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,26589,356919,296859,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,26608,507088,447028,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,26679,206859,146799,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,26751,297021,357081,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,26769,447189,507249,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,26781,116871,56811,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,26822,507302,56852,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,26919,267159,207099,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,26979,297249,357309,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,26991,477441,417381,13,14,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,26998,447418,387358,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,27069,147189,87129,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,27086,27086,477536,5,6,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,27141,237351,297411,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,27189,147309,207369,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,27201,327501,387561,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,27212,447632,507692,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,27249,177399,117339,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,27388,387748,327688,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,27399,507879,57429,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,27411,177561,117501,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,27459,87519,27459,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,27579,87639,27579,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,27609,357939,417999,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,27621,27621,478071,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,27778,328078,268018,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,27819,207999,268059,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,27831,388191,328131,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
