scope,birth_parent_residue,child_residue,new_prime_remainder,is_birth,is_close,final_transition_label,transition_sequence,component_delta_sequence,phase_remainder_sequence
B7_birth_parent_siblings,2781,243021,6,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>2>9>12>6
B7_birth_parent_siblings,2781,273051,14,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>2>9>12>14
B7_birth_parent_siblings,2781,303081,5,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>2>9>12>5
B7_birth_parent_siblings,2781,333111,13,True,True,close,start>split>partial_close>miss>trim>miss>close,0>1>-1>0>0>0>-1,1>0>1>2>9>12>13
B7_birth_parent_siblings,2781,363141,4,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>2>9>12>4
B7_birth_parent_siblings,2781,393171,12,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>2>9>12>12
B7_birth_parent_siblings,2781,423201,3,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>2>9>12>3
B7_birth_parent_siblings,2781,453231,11,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>2>9>12>11
B7_birth_parent_siblings,2781,483261,2,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>2>9>12>2
B7_birth_parent_siblings,2818,2818,13,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>13
B7_birth_parent_siblings,2818,32848,4,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>4
B7_birth_parent_siblings,2818,62878,12,True,True,close,start>trim>trim>miss>miss>trim>close,0>0>0>0>0>0>-1,0>1>3>4>2>10>12
B7_birth_parent_siblings,2818,92908,3,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>3
B7_birth_parent_siblings,2818,122938,11,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>11
B7_birth_parent_siblings,2818,152968,2,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>2
B7_birth_parent_siblings,2818,182998,10,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>10
B7_birth_parent_siblings,2818,213028,1,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>1
B7_birth_parent_siblings,2818,243058,9,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>9
B7_birth_parent_siblings,2818,273088,0,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>0
B7_birth_parent_siblings,2818,303118,8,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>8
B7_birth_parent_siblings,2818,333148,16,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>16
B7_birth_parent_siblings,2818,363178,7,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>7
B7_birth_parent_siblings,2818,393208,15,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>15
B7_birth_parent_siblings,2818,423238,6,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>6
B7_birth_parent_siblings,2818,453268,14,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>14
B7_birth_parent_siblings,2818,483298,5,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>1>3>4>2>10>5
B7_birth_parent_siblings,2829,2829,7,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>7
B7_birth_parent_siblings,2829,32859,15,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>15
B7_birth_parent_siblings,2829,62889,6,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>6
B7_birth_parent_siblings,2829,92919,14,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>14
B7_birth_parent_siblings,2829,122949,5,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>5
B7_birth_parent_siblings,2829,152979,13,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>13
B7_birth_parent_siblings,2829,183009,4,True,True,close,start>split>partial_close>trim>trim>miss>close,0>1>-1>0>0>0>-1,1>0>4>1>2>8>4
B7_birth_parent_siblings,2829,213039,12,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>12
B7_birth_parent_siblings,2829,243069,3,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>3
B7_birth_parent_siblings,2829,273099,11,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>11
B7_birth_parent_siblings,2829,303129,2,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>2
B7_birth_parent_siblings,2829,333159,10,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>10
B7_birth_parent_siblings,2829,363189,1,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>1
B7_birth_parent_siblings,2829,393219,9,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>9
B7_birth_parent_siblings,2829,423249,0,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>0
B7_birth_parent_siblings,2829,453279,8,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>8
B7_birth_parent_siblings,2829,483309,16,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>2>8>16
B7_birth_parent_siblings,2841,2841,2,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>2
B7_birth_parent_siblings,2841,32871,10,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>10
B7_birth_parent_siblings,2841,62901,1,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>1
B7_birth_parent_siblings,2841,92931,9,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>9
B7_birth_parent_siblings,2841,122961,0,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>0
B7_birth_parent_siblings,2841,152991,8,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>8
B7_birth_parent_siblings,2841,183021,16,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>16
B7_birth_parent_siblings,2841,213051,7,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>7
B7_birth_parent_siblings,2841,243081,15,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>15
B7_birth_parent_siblings,2841,273111,6,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>6
B7_birth_parent_siblings,2841,303141,14,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>14
B7_birth_parent_siblings,2841,333171,5,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>5
B7_birth_parent_siblings,2841,363201,13,True,True,close,start>split>partial_close>trim>miss>miss>close,0>1>-1>0>0>0>-1,1>0>1>6>3>7>13
B7_birth_parent_siblings,2841,393231,4,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>4
B7_birth_parent_siblings,2841,423261,12,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>12
B7_birth_parent_siblings,2841,453291,3,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>3
B7_birth_parent_siblings,2841,483321,11,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>3>7>11
B7_birth_parent_siblings,2889,2889,16,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>16
B7_birth_parent_siblings,2889,32919,7,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>7
B7_birth_parent_siblings,2889,62949,15,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>15
B7_birth_parent_siblings,2889,92979,6,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>6
B7_birth_parent_siblings,2889,123009,14,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>14
B7_birth_parent_siblings,2889,153039,5,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>5
B7_birth_parent_siblings,2889,183069,13,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>13
B7_birth_parent_siblings,2889,213099,4,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>4
B7_birth_parent_siblings,2889,243129,12,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>12
B7_birth_parent_siblings,2889,273159,3,True,True,close,start>split>partial_close>miss>miss>trim>close,0>1>-1>0>0>0>-1,1>0>4>5>7>3>3
B7_birth_parent_siblings,2889,303189,11,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>11
B7_birth_parent_siblings,2889,333219,2,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>2
B7_birth_parent_siblings,2889,363249,10,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>10
B7_birth_parent_siblings,2889,393279,1,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>1
B7_birth_parent_siblings,2889,423309,9,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>9
B7_birth_parent_siblings,2889,453339,0,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>0
B7_birth_parent_siblings,2889,483369,8,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>4>5>7>3>8
B7_birth_parent_siblings,2944,2944,3,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>3
B7_birth_parent_siblings,2944,32974,11,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>11
B7_birth_parent_siblings,2944,63004,2,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>2
B7_birth_parent_siblings,2944,93034,10,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>10
B7_birth_parent_siblings,2944,123064,1,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>1
B7_birth_parent_siblings,2944,153094,9,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>9
B7_birth_parent_siblings,2944,183124,0,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>0
B7_birth_parent_siblings,2944,213154,8,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>8
B7_birth_parent_siblings,2944,243184,16,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>16
B7_birth_parent_siblings,2944,273214,7,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>7
B7_birth_parent_siblings,2944,303244,15,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>15
B7_birth_parent_siblings,2944,333274,6,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>6
B7_birth_parent_siblings,2944,363304,14,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>14
B7_birth_parent_siblings,2944,393334,5,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>5
B7_birth_parent_siblings,2944,423364,13,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>13
B7_birth_parent_siblings,2944,453394,4,False,False,miss,start>trim>trim>trim>trim>miss>miss,0>0>0>0>0>0>0,0>1>4>4>7>6>4
B7_birth_parent_siblings,2944,483424,12,True,True,close,start>trim>trim>trim>trim>miss>close,0>0>0>0>0>0>-1,0>1>4>4>7>6>12
B7_birth_parent_siblings,2961,2961,3,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>3
B7_birth_parent_siblings,2961,32991,11,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>11
B7_birth_parent_siblings,2961,63021,2,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>2
B7_birth_parent_siblings,2961,93051,10,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>10
B7_birth_parent_siblings,2961,123081,1,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>1
B7_birth_parent_siblings,2961,153111,9,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>9
B7_birth_parent_siblings,2961,183141,0,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>0
B7_birth_parent_siblings,2961,213171,8,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>8
B7_birth_parent_siblings,2961,243201,16,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>16
B7_birth_parent_siblings,2961,273231,7,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>7
B7_birth_parent_siblings,2961,303261,15,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>15
B7_birth_parent_siblings,2961,333291,6,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>6
B7_birth_parent_siblings,2961,363321,14,True,True,close,start>split>partial_close>miss>miss>trim>close,0>1>-1>0>0>0>-1,1>0>1>0>2>10>14
B7_birth_parent_siblings,2961,393351,5,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>5
B7_birth_parent_siblings,2961,423381,13,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>13
B7_birth_parent_siblings,2961,453411,4,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>4
B7_birth_parent_siblings,2961,483441,12,False,False,miss,start>split>partial_close>miss>miss>trim>miss,0>1>-1>0>0>0>0,1>0>1>0>2>10>12
B7_birth_parent_siblings,3032,3032,6,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>6
B7_birth_parent_siblings,3032,33062,14,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>14
B7_birth_parent_siblings,3032,63092,5,True,True,close,start>trim>trim>miss>miss>trim>close,0>0>0>0>0>0>-1,0>2>2>1>7>3>5
B7_birth_parent_siblings,3032,93122,13,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>13
B7_birth_parent_siblings,3032,123152,4,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>4
B7_birth_parent_siblings,3032,153182,12,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>12
B7_birth_parent_siblings,3032,183212,3,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>3
B7_birth_parent_siblings,3032,213242,11,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>11
B7_birth_parent_siblings,3032,243272,2,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>2
B7_birth_parent_siblings,3032,273302,10,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>10
B7_birth_parent_siblings,3032,303332,1,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>1
B7_birth_parent_siblings,3032,333362,9,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>9
B7_birth_parent_siblings,3032,363392,0,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>0
B7_birth_parent_siblings,3032,393422,8,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>8
B7_birth_parent_siblings,3032,423452,16,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>16
B7_birth_parent_siblings,3032,453482,7,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>7
B7_birth_parent_siblings,3032,483512,15,False,False,miss,start>trim>trim>miss>miss>trim>miss,0>0>0>0>0>0>0,0>2>2>1>7>3>15
B7_birth_parent_siblings,3039,3039,13,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>13
B7_birth_parent_siblings,3039,33069,4,True,True,close,start>split>partial_close>trim>trim>miss>close,0>1>-1>0>0>0>-1,1>0>4>1>3>10>4
B7_birth_parent_siblings,3039,63099,12,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>12
B7_birth_parent_siblings,3039,93129,3,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>3
B7_birth_parent_siblings,3039,123159,11,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>11
B7_birth_parent_siblings,3039,153189,2,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>2
B7_birth_parent_siblings,3039,183219,10,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>10
B7_birth_parent_siblings,3039,213249,1,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>1
B7_birth_parent_siblings,3039,243279,9,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>9
B7_birth_parent_siblings,3039,273309,0,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>0
B7_birth_parent_siblings,3039,303339,8,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>8
B7_birth_parent_siblings,3039,333369,16,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>16
B7_birth_parent_siblings,3039,363399,7,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>7
B7_birth_parent_siblings,3039,393429,15,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>15
B7_birth_parent_siblings,3039,423459,6,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>6
B7_birth_parent_siblings,3039,453489,14,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>14
B7_birth_parent_siblings,3039,483519,5,False,False,miss,start>split>partial_close>trim>trim>miss>miss,0>1>-1>0>0>0>0,1>0>4>1>3>10>5
B7_birth_parent_siblings,3051,3051,8,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>8
B7_birth_parent_siblings,3051,33081,16,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>16
B7_birth_parent_siblings,3051,63111,7,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>7
B7_birth_parent_siblings,3051,93141,15,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>15
B7_birth_parent_siblings,3051,123171,6,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>6
B7_birth_parent_siblings,3051,153201,14,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>14
B7_birth_parent_siblings,3051,183231,5,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>5
B7_birth_parent_siblings,3051,213261,13,True,True,close,start>split>partial_close>trim>miss>miss>close,0>1>-1>0>0>0>-1,1>0>1>6>4>9>13
B7_birth_parent_siblings,3051,243291,4,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>4
B7_birth_parent_siblings,3051,273321,12,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>12
B7_birth_parent_siblings,3051,303351,3,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>3
B7_birth_parent_siblings,3051,333381,11,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>11
B7_birth_parent_siblings,3051,363411,2,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>2
B7_birth_parent_siblings,3051,393441,10,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>10
B7_birth_parent_siblings,3051,423471,1,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>1
B7_birth_parent_siblings,3051,453501,9,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>9
B7_birth_parent_siblings,3051,483531,0,False,False,miss,start>split>partial_close>trim>miss>miss>miss,0>1>-1>0>0>0>0,1>0>1>6>4>9>0
B7_birth_parent_siblings,3111,3111,0,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>0
B7_birth_parent_siblings,3111,33141,8,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>8
B7_birth_parent_siblings,3111,63171,16,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>16
B7_birth_parent_siblings,3111,93201,7,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>7
B7_birth_parent_siblings,3111,123231,15,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>15
B7_birth_parent_siblings,3111,153261,6,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>6
B7_birth_parent_siblings,3111,183291,14,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>14
B7_birth_parent_siblings,3111,213321,5,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>5
B7_birth_parent_siblings,3111,243351,13,True,True,close,start>split>partial_close>miss>trim>miss>close,0>1>-1>0>0>0>-1,1>0>1>3>9>4>13
B7_birth_parent_siblings,3111,273381,4,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>4
B7_birth_parent_siblings,3111,303411,12,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>12
B7_birth_parent_siblings,3111,333441,3,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>3
B7_birth_parent_siblings,3111,363471,11,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>11
B7_birth_parent_siblings,3111,393501,2,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>2
B7_birth_parent_siblings,3111,423531,10,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>10
B7_birth_parent_siblings,3111,453561,1,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>1
B7_birth_parent_siblings,3111,483591,9,False,False,miss,start>split>partial_close>miss>trim>miss>miss,0>1>-1>0>0>0>0,1>0>1>3>9>4>9
B7_birth_parent_siblings,3208,3208,12,True,True,close,start>trim>trim>miss>miss>trim>close,0>0>0>0>0>0>-1,0>1>3>2>7>10>12
