birth_k,birth_residue,birth_parent_residue,birth_new_prime,birth_new_prime_remainder,layer_k,layer_prime,layer_modulus,layer_residue,residue_gcd_with_modulus,zero_center_available,origin_component_present,residual_component_count,uncovered_measure_fraction,residual_component_endpoints,transition_label,transition_component_delta,transition_touched_component_count,transition_closed_component_count,is_final_birth_layer,is_zero_residual_state
7,204429,24249,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,204429,24249,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,204429,24249,17,4,5,11,2310,1149,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,204429,24249,17,4,6,13,30030,24249,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,204429,24249,17,4,7,17,510510,204429,3,True,False,0,0,,close,-1,1,1,True,True
7,205449,25269,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,205449,25269,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,205449,25269,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,205449,25269,17,4,4,7,210,69,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,205449,25269,17,4,5,11,2310,2169,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,205449,25269,17,4,6,13,30030,25269,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,205449,25269,17,4,7,17,510510,205449,3,True,False,0,0,,close,-1,1,1,True,True
7,206121,25941,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,206121,25941,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,206121,25941,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,206121,25941,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,206121,25941,17,13,5,11,2310,531,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,206121,25941,17,13,6,13,30030,25941,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,206121,25941,17,13,7,17,510510,206121,3,True,False,0,0,,close,-1,1,1,True,True
7,206859,26679,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,206859,26679,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,206859,26679,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,206859,26679,17,3,4,7,210,9,3,True,False,1,1/21,1/6-3/14,trim,0,1,0,False,False
7,206859,26679,17,3,5,11,2310,1269,3,True,False,1,1/21,1/6-3/14,miss,0,0,0,False,False
7,206859,26679,17,3,6,13,30030,26679,3,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,206859,26679,17,3,7,17,510510,206859,3,True,False,0,0,,close,-1,1,1,True,True
7,207999,27819,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,207999,27819,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,207999,27819,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,207999,27819,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,207999,27819,17,4,5,11,2310,99,33,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,207999,27819,17,4,6,13,30030,27819,33,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,207999,27819,17,4,7,17,510510,207999,33,True,False,0,0,,close,-1,1,1,True,True
7,208534,28354,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,208534,28354,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,208534,28354,17,12,3,5,30,4,2,True,False,1,1/5,1/2-7/10,trim,0,1,0,False,False
7,208534,28354,17,12,4,7,210,4,2,True,False,1,2/35,9/14-7/10,trim,0,1,0,False,False
7,208534,28354,17,12,5,11,2310,634,2,True,False,1,1/55,15/22-7/10,trim,0,1,0,False,False
7,208534,28354,17,12,6,13,30030,28354,2,True,False,1,1/55,15/22-7/10,miss,0,0,0,False,False
7,208534,28354,17,12,7,17,510510,208534,2,True,False,0,0,,close,-1,1,1,True,True
7,209427,29247,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,209427,29247,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,209427,29247,17,4,3,5,30,27,3,True,False,2,1/6,1/6-1/4;3/4-5/6,miss,0,0,0,False,False
7,209427,29247,17,4,4,7,210,57,3,True,False,2,5/42,3/14-1/4;3/4-5/6,trim,0,1,0,False,False
7,209427,29247,17,4,5,11,2310,1527,3,True,False,2,9/154,3/14-1/4;3/4-17/22,trim,0,1,0,False,False
7,209427,29247,17,4,6,13,30030,29247,3,True,False,1,1/28,3/14-1/4,partial_close,-1,1,1,False,False
7,209427,29247,17,4,7,17,510510,209427,3,True,False,0,0,,close,-1,1,1,True,True
7,209691,29511,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,209691,29511,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,209691,29511,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,209691,29511,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,209691,29511,17,13,5,11,2310,1791,3,True,False,1,1/44,3/4-17/22,trim,0,1,0,False,False
7,209691,29511,17,13,6,13,30030,29511,3,True,False,1,1/44,3/4-17/22,miss,0,0,0,False,False
7,209691,29511,17,13,7,17,510510,209691,3,True,False,0,0,,close,-1,1,1,True,True
7,210831,621,17,14,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,210831,621,17,14,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,210831,621,17,14,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,210831,621,17,14,4,7,210,201,3,True,False,1,1/21,11/14-5/6,trim,0,1,0,False,False
7,210831,621,17,14,5,11,2310,621,3,True,False,1,1/21,11/14-5/6,miss,0,0,0,False,False
7,210831,621,17,14,6,13,30030,621,3,True,False,1,1/39,21/26-5/6,trim,0,1,0,False,False
7,210831,621,17,14,7,17,510510,210831,3,True,False,0,0,,close,-1,1,1,True,True
7,211569,1359,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,211569,1359,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,211569,1359,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,211569,1359,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,211569,1359,17,4,5,11,2310,1359,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,211569,1359,17,4,6,13,30030,1359,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,211569,1359,17,4,7,17,510510,211569,3,True,False,0,0,,close,-1,1,1,True,True
7,213261,3051,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,213261,3051,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,213261,3051,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,213261,3051,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,213261,3051,17,13,5,11,2310,741,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,213261,3051,17,13,6,13,30030,3051,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,213261,3051,17,13,7,17,510510,213261,3,True,False,0,0,,close,-1,1,1,True,True
7,213489,3279,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,213489,3279,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,213489,3279,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,213489,3279,17,3,4,7,210,129,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,213489,3279,17,3,5,11,2310,969,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,213489,3279,17,3,6,13,30030,3279,3,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,213489,3279,17,3,7,17,510510,213489,3,True,False,0,0,,close,-1,1,1,True,True
7,215139,4929,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,215139,4929,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,215139,4929,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,215139,4929,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,215139,4929,17,4,5,11,2310,309,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,215139,4929,17,4,6,13,30030,4929,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,215139,4929,17,4,7,17,510510,215139,3,True,False,0,0,,close,-1,1,1,True,True
7,215301,5091,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,215301,5091,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,215301,5091,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,215301,5091,17,13,4,7,210,51,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,215301,5091,17,13,5,11,2310,471,3,True,False,1,1/44,3/4-17/22,trim,0,1,0,False,False
7,215301,5091,17,13,6,13,30030,5091,3,True,False,1,1/44,3/4-17/22,miss,0,0,0,False,False
7,215301,5091,17,13,7,17,510510,215301,3,True,False,0,0,,close,-1,1,1,True,True
7,215368,5158,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,215368,5158,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,215368,5158,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,215368,5158,17,12,4,7,210,118,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,215368,5158,17,12,5,11,2310,538,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,215368,5158,17,12,6,13,30030,5158,2,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,215368,5158,17,12,7,17,510510,215368,2,True,False,0,0,,close,-1,1,1,True,True
7,215582,5372,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,215582,5372,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,215582,5372,17,5,3,5,30,2,2,True,False,1,1/20,1/4-3/10,trim,0,1,0,False,False
7,215582,5372,17,5,4,7,210,122,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,215582,5372,17,5,5,11,2310,752,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,215582,5372,17,5,6,13,30030,5372,2,True,False,1,2/65,7/26-3/10,trim,0,1,0,False,False
7,215582,5372,17,5,7,17,510510,215582,2,True,False,0,0,,close,-1,1,1,True,True
7,216638,6428,17,7,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,216638,6428,17,7,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,216638,6428,17,7,3,5,30,8,2,True,False,1,1/4,1/4-1/2,miss,0,0,0,False,False
7,216638,6428,17,7,4,7,210,128,2,True,False,1,1/7,5/14-1/2,trim,0,1,0,False,False
7,216638,6428,17,7,5,11,2310,1808,2,True,False,1,1/11,9/22-1/2,trim,0,1,0,False,False
7,216638,6428,17,7,6,13,30030,6428,2,True,False,1,2/143,9/22-11/26,trim,0,1,0,False,False
7,216638,6428,17,7,7,17,510510,216638,2,True,False,0,0,,close,-1,1,1,True,True
7,216669,6459,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,216669,6459,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,216669,6459,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,216669,6459,17,4,4,7,210,159,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,216669,6459,17,4,5,11,2310,1839,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,216669,6459,17,4,6,13,30030,6459,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,216669,6459,17,4,7,17,510510,216669,3,True,False,0,0,,close,-1,1,1,True,True
7,216831,6621,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,216831,6621,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,216831,6621,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,216831,6621,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,216831,6621,17,13,5,11,2310,2001,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,216831,6621,17,13,6,13,30030,6621,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,216831,6621,17,13,7,17,510510,216831,3,True,False,0,0,,close,-1,1,1,True,True
7,218709,8499,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,218709,8499,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,218709,8499,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,218709,8499,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,218709,8499,17,4,5,11,2310,1569,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,218709,8499,17,4,6,13,30030,8499,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,218709,8499,17,4,7,17,510510,218709,3,True,False,0,0,,close,-1,1,1,True,True
7,218975,8765,17,15,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,218975,8765,17,15,2,3,6,5,1,False,True,1,5/12,5/6-1/4,trim,0,1,0,False,False
7,218975,8765,17,15,3,5,30,5,5,True,False,2,13/60,1/10-1/4;5/6-9/10,split,1,1,0,False,False
7,218975,8765,17,15,4,7,210,155,5,True,False,2,43/420,3/14-1/4;5/6-9/10,trim,0,1,0,False,False
7,218975,8765,17,15,5,11,2310,1835,5,True,False,2,111/1540,3/14-1/4;19/22-9/10,trim,0,1,0,False,False
7,218975,8765,17,15,6,13,30030,8765,5,True,False,1,2/55,19/22-9/10,partial_close,-1,1,1,False,False
7,218975,8765,17,15,7,17,510510,218975,5,True,False,0,0,,close,-1,1,1,True,True
7,220119,9909,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,220119,9909,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,220119,9909,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,220119,9909,17,3,4,7,210,39,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,220119,9909,17,3,5,11,2310,669,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,220119,9909,17,3,6,13,30030,9909,3,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,220119,9909,17,3,7,17,510510,220119,3,True,False,0,0,,close,-1,1,1,True,True
7,220401,10191,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,220401,10191,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,220401,10191,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,220401,10191,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,220401,10191,17,13,5,11,2310,951,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,220401,10191,17,13,6,13,30030,10191,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,220401,10191,17,13,7,17,510510,220401,3,True,False,0,0,,close,-1,1,1,True,True
7,221998,11788,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,221998,11788,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,221998,11788,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,221998,11788,17,12,4,7,210,28,14,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,221998,11788,17,12,5,11,2310,238,14,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,221998,11788,17,12,6,13,30030,11788,14,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,221998,11788,17,12,7,17,510510,221998,14,True,False,0,0,,close,-1,1,1,True,True
7,222212,12002,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,222212,12002,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,222212,12002,17,5,3,5,30,2,2,True,False,1,1/20,1/4-3/10,trim,0,1,0,False,False
7,222212,12002,17,5,4,7,210,32,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,222212,12002,17,5,5,11,2310,452,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,222212,12002,17,5,6,13,30030,12002,2,True,False,1,2/65,7/26-3/10,trim,0,1,0,False,False
7,222212,12002,17,5,7,17,510510,222212,2,True,False,0,0,,close,-1,1,1,True,True
7,222279,12069,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,222279,12069,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,222279,12069,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,222279,12069,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,222279,12069,17,4,5,11,2310,519,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,222279,12069,17,4,6,13,30030,12069,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,222279,12069,17,4,7,17,510510,222279,3,True,False,0,0,,close,-1,1,1,True,True
7,223436,13226,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,223436,13226,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,223436,13226,17,5,3,5,30,26,2,True,False,1,1/5,3/10-1/2,trim,0,1,0,False,False
7,223436,13226,17,5,4,7,210,206,2,True,False,1,2/35,3/10-5/14,trim,0,1,0,False,False
7,223436,13226,17,5,5,11,2310,1676,2,True,False,1,1/55,3/10-7/22,trim,0,1,0,False,False
7,223436,13226,17,5,6,13,30030,13226,2,True,False,1,1/55,3/10-7/22,miss,0,0,0,False,False
7,223436,13226,17,5,7,17,510510,223436,2,True,False,0,0,,close,-1,1,1,True,True
7,223971,13761,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,223971,13761,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,223971,13761,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,223971,13761,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,223971,13761,17,13,5,11,2310,2211,33,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,223971,13761,17,13,6,13,30030,13761,33,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,223971,13761,17,13,7,17,510510,223971,33,True,False,0,0,,close,-1,1,1,True,True
7,224091,13881,17,14,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,224091,13881,17,14,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,224091,13881,17,14,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,224091,13881,17,14,4,7,210,21,21,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,224091,13881,17,14,5,11,2310,21,21,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,224091,13881,17,14,6,13,30030,13881,21,True,False,1,1/39,21/26-5/6,trim,0,1,0,False,False
7,224091,13881,17,14,7,17,510510,224091,21,True,False,0,0,,close,-1,1,1,True,True
7,225754,15544,17,11,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,225754,15544,17,11,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,225754,15544,17,11,3,5,30,4,2,True,False,1,1/5,1/2-7/10,trim,0,1,0,False,False
7,225754,15544,17,11,4,7,210,4,2,True,False,1,2/35,9/14-7/10,trim,0,1,0,False,False
7,225754,15544,17,11,5,11,2310,1684,2,True,False,1,2/35,9/14-7/10,miss,0,0,0,False,False
7,225754,15544,17,11,6,13,30030,15544,2,True,False,1,1/91,9/14-17/26,trim,0,1,0,False,False
7,225754,15544,17,11,7,17,510510,225754,2,True,False,0,0,,close,-1,1,1,True,True
7,225849,15639,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,225849,15639,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,225849,15639,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,225849,15639,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,225849,15639,17,4,5,11,2310,1779,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,225849,15639,17,4,6,13,30030,15639,39,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,225849,15639,17,4,7,17,510510,225849,39,True,False,0,0,,close,-1,1,1,True,True
7,226521,16311,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,226521,16311,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,226521,16311,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,226521,16311,17,13,4,7,210,141,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,226521,16311,17,13,5,11,2310,141,3,True,False,1,1/44,3/4-17/22,trim,0,1,0,False,False
7,226521,16311,17,13,6,13,30030,16311,3,True,False,1,1/44,3/4-17/22,miss,0,0,0,False,False
7,226521,16311,17,13,7,17,510510,226521,3,True,False,0,0,,close,-1,1,1,True,True
7,226749,16539,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,226749,16539,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,226749,16539,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,226749,16539,17,3,4,7,210,159,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,226749,16539,17,3,5,11,2310,369,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,226749,16539,17,3,6,13,30030,16539,3,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,226749,16539,17,3,7,17,510510,226749,3,True,False,0,0,,close,-1,1,1,True,True
7,227541,17331,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,227541,17331,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,227541,17331,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,227541,17331,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,227541,17331,17,13,5,11,2310,1161,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,227541,17331,17,13,6,13,30030,17331,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,227541,17331,17,13,7,17,510510,227541,3,True,False,0,0,,close,-1,1,1,True,True
7,227889,17679,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,227889,17679,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,227889,17679,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,227889,17679,17,4,4,7,210,39,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,227889,17679,17,4,5,11,2310,1509,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,227889,17679,17,4,6,13,30030,17679,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,227889,17679,17,4,7,17,510510,227889,3,True,False,0,0,,close,-1,1,1,True,True
7,228628,18418,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,228628,18418,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,228628,18418,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,228628,18418,17,12,4,7,210,148,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,228628,18418,17,12,5,11,2310,2248,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,228628,18418,17,12,6,13,30030,18418,2,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,228628,18418,17,12,7,17,510510,228628,2,True,False,0,0,,close,-1,1,1,True,True
7,228842,18632,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,228842,18632,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,228842,18632,17,5,3,5,30,2,2,True,False,1,1/20,1/4-3/10,trim,0,1,0,False,False
7,228842,18632,17,5,4,7,210,152,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,228842,18632,17,5,5,11,2310,152,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,228842,18632,17,5,6,13,30030,18632,2,True,False,1,2/65,7/26-3/10,trim,0,1,0,False,False
7,228842,18632,17,5,7,17,510510,228842,2,True,False,0,0,,close,-1,1,1,True,True
7,229419,19209,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
