k,new_prime,primorial,residue,parent_residue_mod_previous,parent_lambda_fraction,parent_lambda_decimal,current_lambda_fraction,current_lambda_decimal,parent_status,current_status,birth_type
7,17,510510,295371,25101,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,297021,26751,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,297249,26979,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,298941,28671,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,299679,29409,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,300819,519,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,301083,783,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,301976,1676,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,302511,2211,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,303651,3351,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,304389,4089,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,305061,4761,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,306081,5781,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,306309,6009,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,306429,6129,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,307959,7659,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,308188,7888,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,308402,8102,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,309651,9351,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,311529,11229,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,312039,11739,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,312939,12639,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,313221,12921,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,314818,14518,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,315099,14799,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,316281,15981,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,316791,16491,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,316911,16611,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,317649,17349,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,317684,17384,8/13,0.6153846153846154,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,318574,18274,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,318669,18369,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,318740,18440,7/12,0.5833333333333334,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,319569,19269,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,320361,20061,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,321448,21148,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,321662,21362,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,321891,21591,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,322239,21939,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,323259,22959,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,326199,25899,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,326344,26044,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,327501,27201,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,328078,27778,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,328292,27992,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,329379,29079,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,330171,29871,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,331071,741,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,331166,836,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,332949,2619,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,333111,2781,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,334479,4149,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,334641,4311,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,334708,4378,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,334922,4592,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,336519,6189,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,336801,6471,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,338211,7881,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,340089,9759,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,341246,10916,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,341552,11222,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,341781,11451,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,343431,13101,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,343659,13329,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,344331,14001,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,345351,15021,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,346089,15759,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,346420,16090,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,347229,16899,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,348735,18405,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,348921,18591,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,349941,19611,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,350061,19731,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,350799,20469,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,351309,20979,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,352491,22161,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,352719,22389,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,354369,24039,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,354598,24268,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,354812,24482,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,355551,25221,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,356061,25731,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,356919,26589,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,357939,27609,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,359349,29019,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,359631,29301,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,361161,801,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,361228,868,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,361442,1082,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,361509,1149,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,362529,2169,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,363201,2841,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,363321,2961,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,364984,4624,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,365079,4719,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,365614,5254,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,365979,5619,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,366771,6411,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,367858,7498,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,368072,7712,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,368294,7934,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,368649,8289,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,369865,9505,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,369951,9591,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,372381,12021,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,372609,12249,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,373749,13389,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,373911,13551,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,374488,14128,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,374702,14342,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,375789,15429,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,376581,16221,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,377481,17121,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,377576,17216,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,379239,18879,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,379359,18999,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,380516,20156,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,381051,20691,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,381118,20758,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,381332,20972,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,382929,22569,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,383165,22805,5/8,0.625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,383211,22851,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,384621,24261,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,384969,24609,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,386499,26139,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,387748,27388,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,388191,27831,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,389211,28851,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,389841,29481,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,390069,29709,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,390579,189,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,391761,1371,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,392499,2109,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,393639,3249,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,394821,4431,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,395331,4941,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,395974,5584,7/12,0.5833333333333334,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,396189,5799,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,397030,6640,8/13,0.6153846153846154,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,397209,6819,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,398901,8511,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,399129,8739,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,400431,10041,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,400779,10389,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,401008,10618,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,401222,10832,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,401799,11409,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,402471,12081,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,403185,12795,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,404349,13959,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,404884,14494,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,406041,15651,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,407163,16773,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,407638,17248,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,407852,17462,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,407919,17529,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,409611,19221,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,409653,19263,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,409731,19341,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,411394,21004,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,411489,21099,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,411651,21261,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,412389,21999,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,413019,22629,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,413181,22791,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,414482,24092,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,415059,24669,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,416361,25971,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,419019,28629,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,419786,29396,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,420321,29931,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,420898,478,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,421112,692,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,422199,1779,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,422871,2451,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,422991,2571,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,423891,3471,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,423986,3566,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,424239,3819,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,425649,5229,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,425769,5349,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,427461,7041,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,427528,7108,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,427742,7322,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,428481,8061,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,429339,8919,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,429621,9201,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,429849,9429,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,431031,10611,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,432909,12489,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,434091,13671,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,434158,13738,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,434372,13952,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,434601,14181,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,435459,15039,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,436251,15831,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,436479,16059,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,438171,17751,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,438909,18489,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,439701,19281,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,440049,19629,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,441069,20649,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,441741,21321,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,442881,22461,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,443619,23199,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,445311,24891,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,445539,25119,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,447189,26769,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,447418,26998,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,447632,27212,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,448522,28102,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,448881,28461,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,450759,309,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,450837,387,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,450921,471,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,452169,1719,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,452289,1839,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,452451,2001,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,454048,3598,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,454262,3812,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,454329,3879,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,456021,5571,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,456141,5691,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,457804,7354,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,457899,7449,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,458799,8349,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,459056,8606,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,459591,9141,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,460678,10228,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,461469,11019,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,462141,11691,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,462671,12221,11/18,0.6111111111111112,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,462771,12321,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,463509,13059,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,465429,14979,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
