selection_group,parent_residue,lift_remainder,child_residue,transition_label,phase_margin,phase_rank,aperture_tension,obstruction_bucket
capacity_top_200,24316,18,8192476,miss,-69/209,13,69/209,pure_miss
capacity_top_200,25118,0,25118,miss,-80/209,15,80/209,pure_miss
capacity_top_200,25118,1,9214298,miss,-69/209,13,69/209,pure_miss
capacity_top_200,25118,2,8703788,miss,-58/209,11,58/209,pure_miss
capacity_top_200,25118,3,8193278,miss,-47/209,9,47/209,pure_miss
capacity_top_200,25118,4,7682768,miss,-36/209,7,36/209,pure_miss
capacity_top_200,25118,5,7172258,miss,-25/209,5,25/209,pure_miss
capacity_top_200,25118,6,6661748,miss,-14/209,3,14/209,pure_miss
capacity_top_200,25118,7,6151238,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,25118,8,5640728,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,25118,9,5130218,miss,-12/133,4,12/133,pure_miss
capacity_top_200,25118,10,4619708,miss,-1/7,6,1/7,pure_miss
capacity_top_200,25118,11,4109198,miss,-26/133,8,26/133,pure_miss
capacity_top_200,25118,12,3598688,miss,-33/133,10,33/133,pure_miss
capacity_top_200,25118,13,3088178,miss,-40/133,12,40/133,pure_miss
capacity_top_200,25118,14,2577668,miss,-47/133,14,47/133,pure_miss
capacity_top_200,25118,15,2067158,miss,-54/133,16,54/133,pure_miss
capacity_top_200,25118,16,1556648,miss,-61/133,18,61/133,pure_miss
capacity_top_200,25118,17,1046138,miss,-102/209,19,102/209,pure_miss
capacity_top_200,25118,18,535628,miss,-91/209,17,91/209,pure_miss
capacity_top_200,25240,0,4109320,miss,-80/209,15,80/209,pure_miss
capacity_top_200,25240,1,3598810,miss,-91/209,17,91/209,pure_miss
capacity_top_200,25240,2,3088300,miss,-102/209,19,102/209,pure_miss
capacity_top_200,25240,3,2577790,miss,-61/133,18,61/133,pure_miss
capacity_top_200,25240,4,2067280,miss,-54/133,16,54/133,pure_miss
capacity_top_200,25240,5,1556770,miss,-47/133,14,47/133,pure_miss
capacity_top_200,25240,6,1046260,miss,-40/133,12,40/133,pure_miss
capacity_top_200,25240,7,535750,miss,-33/133,10,33/133,pure_miss
capacity_top_200,25240,8,25240,miss,-26/133,8,26/133,pure_miss
capacity_top_200,25240,9,9214420,miss,-1/7,6,1/7,pure_miss
capacity_top_200,25240,10,8703910,miss,-12/133,4,12/133,pure_miss
capacity_top_200,25240,11,8193400,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,25240,12,7682890,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,25240,13,7172380,miss,-14/209,3,14/209,pure_miss
capacity_top_200,25240,14,6661870,miss,-25/209,5,25/209,pure_miss
capacity_top_200,25240,15,6151360,miss,-36/209,7,36/209,pure_miss
capacity_top_200,25240,16,5640850,miss,-47/209,9,47/209,pure_miss
capacity_top_200,25240,17,5130340,miss,-58/209,11,58/209,pure_miss
capacity_top_200,25240,18,4619830,miss,-69/209,13,69/209,pure_miss
capacity_top_200,25580,0,3088640,miss,-80/209,15,80/209,pure_miss
capacity_top_200,25580,1,2578130,miss,-69/209,13,69/209,pure_miss
capacity_top_200,25580,2,2067620,miss,-58/209,11,58/209,pure_miss
capacity_top_200,25580,3,1557110,miss,-47/209,9,47/209,pure_miss
capacity_top_200,25580,4,1046600,miss,-36/209,7,36/209,pure_miss
capacity_top_200,25580,5,536090,miss,-25/209,5,25/209,pure_miss
capacity_top_200,25580,6,25580,miss,-14/209,3,14/209,pure_miss
capacity_top_200,25580,7,9214760,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,25580,8,8704250,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,25580,9,8193740,miss,-12/133,4,12/133,pure_miss
capacity_top_200,25580,10,7683230,miss,-1/7,6,1/7,pure_miss
capacity_top_200,25580,11,7172720,miss,-26/133,8,26/133,pure_miss
capacity_top_200,25580,12,6662210,miss,-33/133,10,33/133,pure_miss
capacity_top_200,25580,13,6151700,miss,-40/133,12,40/133,pure_miss
capacity_top_200,25580,14,5641190,miss,-47/133,14,47/133,pure_miss
capacity_top_200,25580,15,5130680,miss,-54/133,16,54/133,pure_miss
capacity_top_200,25580,16,4620170,miss,-61/133,18,61/133,pure_miss
capacity_top_200,25580,17,4109660,miss,-102/209,19,102/209,pure_miss
capacity_top_200,25580,18,3599150,miss,-91/209,17,91/209,pure_miss
capacity_top_200,25702,0,7172842,miss,-80/209,15,80/209,pure_miss
capacity_top_200,25702,1,6662332,miss,-91/209,17,91/209,pure_miss
capacity_top_200,25702,2,6151822,miss,-102/209,19,102/209,pure_miss
capacity_top_200,25702,3,5641312,miss,-61/133,18,61/133,pure_miss
capacity_top_200,25702,4,5130802,miss,-54/133,16,54/133,pure_miss
capacity_top_200,25702,5,4620292,miss,-47/133,14,47/133,pure_miss
capacity_top_200,25702,6,4109782,miss,-40/133,12,40/133,pure_miss
capacity_top_200,25702,7,3599272,miss,-33/133,10,33/133,pure_miss
capacity_top_200,25702,8,3088762,miss,-26/133,8,26/133,pure_miss
capacity_top_200,25702,9,2578252,miss,-1/7,6,1/7,pure_miss
capacity_top_200,25702,10,2067742,miss,-12/133,4,12/133,pure_miss
capacity_top_200,25702,11,1557232,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,25702,12,1046722,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,25702,13,536212,miss,-14/209,3,14/209,pure_miss
capacity_top_200,25702,14,25702,miss,-25/209,5,25/209,pure_miss
capacity_top_200,25702,15,9214882,miss,-36/209,7,36/209,pure_miss
capacity_top_200,25702,16,8704372,miss,-47/209,9,47/209,pure_miss
capacity_top_200,25702,17,8193862,miss,-58/209,11,58/209,pure_miss
capacity_top_200,25702,18,7683352,miss,-69/209,13,69/209,pure_miss
capacity_top_200,26504,0,9215684,miss,-80/209,15,80/209,pure_miss
capacity_top_200,26504,1,8705174,miss,-69/209,13,69/209,pure_miss
capacity_top_200,26504,2,8194664,miss,-58/209,11,58/209,pure_miss
capacity_top_200,26504,3,7684154,miss,-47/209,9,47/209,pure_miss
capacity_top_200,26504,4,7173644,miss,-36/209,7,36/209,pure_miss
capacity_top_200,26504,5,6663134,miss,-25/209,5,25/209,pure_miss
capacity_top_200,26504,6,6152624,miss,-14/209,3,14/209,pure_miss
capacity_top_200,26504,7,5642114,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,26504,8,5131604,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,26504,9,4621094,miss,-12/133,4,12/133,pure_miss
capacity_top_200,26504,10,4110584,miss,-1/7,6,1/7,pure_miss
capacity_top_200,26504,11,3600074,miss,-26/133,8,26/133,pure_miss
capacity_top_200,26504,12,3089564,miss,-33/133,10,33/133,pure_miss
capacity_top_200,26504,13,2579054,miss,-40/133,12,40/133,pure_miss
capacity_top_200,26504,14,2068544,miss,-47/133,14,47/133,pure_miss
capacity_top_200,26504,15,1558034,miss,-54/133,16,54/133,pure_miss
capacity_top_200,26504,16,1047524,miss,-61/133,18,61/133,pure_miss
capacity_top_200,26504,17,537014,miss,-102/209,19,102/209,pure_miss
capacity_top_200,26504,18,26504,miss,-91/209,17,91/209,pure_miss
capacity_top_200,26626,0,3600196,miss,-80/209,15,80/209,pure_miss
capacity_top_200,26626,1,3089686,miss,-91/209,17,91/209,pure_miss
capacity_top_200,26626,2,2579176,miss,-102/209,19,102/209,pure_miss
capacity_top_200,26626,3,2068666,miss,-61/133,18,61/133,pure_miss
capacity_top_200,26626,4,1558156,miss,-54/133,16,54/133,pure_miss
capacity_top_200,26626,5,1047646,miss,-47/133,14,47/133,pure_miss
capacity_top_200,26626,6,537136,miss,-40/133,12,40/133,pure_miss
capacity_top_200,26626,7,26626,miss,-33/133,10,33/133,pure_miss
capacity_top_200,26626,8,9215806,miss,-26/133,8,26/133,pure_miss
capacity_top_200,26626,9,8705296,miss,-1/7,6,1/7,pure_miss
capacity_top_200,26626,10,8194786,miss,-12/133,4,12/133,pure_miss
capacity_top_200,26626,11,7684276,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,26626,12,7173766,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,26626,13,6663256,miss,-14/209,3,14/209,pure_miss
capacity_top_200,26626,14,6152746,miss,-25/209,5,25/209,pure_miss
capacity_top_200,26626,15,5642236,miss,-36/209,7,36/209,pure_miss
capacity_top_200,26626,16,5131726,miss,-47/209,9,47/209,pure_miss
capacity_top_200,26626,17,4621216,miss,-58/209,11,58/209,pure_miss
capacity_top_200,26626,18,4110706,miss,-69/209,13,69/209,pure_miss
capacity_top_200,26966,0,2579516,miss,-80/209,15,80/209,pure_miss
capacity_top_200,26966,1,2069006,miss,-69/209,13,69/209,pure_miss
capacity_top_200,26966,2,1558496,miss,-58/209,11,58/209,pure_miss
capacity_top_200,26966,3,1047986,miss,-47/209,9,47/209,pure_miss
capacity_top_200,26966,4,537476,miss,-36/209,7,36/209,pure_miss
capacity_top_200,26966,5,26966,miss,-25/209,5,25/209,pure_miss
capacity_top_200,26966,6,9216146,miss,-14/209,3,14/209,pure_miss
capacity_top_200,26966,7,8705636,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,26966,8,8195126,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,26966,9,7684616,miss,-12/133,4,12/133,pure_miss
capacity_top_200,26966,10,7174106,miss,-1/7,6,1/7,pure_miss
capacity_top_200,26966,11,6663596,miss,-26/133,8,26/133,pure_miss
capacity_top_200,26966,12,6153086,miss,-33/133,10,33/133,pure_miss
capacity_top_200,26966,13,5642576,miss,-40/133,12,40/133,pure_miss
capacity_top_200,26966,14,5132066,miss,-47/133,14,47/133,pure_miss
capacity_top_200,26966,15,4621556,miss,-54/133,16,54/133,pure_miss
capacity_top_200,26966,16,4111046,miss,-61/133,18,61/133,pure_miss
capacity_top_200,26966,17,3600536,miss,-102/209,19,102/209,pure_miss
capacity_top_200,26966,18,3090026,miss,-91/209,17,91/209,pure_miss
capacity_top_200,28012,0,3091072,miss,-80/209,15,80/209,pure_miss
capacity_top_200,28012,1,2580562,miss,-91/209,17,91/209,pure_miss
capacity_top_200,28012,2,2070052,miss,-102/209,19,102/209,pure_miss
capacity_top_200,28012,3,1559542,miss,-61/133,18,61/133,pure_miss
capacity_top_200,28012,4,1049032,miss,-54/133,16,54/133,pure_miss
capacity_top_200,28012,5,538522,miss,-47/133,14,47/133,pure_miss
capacity_top_200,28012,6,28012,miss,-40/133,12,40/133,pure_miss
capacity_top_200,28012,7,9217192,miss,-33/133,10,33/133,pure_miss
capacity_top_200,28012,8,8706682,miss,-26/133,8,26/133,pure_miss
capacity_top_200,28012,9,8196172,miss,-1/7,6,1/7,pure_miss
capacity_top_200,28012,10,7685662,miss,-12/133,4,12/133,pure_miss
capacity_top_200,28012,11,7175152,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,28012,12,6664642,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,28012,13,6154132,miss,-14/209,3,14/209,pure_miss
capacity_top_200,28012,14,5643622,miss,-25/209,5,25/209,pure_miss
capacity_top_200,28012,15,5133112,miss,-36/209,7,36/209,pure_miss
capacity_top_200,28012,16,4622602,miss,-47/209,9,47/209,pure_miss
capacity_top_200,28012,17,4112092,miss,-58/209,11,58/209,pure_miss
capacity_top_200,28012,18,3601582,miss,-69/209,13,69/209,pure_miss
capacity_top_200,28474,0,6154594,miss,-80/209,15,80/209,pure_miss
capacity_top_200,28474,1,5644084,miss,-91/209,17,91/209,pure_miss
capacity_top_200,28474,2,5133574,miss,-102/209,19,102/209,pure_miss
capacity_top_200,28474,3,4623064,miss,-61/133,18,61/133,pure_miss
capacity_top_200,28474,4,4112554,miss,-54/133,16,54/133,pure_miss
capacity_top_200,28474,5,3602044,miss,-47/133,14,47/133,pure_miss
capacity_top_200,28474,6,3091534,miss,-40/133,12,40/133,pure_miss
capacity_top_200,28474,7,2581024,miss,-33/133,10,33/133,pure_miss
capacity_top_200,28474,8,2070514,miss,-26/133,8,26/133,pure_miss
capacity_top_200,28474,9,1560004,miss,-1/7,6,1/7,pure_miss
capacity_top_200,28474,10,1049494,miss,-12/133,4,12/133,pure_miss
capacity_top_200,28474,11,538984,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,28474,12,28474,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,28474,13,9217654,miss,-14/209,3,14/209,pure_miss
capacity_top_200,28474,14,8707144,miss,-25/209,5,25/209,pure_miss
capacity_top_200,28474,15,8196634,miss,-36/209,7,36/209,pure_miss
capacity_top_200,28474,16,7686124,miss,-47/209,9,47/209,pure_miss
capacity_top_200,28474,17,7175614,miss,-58/209,11,58/209,pure_miss
capacity_top_200,28474,18,6665104,miss,-69/209,13,69/209,pure_miss
capacity_top_200,28814,0,5133914,miss,-80/209,15,80/209,pure_miss
capacity_top_200,28814,1,4623404,miss,-69/209,13,69/209,pure_miss
capacity_top_200,28814,2,4112894,miss,-58/209,11,58/209,pure_miss
capacity_top_200,28814,3,3602384,miss,-47/209,9,47/209,pure_miss
capacity_top_200,28814,4,3091874,miss,-36/209,7,36/209,pure_miss
capacity_top_200,28814,5,2581364,miss,-25/209,5,25/209,pure_miss
capacity_top_200,28814,6,2070854,miss,-14/209,3,14/209,pure_miss
capacity_top_200,28814,7,1560344,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,28814,8,1049834,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,28814,9,539324,miss,-12/133,4,12/133,pure_miss
capacity_top_200,28814,10,28814,miss,-1/7,6,1/7,pure_miss
capacity_top_200,28814,11,9217994,miss,-26/133,8,26/133,pure_miss
capacity_top_200,28814,12,8707484,miss,-33/133,10,33/133,pure_miss
capacity_top_200,28814,13,8196974,miss,-40/133,12,40/133,pure_miss
capacity_top_200,28814,14,7686464,miss,-47/133,14,47/133,pure_miss
capacity_top_200,28814,15,7175954,miss,-54/133,16,54/133,pure_miss
capacity_top_200,28814,16,6665444,miss,-61/133,18,61/133,pure_miss
capacity_top_200,28814,17,6154934,miss,-102/209,19,102/209,pure_miss
capacity_top_200,28814,18,5644424,miss,-91/209,17,91/209,pure_miss
capacity_top_200,28936,0,9218116,miss,-80/209,15,80/209,pure_miss
capacity_top_200,28936,1,8707606,miss,-91/209,17,91/209,pure_miss
capacity_top_200,28936,2,8197096,miss,-102/209,19,102/209,pure_miss
capacity_top_200,28936,3,7686586,miss,-61/133,18,61/133,pure_miss
capacity_top_200,28936,4,7176076,miss,-54/133,16,54/133,pure_miss
capacity_top_200,28936,5,6665566,miss,-47/133,14,47/133,pure_miss
capacity_top_200,28936,6,6155056,miss,-40/133,12,40/133,pure_miss
capacity_top_200,28936,7,5644546,miss,-33/133,10,33/133,pure_miss
capacity_top_200,28936,8,5134036,miss,-26/133,8,26/133,pure_miss
capacity_top_200,28936,9,4623526,miss,-1/7,6,1/7,pure_miss
capacity_top_200,28936,10,4113016,miss,-12/133,4,12/133,pure_miss
capacity_top_200,28936,11,3602506,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,28936,12,3091996,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,28936,13,2581486,miss,-14/209,3,14/209,pure_miss
capacity_top_200,28936,14,2070976,miss,-25/209,5,25/209,pure_miss
capacity_top_200,28936,15,1560466,miss,-36/209,7,36/209,pure_miss
capacity_top_200,28936,16,1049956,miss,-47/209,9,47/209,pure_miss
capacity_top_200,28936,17,539446,miss,-58/209,11,58/209,pure_miss
capacity_top_200,28936,18,28936,miss,-69/209,13,69/209,pure_miss
capacity_top_200,29276,0,8197436,miss,-80/209,15,80/209,pure_miss
capacity_top_200,29276,1,7686926,miss,-69/209,13,69/209,pure_miss
capacity_top_200,29276,2,7176416,miss,-58/209,11,58/209,pure_miss
capacity_top_200,29276,3,6665906,miss,-47/209,9,47/209,pure_miss
capacity_top_200,29276,4,6155396,miss,-36/209,7,36/209,pure_miss
capacity_top_200,29276,5,5644886,miss,-25/209,5,25/209,pure_miss
capacity_top_200,29276,6,5134376,miss,-14/209,3,14/209,pure_miss
capacity_top_200,29276,7,4623866,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,29276,8,4113356,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,29276,9,3602846,miss,-12/133,4,12/133,pure_miss
capacity_top_200,29276,10,3092336,miss,-1/7,6,1/7,pure_miss
capacity_top_200,29276,11,2581826,miss,-26/133,8,26/133,pure_miss
capacity_top_200,29276,12,2071316,miss,-33/133,10,33/133,pure_miss
capacity_top_200,29276,13,1560806,miss,-40/133,12,40/133,pure_miss
capacity_top_200,29276,14,1050296,miss,-47/133,14,47/133,pure_miss
capacity_top_200,29276,15,539786,miss,-54/133,16,54/133,pure_miss
capacity_top_200,29276,16,29276,miss,-61/133,18,61/133,pure_miss
capacity_top_200,29276,17,9218456,miss,-102/209,19,102/209,pure_miss
capacity_top_200,29276,18,8707946,miss,-91/209,17,91/209,pure_miss
capacity_top_200,29738,0,1561268,miss,-80/209,15,80/209,pure_miss
capacity_top_200,29738,1,1050758,miss,-69/209,13,69/209,pure_miss
capacity_top_200,29738,2,540248,miss,-58/209,11,58/209,pure_miss
capacity_top_200,29738,3,29738,miss,-47/209,9,47/209,pure_miss
capacity_top_200,29738,4,9218918,miss,-36/209,7,36/209,pure_miss
capacity_top_200,29738,5,8708408,miss,-25/209,5,25/209,pure_miss
capacity_top_200,29738,6,8197898,miss,-14/209,3,14/209,pure_miss
capacity_top_200,29738,7,7687388,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,29738,8,7176878,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,29738,9,6666368,miss,-12/133,4,12/133,pure_miss
capacity_top_200,29738,10,6155858,miss,-1/7,6,1/7,pure_miss
capacity_top_200,29738,11,5645348,miss,-26/133,8,26/133,pure_miss
capacity_top_200,29738,12,5134838,miss,-33/133,10,33/133,pure_miss
capacity_top_200,29738,13,4624328,miss,-40/133,12,40/133,pure_miss
capacity_top_200,29738,14,4113818,miss,-47/133,14,47/133,pure_miss
capacity_top_200,29738,15,3603308,miss,-54/133,16,54/133,pure_miss
capacity_top_200,29738,16,3092798,miss,-61/133,18,61/133,pure_miss
capacity_top_200,29738,17,2582288,miss,-102/209,19,102/209,pure_miss
capacity_top_200,29738,18,2071778,miss,-91/209,17,91/209,pure_miss
capacity_top_200,29860,0,5645470,miss,-80/209,15,80/209,pure_miss
capacity_top_200,29860,1,5134960,miss,-91/209,17,91/209,pure_miss
capacity_top_200,29860,2,4624450,miss,-102/209,19,102/209,pure_miss
capacity_top_200,29860,3,4113940,miss,-61/133,18,61/133,pure_miss
capacity_top_200,29860,4,3603430,miss,-54/133,16,54/133,pure_miss
capacity_top_200,29860,5,3092920,miss,-47/133,14,47/133,pure_miss
capacity_top_200,29860,6,2582410,miss,-40/133,12,40/133,pure_miss
capacity_top_200,29860,7,2071900,miss,-33/133,10,33/133,pure_miss
capacity_top_200,29860,8,1561390,miss,-26/133,8,26/133,pure_miss
capacity_top_200,29860,9,1050880,miss,-1/7,6,1/7,pure_miss
capacity_top_200,29860,10,540370,miss,-12/133,4,12/133,pure_miss
capacity_top_200,29860,11,29860,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,29860,12,9219040,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,29860,13,8708530,miss,-14/209,3,14/209,pure_miss
capacity_top_200,29860,14,8198020,miss,-25/209,5,25/209,pure_miss
capacity_top_200,29860,15,7687510,miss,-36/209,7,36/209,pure_miss
capacity_top_200,29860,16,7177000,miss,-47/209,9,47/209,pure_miss
capacity_top_200,29860,17,6666490,miss,-58/209,11,58/209,pure_miss
capacity_top_200,29860,18,6155980,miss,-69/209,13,69/209,pure_miss
capacity_top_200,30200,0,4624790,miss,-80/209,15,80/209,pure_miss
capacity_top_200,30200,1,4114280,miss,-69/209,13,69/209,pure_miss
capacity_top_200,30200,2,3603770,miss,-58/209,11,58/209,pure_miss
capacity_top_200,30200,3,3093260,miss,-47/209,9,47/209,pure_miss
capacity_top_200,30200,4,2582750,miss,-36/209,7,36/209,pure_miss
capacity_top_200,30200,5,2072240,miss,-25/209,5,25/209,pure_miss
capacity_top_200,30200,6,1561730,miss,-14/209,3,14/209,pure_miss
capacity_top_200,30200,7,1051220,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,30200,8,540710,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,30200,9,30200,miss,-12/133,4,12/133,pure_miss
capacity_top_200,30200,10,9219380,miss,-1/7,6,1/7,pure_miss
capacity_top_200,30200,11,8708870,miss,-26/133,8,26/133,pure_miss
capacity_top_200,30200,12,8198360,miss,-33/133,10,33/133,pure_miss
capacity_top_200,30200,13,7687850,miss,-40/133,12,40/133,pure_miss
capacity_top_200,30200,14,7177340,miss,-47/133,14,47/133,pure_miss
capacity_top_200,30200,15,6666830,miss,-54/133,16,54/133,pure_miss
capacity_top_200,30200,16,6156320,miss,-61/133,18,61/133,pure_miss
capacity_top_200,30200,17,5645810,miss,-102/209,19,102/209,pure_miss
capacity_top_200,30200,18,5135300,miss,-91/209,17,91/209,pure_miss
capacity_top_200,30784,0,2072824,miss,-80/209,15,80/209,pure_miss
capacity_top_200,30784,1,1562314,miss,-91/209,17,91/209,pure_miss
capacity_top_200,30784,2,1051804,miss,-102/209,19,102/209,pure_miss
capacity_top_200,30784,3,541294,miss,-61/133,18,61/133,pure_miss
capacity_top_200,30784,4,30784,miss,-54/133,16,54/133,pure_miss
capacity_top_200,30784,5,9219964,miss,-47/133,14,47/133,pure_miss
capacity_top_200,30784,6,8709454,miss,-40/133,12,40/133,pure_miss
capacity_top_200,30784,7,8198944,miss,-33/133,10,33/133,pure_miss
capacity_top_200,30784,8,7688434,miss,-26/133,8,26/133,pure_miss
capacity_top_200,30784,9,7177924,miss,-1/7,6,1/7,pure_miss
capacity_top_200,30784,10,6667414,miss,-12/133,4,12/133,pure_miss
capacity_top_200,30784,11,6156904,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,30784,12,5646394,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,30784,13,5135884,miss,-14/209,3,14/209,pure_miss
capacity_top_200,30784,14,4625374,miss,-25/209,5,25/209,pure_miss
capacity_top_200,30784,15,4114864,miss,-36/209,7,36/209,pure_miss
capacity_top_200,30784,16,3604354,miss,-47/209,9,47/209,pure_miss
capacity_top_200,30784,17,3093844,miss,-58/209,11,58/209,pure_miss
capacity_top_200,30784,18,2583334,miss,-69/209,13,69/209,pure_miss
capacity_top_200,31124,0,1052144,miss,-80/209,15,80/209,pure_miss
capacity_top_200,31124,1,541634,miss,-69/209,13,69/209,pure_miss
capacity_top_200,31124,2,31124,miss,-58/209,11,58/209,pure_miss
