diagnostic,scope,population,stratum_kind,stratum,family_count,lift_count,close_count,birth_count,close_rate,birth_rate,observed_share,note
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=10,52,884,6,6,3/26,3/26,13/737,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=11,4,68,2,2,1/2,1/2,1/737,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=14,218,3706,18,18,9/109,9/109,109/1474,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=15,10,170,6,6,3/5,3/5,5/1474,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=21,58,986,40,40,20/29,20/29,29/1474,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=22,144,2448,12,12,1/12,1/12,36/737,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=26,120,2040,2,2,1/60,1/60,30/737,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=33,62,1054,32,32,16/31,16/31,31/1474,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=39,46,782,28,28,14/23,14/23,23/1474,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=130,4,68,0,0,0,0,1/737,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=154,24,408,2,2,1/12,1/12,6/737,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=182,18,306,0,0,0,0,9/1474,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=231,4,68,2,2,1/2,1/2,1/737,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=273,2,34,2,2,1,1,1/1474,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=286,12,204,0,0,0,0,3/737,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=429,4,68,2,2,1/2,1/2,1/737,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity,parent_gcd,gcd=2002,2,34,0,0,0,0,1/1474,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=2,1310,22270,0,0,0,0,655/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=3,278,4726,0,0,0,0,139/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=5,6,102,0,0,0,0,3/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=6,2,34,0,0,0,0,1/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=7,8,136,0,0,0,0,4/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=10,46,782,0,0,0,0,23/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=11,2,34,0,0,0,0,1/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=14,200,3400,0,0,0,0,100/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=15,4,68,0,0,0,0,2/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=21,18,306,0,0,0,0,9/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=22,132,2244,0,0,0,0,66/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=26,118,2006,0,0,0,0,59/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=33,30,510,0,0,0,0,15/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=39,18,306,0,0,0,0,9/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=130,4,68,0,0,0,0,2/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=154,22,374,0,0,0,0,11/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=182,18,306,0,0,0,0,9/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=231,2,34,0,0,0,0,1/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=286,12,204,0,0,0,0,6/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=429,2,34,0,0,0,0,1/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,capacity_nonclose,parent_gcd,gcd=2002,2,34,0,0,0,0,1/1117,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=2,144,2448,144,144,1,1,24/119,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=3,410,6970,410,410,1,1,205/357,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=5,6,102,6,6,1,1,1/119,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=10,6,102,6,6,1,1,1/119,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=11,2,34,2,2,1,1,1/357,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=14,18,306,18,18,1,1,3/119,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=15,6,102,6,6,1,1,1/119,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=21,40,680,40,40,1,1,20/357,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=22,12,204,12,12,1,1,2/119,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=26,2,34,2,2,1,1,1/357,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=33,32,544,32,32,1,1,16/357,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=39,28,476,28,28,1,1,2/51,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=154,2,34,2,2,1,1,1/357,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=231,2,34,2,2,1,1,1/357,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=273,2,34,2,2,1,1,1/357,parent gcd stratum
parent_gcd_capacity_conditioned,B6_to_B7_full,close,parent_gcd,gcd=429,2,34,2,2,1,1,1/357,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=1,6288,104688,0,0,0,0,3144/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=2,5888,98020,162,162,81/2944,81/2944,2944/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=3,3090,51434,440,440,44/309,44/309,1545/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=5,1572,26172,6,6,1/262,1/262,786/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=6,3144,52344,0,0,0,0,1572/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=7,1048,17448,0,0,0,0,524/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=10,1570,26138,8,8,4/785,4/785,785/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=11,624,10416,2,2,1/312,1/312,312/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=13,480,8160,0,0,0,0,240/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=14,1022,17014,20,20,10/511,10/511,511/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=15,786,13086,6,6,1/131,1/131,393/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=21,522,8690,42,42,7/87,7/87,261/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=22,598,9982,12,12,6/299,6/299,299/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=26,450,7650,2,2,1/225,1/225,225/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=30,786,13086,0,0,0,0,393/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=33,310,5174,34,34,17/155,17/155,155/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=35,262,4362,0,0,0,0,131/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=39,238,4046,28,28,2/17,2/17,119/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=42,524,8724,0,0,0,0,262/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=55,156,2604,0,0,0,0,78/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=65,120,2040,0,0,0,0,60/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=66,312,5208,0,0,0,0,156/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=70,262,4362,0,0,0,0,131/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=77,104,1736,0,0,0,0,52/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=78,240,4080,0,0,0,0,120/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=91,80,1360,0,0,0,0,40/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=105,131,2181,0,0,0,0,131/32002,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=110,156,2604,0,0,0,0,78/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=130,120,2040,0,0,0,0,60/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=143,48,816,0,0,0,0,24/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=154,104,1736,2,2,1/52,1/52,52/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=165,78,1302,0,0,0,0,39/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=182,78,1326,0,0,0,0,39/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=195,60,1020,0,0,0,0,30/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=210,131,2181,0,0,0,0,131/32002,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=231,52,868,2,2,1/26,1/26,26/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=273,40,680,2,2,1/20,1/20,20/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=286,46,782,0,0,0,0,23/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=330,78,1302,0,0,0,0,39/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=385,26,434,0,0,0,0,13/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=390,60,1020,0,0,0,0,30/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=429,24,408,2,2,1/12,1/12,12/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=455,20,340,0,0,0,0,10/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=462,52,868,0,0,0,0,26/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=546,40,680,0,0,0,0,20/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=715,12,204,0,0,0,0,6/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=770,26,434,0,0,0,0,13/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=858,24,408,0,0,0,0,12/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=910,20,340,0,0,0,0,10/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=1001,8,136,0,0,0,0,4/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=1155,13,217,0,0,0,0,13/32002,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=1365,10,170,0,0,0,0,5/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=1430,12,204,0,0,0,0,6/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=2002,8,136,0,0,0,0,4/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=2145,6,102,0,0,0,0,3/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=2310,13,217,0,0,0,0,13/32002,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=2730,10,170,0,0,0,0,5/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=3003,4,68,0,0,0,0,2/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=4290,6,102,0,0,0,0,3/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=5005,2,34,0,0,0,0,1/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=6006,4,68,0,0,0,0,2/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=10010,2,34,0,0,0,0,1/16001,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=15015,1,17,0,0,0,0,1/32002,parent gcd stratum
parent_gcd_capacity_conditioned,all,all,parent_gcd,gcd=30030,1,17,0,0,0,0,1/32002,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=2,1590,26462,162,162,27/265,27/265,159/320,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=3,754,12530,440,440,220/377,220/377,377/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=5,12,204,6,6,1/2,1/2,3/800,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=6,2,34,0,0,0,0,1/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=7,8,136,0,0,0,0,1/400,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=10,58,962,8,8,4/29,4/29,29/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=11,4,68,2,2,1/2,1/2,1/800,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=14,238,3962,20,20,10/119,10/119,119/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=15,10,170,6,6,3/5,3/5,1/320,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=21,64,1060,42,42,21/32,21/32,1/50,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=22,156,2604,12,12,1/13,1/13,39/800,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=26,120,2040,2,2,1/60,1/60,3/80,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=33,66,1106,34,34,17/33,17/33,33/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=39,46,782,28,28,14/23,14/23,23/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=130,4,68,0,0,0,0,1/800,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=154,26,434,2,2,1/13,1/13,13/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=182,18,306,0,0,0,0,9/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=231,4,68,2,2,1/2,1/2,1/800,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=273,2,34,2,2,1,1,1/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=286,12,204,0,0,0,0,3/800,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=429,4,68,2,2,1/2,1/2,1/800,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity,parent_gcd,gcd=2002,2,34,0,0,0,0,1/1600,capacity-conditioned parent gcd stratum; gcd>1 is not a standalone claim
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=2,1428,23800,0,0,0,0,238/405,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=3,314,5174,0,0,0,0,157/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=5,6,102,0,0,0,0,1/405,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=6,2,34,0,0,0,0,1/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=7,8,136,0,0,0,0,4/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=10,50,834,0,0,0,0,5/243,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=11,2,34,0,0,0,0,1/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=14,218,3634,0,0,0,0,109/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=15,4,68,0,0,0,0,2/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=21,22,354,0,0,0,0,11/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=22,144,2400,0,0,0,0,8/135,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=26,118,2006,0,0,0,0,59/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=33,32,536,0,0,0,0,16/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=39,18,306,0,0,0,0,1/135,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=130,4,68,0,0,0,0,2/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=154,24,400,0,0,0,0,4/405,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=182,18,306,0,0,0,0,1/135,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=231,2,34,0,0,0,0,1/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=286,12,204,0,0,0,0,2/405,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=429,2,34,0,0,0,0,1/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,capacity_nonclose,parent_gcd,gcd=2002,2,34,0,0,0,0,1/1215,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=2,162,2662,162,162,1,1,81/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=3,440,7356,440,440,1,1,4/7,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=5,6,102,6,6,1,1,3/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=10,8,128,8,8,1,1,4/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=11,2,34,2,2,1,1,1/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=14,20,328,20,20,1,1,2/77,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=15,6,102,6,6,1,1,3/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=21,42,706,42,42,1,1,3/55,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=22,12,204,12,12,1,1,6/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=26,2,34,2,2,1,1,1/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=33,34,570,34,34,1,1,17/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=39,28,476,28,28,1,1,2/55,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=154,2,34,2,2,1,1,1/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=231,2,34,2,2,1,1,1/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=273,2,34,2,2,1,1,1/385,parent gcd stratum
parent_gcd_capacity_conditioned,all,close,parent_gcd,gcd=429,2,34,2,2,1,1,1/385,parent gcd stratum
