parent_rank,source_lineage_id,source_lineage_role,parent_residue,parent_component_count,parent_residual_measure,parent_max_component_width,lift_remainder,child_residue,transition_label,component_delta,phase_margin,phase_rank,is_close
89,B7_birth_parent_siblings:capacity_nonclose_control:1216:31246,capacity_nonclose,31246,1,4/77,4/77,17,6157366,miss,0,-58/209,11,False
89,B7_birth_parent_siblings:capacity_nonclose_control:1216:31246,capacity_nonclose,31246,1,4/77,4/77,18,5646856,miss,0,-69/209,13,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,0,4115666,miss,0,-80/209,15,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,1,3605156,miss,0,-69/209,13,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,2,3094646,miss,0,-58/209,11,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,3,2584136,miss,0,-47/209,9,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,4,2073626,miss,0,-36/209,7,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,5,1563116,miss,0,-25/209,5,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,6,1052606,miss,0,-14/209,3,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,7,542096,trim,0,-3/209,1,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,8,31586,trim,0,-5/133,2,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,9,9220766,miss,0,-12/133,4,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,10,8710256,miss,0,-1/7,6,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,11,8199746,miss,0,-26/133,8,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,12,7689236,miss,0,-33/133,10,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,13,7178726,miss,0,-40/133,12,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,14,6668216,miss,0,-47/133,14,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,15,6157706,miss,0,-54/133,16,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,16,5647196,miss,0,-61/133,18,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,17,5136686,miss,0,-102/209,19,False
90,B7_birth_parent_siblings:capacity_nonclose_control:1556:31586,capacity_nonclose,31586,1,4/77,4/77,18,4626176,miss,0,-91/209,17,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,0,7179188,miss,0,-80/209,15,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,1,6668678,miss,0,-69/209,13,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,2,6158168,miss,0,-58/209,11,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,3,5647658,miss,0,-47/209,9,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,4,5137148,miss,0,-36/209,7,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,5,4626638,miss,0,-25/209,5,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,6,4116128,miss,0,-14/209,3,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,7,3605618,trim,0,-3/209,1,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,8,3095108,trim,0,-5/133,2,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,9,2584598,miss,0,-12/133,4,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,10,2074088,miss,0,-1/7,6,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,11,1563578,miss,0,-26/133,8,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,12,1053068,miss,0,-33/133,10,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,13,542558,miss,0,-40/133,12,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,14,32048,miss,0,-47/133,14,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,15,9221228,miss,0,-54/133,16,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,16,8710718,miss,0,-61/133,18,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,17,8200208,miss,0,-102/209,19,False
91,B7_birth_parent_siblings:capacity_nonclose_control:2018:32048,capacity_nonclose,32048,1,4/77,4/77,18,7689698,miss,0,-91/209,17,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,0,4627222,miss,0,-80/209,15,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,1,4116712,miss,0,-91/209,17,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,2,3606202,miss,0,-102/209,19,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,3,3095692,miss,0,-61/133,18,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,4,2585182,miss,0,-54/133,16,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,5,2074672,miss,0,-47/133,14,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,6,1564162,miss,0,-40/133,12,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,7,1053652,miss,0,-33/133,10,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,8,543142,miss,0,-26/133,8,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,9,32632,miss,0,-1/7,6,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,10,9221812,miss,0,-12/133,4,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,11,8711302,trim,0,-5/133,2,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,12,8200792,trim,0,-3/209,1,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,13,7690282,miss,0,-14/209,3,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,14,7179772,miss,0,-25/209,5,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,15,6669262,miss,0,-36/209,7,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,16,6158752,miss,0,-47/209,9,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,17,5648242,miss,0,-58/209,11,False
92,B7_birth_parent_siblings:capacity_nonclose_control:2602:32632,capacity_nonclose,32632,1,4/77,4/77,18,5137732,miss,0,-69/209,13,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,0,7690744,miss,0,-80/209,15,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,1,7180234,miss,0,-91/209,17,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,2,6669724,miss,0,-102/209,19,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,3,6159214,miss,0,-61/133,18,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,4,5648704,miss,0,-54/133,16,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,5,5138194,miss,0,-47/133,14,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,6,4627684,miss,0,-40/133,12,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,7,4117174,miss,0,-33/133,10,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,8,3606664,miss,0,-26/133,8,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,9,3096154,miss,0,-1/7,6,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,10,2585644,miss,0,-12/133,4,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,11,2075134,trim,0,-5/133,2,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,12,1564624,trim,0,-3/209,1,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,13,1054114,miss,0,-14/209,3,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,14,543604,miss,0,-25/209,5,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,15,33094,miss,0,-36/209,7,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,16,9222274,miss,0,-47/209,9,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,17,8711764,miss,0,-58/209,11,False
93,B7_birth_parent_siblings:capacity_nonclose_control:3064:33094,capacity_nonclose,33094,1,4/77,4/77,18,8201254,miss,0,-69/209,13,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,0,6670064,miss,0,-80/209,15,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,1,6159554,miss,0,-69/209,13,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,2,5649044,miss,0,-58/209,11,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,3,5138534,miss,0,-47/209,9,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,4,4628024,miss,0,-36/209,7,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,5,4117514,miss,0,-25/209,5,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,6,3607004,miss,0,-14/209,3,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,7,3096494,trim,0,-3/209,1,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,8,2585984,trim,0,-5/133,2,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,9,2075474,miss,0,-12/133,4,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,10,1564964,miss,0,-1/7,6,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,11,1054454,miss,0,-26/133,8,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,12,543944,miss,0,-33/133,10,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,13,33434,miss,0,-40/133,12,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,14,9222614,miss,0,-47/133,14,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,15,8712104,miss,0,-54/133,16,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,16,8201594,miss,0,-61/133,18,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,17,7691084,miss,0,-102/209,19,False
94,B7_birth_parent_siblings:capacity_nonclose_control:3404:33434,capacity_nonclose,33434,1,4/77,4/77,18,7180574,miss,0,-91/209,17,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,0,1054576,miss,0,-80/209,15,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,1,544066,miss,0,-91/209,17,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,2,33556,miss,0,-102/209,19,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,3,9222736,miss,0,-61/133,18,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,4,8712226,miss,0,-54/133,16,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,5,8201716,miss,0,-47/133,14,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,6,7691206,miss,0,-40/133,12,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,7,7180696,miss,0,-33/133,10,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,8,6670186,miss,0,-26/133,8,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,9,6159676,miss,0,-1/7,6,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,10,5649166,miss,0,-12/133,4,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,11,5138656,trim,0,-5/133,2,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,12,4628146,trim,0,-3/209,1,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,13,4117636,miss,0,-14/209,3,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,14,3607126,miss,0,-25/209,5,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,15,3096616,miss,0,-36/209,7,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,16,2586106,miss,0,-47/209,9,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,17,2075596,miss,0,-58/209,11,False
95,B7_birth_parent_siblings:capacity_nonclose_control:3526:33556,capacity_nonclose,33556,1,4/77,4/77,18,1565086,miss,0,-69/209,13,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,0,3097418,miss,0,-80/209,15,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,1,2586908,miss,0,-69/209,13,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,2,2076398,miss,0,-58/209,11,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,3,1565888,miss,0,-47/209,9,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,4,1055378,miss,0,-36/209,7,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,5,544868,miss,0,-25/209,5,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,6,34358,miss,0,-14/209,3,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,7,9223538,trim,0,-3/209,1,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,8,8713028,trim,0,-5/133,2,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,9,8202518,miss,0,-12/133,4,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,10,7692008,miss,0,-1/7,6,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,11,7181498,miss,0,-26/133,8,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,12,6670988,miss,0,-33/133,10,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,13,6160478,miss,0,-40/133,12,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,14,5649968,miss,0,-47/133,14,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,15,5139458,miss,0,-54/133,16,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,16,4628948,miss,0,-61/133,18,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,17,4118438,miss,0,-102/209,19,False
96,B7_birth_parent_siblings:capacity_nonclose_control:4328:34358,capacity_nonclose,34358,1,4/77,4/77,18,3607928,miss,0,-91/209,17,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,0,7181620,miss,0,-80/209,15,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,1,6671110,miss,0,-91/209,17,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,2,6160600,miss,0,-102/209,19,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,3,5650090,miss,0,-61/133,18,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,4,5139580,miss,0,-54/133,16,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,5,4629070,miss,0,-47/133,14,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,6,4118560,miss,0,-40/133,12,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,7,3608050,miss,0,-33/133,10,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,8,3097540,miss,0,-26/133,8,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,9,2587030,miss,0,-1/7,6,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,10,2076520,miss,0,-12/133,4,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,11,1566010,trim,0,-5/133,2,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,12,1055500,trim,0,-3/209,1,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,13,544990,miss,0,-14/209,3,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,14,34480,miss,0,-25/209,5,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,15,9223660,miss,0,-36/209,7,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,16,8713150,miss,0,-47/209,9,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,17,8202640,miss,0,-58/209,11,False
97,B7_birth_parent_siblings:capacity_nonclose_control:4450:34480,capacity_nonclose,34480,1,4/77,4/77,18,7692130,miss,0,-69/209,13,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,0,6160940,miss,0,-80/209,15,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,1,5650430,miss,0,-69/209,13,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,2,5139920,miss,0,-58/209,11,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,3,4629410,miss,0,-47/209,9,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,4,4118900,miss,0,-36/209,7,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,5,3608390,miss,0,-25/209,5,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,6,3097880,miss,0,-14/209,3,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,7,2587370,trim,0,-3/209,1,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,8,2076860,trim,0,-5/133,2,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,9,1566350,miss,0,-12/133,4,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,10,1055840,miss,0,-1/7,6,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,11,545330,miss,0,-26/133,8,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,12,34820,miss,0,-33/133,10,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,13,9224000,miss,0,-40/133,12,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,14,8713490,miss,0,-47/133,14,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,15,8202980,miss,0,-54/133,16,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,16,7692470,miss,0,-61/133,18,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,17,7181960,miss,0,-102/209,19,False
98,B7_birth_parent_siblings:capacity_nonclose_control:4790:34820,capacity_nonclose,34820,1,4/77,4/77,18,6671450,miss,0,-91/209,17,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,0,545452,miss,0,-80/209,15,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,1,34942,miss,0,-91/209,17,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,2,9224122,miss,0,-102/209,19,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,3,8713612,miss,0,-61/133,18,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,4,8203102,miss,0,-54/133,16,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,5,7692592,miss,0,-47/133,14,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,6,7182082,miss,0,-40/133,12,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,7,6671572,miss,0,-33/133,10,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,8,6161062,miss,0,-26/133,8,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,9,5650552,miss,0,-1/7,6,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,10,5140042,miss,0,-12/133,4,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,11,4629532,trim,0,-5/133,2,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,12,4119022,trim,0,-3/209,1,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,13,3608512,miss,0,-14/209,3,False
99,B7_birth_parent_siblings:capacity_nonclose_control:4912:34942,capacity_nonclose,34942,1,4/77,4/77,14,3098002,miss,0,-25/209,5,False
