parent_rank,source_lineage_id,source_lineage_role,parent_residue,parent_component_count,parent_residual_measure,parent_max_component_width,lift_remainder,child_residue,transition_label,component_delta,phase_margin,phase_rank,is_close
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,1,6176,miss,0,-69/209,13,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,2,9195356,miss,0,-58/209,11,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,3,8684846,miss,0,-47/209,9,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,4,8174336,miss,0,-36/209,7,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,5,7663826,miss,0,-25/209,5,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,6,7153316,miss,0,-14/209,3,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,7,6642806,trim,0,-3/209,1,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,8,6132296,trim,0,-5/133,2,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,9,5621786,miss,0,-12/133,4,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,10,5111276,miss,0,-1/7,6,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,11,4600766,miss,0,-26/133,8,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,12,4090256,miss,0,-33/133,10,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,13,3579746,miss,0,-40/133,12,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,14,3069236,miss,0,-47/133,14,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,15,2558726,miss,0,-54/133,16,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,16,2048216,miss,0,-61/133,18,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,17,1537706,miss,0,-102/209,19,False
19,B7_birth_parent_siblings:capacity_nonclose_control:6176:6176,capacity_nonclose,6176,1,4/77,4/77,18,1027196,miss,0,-91/209,17,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,0,3580208,miss,0,-80/209,15,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,1,3069698,miss,0,-69/209,13,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,2,2559188,miss,0,-58/209,11,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,3,2048678,miss,0,-47/209,9,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,4,1538168,miss,0,-36/209,7,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,5,1027658,miss,0,-25/209,5,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,6,517148,miss,0,-14/209,3,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,7,6638,trim,0,-3/209,1,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,8,9195818,trim,0,-5/133,2,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,9,8685308,miss,0,-12/133,4,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,10,8174798,miss,0,-1/7,6,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,11,7664288,miss,0,-26/133,8,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,12,7153778,miss,0,-33/133,10,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,13,6643268,miss,0,-40/133,12,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,14,6132758,miss,0,-47/133,14,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,15,5622248,miss,0,-54/133,16,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,16,5111738,miss,0,-61/133,18,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,17,4601228,miss,0,-102/209,19,False
20,B7_birth_parent_siblings:capacity_nonclose_control:6638:6638,capacity_nonclose,6638,1,4/77,4/77,18,4090718,miss,0,-91/209,17,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,0,6643730,miss,0,-80/209,15,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,1,6133220,miss,0,-69/209,13,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,2,5622710,miss,0,-58/209,11,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,3,5112200,miss,0,-47/209,9,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,4,4601690,miss,0,-36/209,7,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,5,4091180,miss,0,-25/209,5,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,6,3580670,miss,0,-14/209,3,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,7,3070160,trim,0,-3/209,1,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,8,2559650,trim,0,-5/133,2,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,9,2049140,miss,0,-12/133,4,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,10,1538630,miss,0,-1/7,6,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,11,1028120,miss,0,-26/133,8,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,12,517610,miss,0,-33/133,10,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,13,7100,miss,0,-40/133,12,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,14,9196280,miss,0,-47/133,14,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,15,8685770,miss,0,-54/133,16,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,16,8175260,miss,0,-61/133,18,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,17,7664750,miss,0,-102/209,19,False
21,B7_birth_parent_siblings:capacity_nonclose_control:7100:7100,capacity_nonclose,7100,1,4/77,4/77,18,7154240,miss,0,-91/209,17,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,0,1028242,miss,0,-80/209,15,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,1,517732,miss,0,-91/209,17,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,2,7222,miss,0,-102/209,19,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,3,9196402,miss,0,-61/133,18,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,4,8685892,miss,0,-54/133,16,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,5,8175382,miss,0,-47/133,14,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,6,7664872,miss,0,-40/133,12,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,7,7154362,miss,0,-33/133,10,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,8,6643852,miss,0,-26/133,8,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,9,6133342,miss,0,-1/7,6,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,10,5622832,miss,0,-12/133,4,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,11,5112322,trim,0,-5/133,2,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,12,4601812,trim,0,-3/209,1,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,13,4091302,miss,0,-14/209,3,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,14,3580792,miss,0,-25/209,5,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,15,3070282,miss,0,-36/209,7,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,16,2559772,miss,0,-47/209,9,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,17,2049262,miss,0,-58/209,11,False
22,B7_birth_parent_siblings:capacity_nonclose_control:7222:7222,capacity_nonclose,7222,1,4/77,4/77,18,1538752,miss,0,-69/209,13,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,0,4091764,miss,0,-80/209,15,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,1,3581254,miss,0,-91/209,17,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,2,3070744,miss,0,-102/209,19,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,3,2560234,miss,0,-61/133,18,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,4,2049724,miss,0,-54/133,16,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,5,1539214,miss,0,-47/133,14,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,6,1028704,miss,0,-40/133,12,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,7,518194,miss,0,-33/133,10,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,8,7684,miss,0,-26/133,8,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,9,9196864,miss,0,-1/7,6,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,10,8686354,miss,0,-12/133,4,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,11,8175844,trim,0,-5/133,2,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,12,7665334,trim,0,-3/209,1,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,13,7154824,miss,0,-14/209,3,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,14,6644314,miss,0,-25/209,5,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,15,6133804,miss,0,-36/209,7,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,16,5623294,miss,0,-47/209,9,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,17,5112784,miss,0,-58/209,11,False
23,B7_birth_parent_siblings:capacity_nonclose_control:7684:7684,capacity_nonclose,7684,1,4/77,4/77,18,4602274,miss,0,-69/209,13,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,0,3071084,miss,0,-80/209,15,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,1,2560574,miss,0,-69/209,13,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,2,2050064,miss,0,-58/209,11,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,3,1539554,miss,0,-47/209,9,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,4,1029044,miss,0,-36/209,7,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,5,518534,miss,0,-25/209,5,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,6,8024,miss,0,-14/209,3,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,7,9197204,trim,0,-3/209,1,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,8,8686694,trim,0,-5/133,2,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,9,8176184,miss,0,-12/133,4,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,10,7665674,miss,0,-1/7,6,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,11,7155164,miss,0,-26/133,8,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,12,6644654,miss,0,-33/133,10,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,13,6134144,miss,0,-40/133,12,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,14,5623634,miss,0,-47/133,14,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,15,5113124,miss,0,-54/133,16,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,16,4602614,miss,0,-61/133,18,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,17,4092104,miss,0,-102/209,19,False
24,B7_birth_parent_siblings:capacity_nonclose_control:8024:8024,capacity_nonclose,8024,1,4/77,4/77,18,3581594,miss,0,-91/209,17,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,0,6134606,miss,0,-80/209,15,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,1,5624096,miss,0,-69/209,13,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,2,5113586,miss,0,-58/209,11,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,3,4603076,miss,0,-47/209,9,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,4,4092566,miss,0,-36/209,7,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,5,3582056,miss,0,-25/209,5,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,6,3071546,miss,0,-14/209,3,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,7,2561036,trim,0,-3/209,1,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,8,2050526,trim,0,-5/133,2,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,9,1540016,miss,0,-12/133,4,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,10,1029506,miss,0,-1/7,6,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,11,518996,miss,0,-26/133,8,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,12,8486,miss,0,-33/133,10,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,13,9197666,miss,0,-40/133,12,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,14,8687156,miss,0,-47/133,14,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,15,8176646,miss,0,-54/133,16,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,16,7666136,miss,0,-61/133,18,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,17,7155626,miss,0,-102/209,19,False
25,B7_birth_parent_siblings:capacity_nonclose_control:8486:8486,capacity_nonclose,8486,1,4/77,4/77,18,6645116,miss,0,-91/209,17,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,0,3582640,miss,0,-80/209,15,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,1,3072130,miss,0,-91/209,17,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,2,2561620,miss,0,-102/209,19,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,3,2051110,miss,0,-61/133,18,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,4,1540600,miss,0,-54/133,16,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,5,1030090,miss,0,-47/133,14,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,6,519580,miss,0,-40/133,12,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,7,9070,miss,0,-33/133,10,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,8,9198250,miss,0,-26/133,8,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,9,8687740,miss,0,-1/7,6,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,10,8177230,miss,0,-12/133,4,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,11,7666720,trim,0,-5/133,2,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,12,7156210,trim,0,-3/209,1,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,13,6645700,miss,0,-14/209,3,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,14,6135190,miss,0,-25/209,5,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,15,5624680,miss,0,-36/209,7,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,16,5114170,miss,0,-47/209,9,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,17,4603660,miss,0,-58/209,11,False
26,B7_birth_parent_siblings:capacity_nonclose_control:9070:9070,capacity_nonclose,9070,1,4/77,4/77,18,4093150,miss,0,-69/209,13,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,0,2561960,miss,0,-80/209,15,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,1,2051450,miss,0,-69/209,13,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,2,1540940,miss,0,-58/209,11,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,3,1030430,miss,0,-47/209,9,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,4,519920,miss,0,-36/209,7,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,5,9410,miss,0,-25/209,5,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,6,9198590,miss,0,-14/209,3,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,7,8688080,trim,0,-3/209,1,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,8,8177570,trim,0,-5/133,2,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,9,7667060,miss,0,-12/133,4,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,10,7156550,miss,0,-1/7,6,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,11,6646040,miss,0,-26/133,8,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,12,6135530,miss,0,-33/133,10,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,13,5625020,miss,0,-40/133,12,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,14,5114510,miss,0,-47/133,14,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,15,4604000,miss,0,-54/133,16,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,16,4093490,miss,0,-61/133,18,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,17,3582980,miss,0,-102/209,19,False
27,B7_birth_parent_siblings:capacity_nonclose_control:9410:9410,capacity_nonclose,9410,1,4/77,4/77,18,3072470,miss,0,-91/209,17,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,0,6646162,miss,0,-80/209,15,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,1,6135652,miss,0,-91/209,17,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,2,5625142,miss,0,-102/209,19,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,3,5114632,miss,0,-61/133,18,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,4,4604122,miss,0,-54/133,16,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,5,4093612,miss,0,-47/133,14,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,6,3583102,miss,0,-40/133,12,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,7,3072592,miss,0,-33/133,10,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,8,2562082,miss,0,-26/133,8,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,9,2051572,miss,0,-1/7,6,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,10,1541062,miss,0,-12/133,4,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,11,1030552,trim,0,-5/133,2,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,12,520042,trim,0,-3/209,1,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,13,9532,miss,0,-14/209,3,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,14,9198712,miss,0,-25/209,5,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,15,8688202,miss,0,-36/209,7,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,16,8177692,miss,0,-47/209,9,False
28,B7_birth_parent_siblings:capacity_nonclose_control:9532:9532,capacity_nonclose,9532,1,4/77,4/77,17,7667182,miss,0,-58/209,11,False
