selection_groups,parent_rank,parent_residue,parent_component_count,parent_residual_measure,parent_max_component_width,best_lift_remainder,best_phase_margin,best_aperture_tension,best_transition_label,trim_lift_count,miss_lift_count,close_lift_count,positive_margin_lift_count,selection_failure_reason
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,170,10456,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,171,10796,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,172,11258,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,173,11380,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,174,12644,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,175,12766,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,176,13568,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,177,13690,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,178,14030,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,179,14954,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,180,15076,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,181,16000,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,182,16340,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,183,16462,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,184,17264,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,185,17386,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,186,18188,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,187,18310,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,188,18772,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,189,20036,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,190,20498,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,191,20620,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,192,20960,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,193,21544,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,194,22006,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,195,22808,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,196,22930,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,197,23392,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,198,23854,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,199,25118,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,200,25240,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,201,25702,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,202,26626,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,203,26966,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,204,28474,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,205,29276,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,206,30784,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,207,31586,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,208,34358,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,209,34820,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,210,37130,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,211,37714,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,212,39562,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,213,41288,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,214,42674,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,215,44984,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,216,52036,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,217,128319,1,1/119,1/119,4,7/323,-7/323,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,218,41620,1,2/143,2/143,11,3/209,-3/209,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,219,12268,1,1/52,1/52,14,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,220,29462,1,1/52,1/52,5,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,221,82468,1,1/52,1/52,14,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,222,95728,1,1/52,1/52,14,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,223,101968,1,1/52,1/52,14,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,224,111362,1,1/52,1/52,5,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,225,118772,1,1/52,1/52,5,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,226,144182,1,1/68,1/68,5,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,227,150752,1,1/52,1/52,5,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,228,152702,1,1/52,1/52,5,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,229,168268,1,1/52,1/52,14,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,230,183902,1,1/52,1/52,5,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,231,217408,1,1/68,1/68,14,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,232,232708,1,1/68,1/68,14,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,233,434638,1,1/52,1/52,14,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,234,493532,1,1/68,1/68,5,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,235,510148,1,1/68,1/68,14,1/76,-1/76,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,236,133346,1,1/55,1/55,6,1/95,-1/95,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,237,66261,1,1/77,1/77,15,2/209,-2/209,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,238,121701,1,1/77,1/77,15,2/209,-2/209,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,239,275619,1,1/77,1/77,4,2/209,-2/209,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,240,333231,1,4/187,4/187,15,2/209,-2/209,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,241,72009,1,5/143,5/143,4,2/247,-2/247,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,242,486969,1,3/221,3/221,4,2/247,-2/247,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,243,370778,1,4/221,4/221,8,2/323,-2/323,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,244,90926,1,1/91,1/91,7,1/247,-1/247,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,245,102904,1,1/91,1/91,12,1/247,-1/247,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,246,367714,1,1/91,1/91,12,1/247,-1/247,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;orbit_diversity_400,247,397744,1,1/91,1/91,12,1/247,-1/247,close,0,18,1,1,has_close_geometry
aperture_frontier_top_400;near_zero_margin_200,248,238,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,249,808,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,250,932,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,251,1018,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,252,1112,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,253,1352,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,254,1618,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,255,1742,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,256,1922,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,257,1952,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,258,1978,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,259,2008,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,260,2072,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,261,2132,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,262,2158,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,263,2218,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,264,2338,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,265,2368,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,266,2398,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,267,2462,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,268,2492,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,269,2548,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,270,2608,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,271,44818,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,272,52768,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,273,72692,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,274,80158,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,275,92098,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,276,95192,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,277,96872,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,278,101792,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,279,114208,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,280,148592,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,281,149072,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,282,159782,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,283,167218,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,284,168148,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,285,174148,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,286,187772,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,287,195238,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,288,196262,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,289,198362,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,290,201482,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,291,253442,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,292,264628,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,293,282478,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,294,285148,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,295,296428,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,296,311312,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,297,326462,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,298,333002,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,299,333448,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,300,355348,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,301,373742,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,302,386672,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,303,403768,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,304,421772,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,305,423872,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,306,433622,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,307,460348,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,308,462572,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,309,491852,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,310,499888,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,311,503882,1,1/20,1/20,5,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;near_zero_margin_200,312,509338,1,1/20,1/20,14,-1/95,1/95,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,313,22713,1,3/52,3/52,4,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,314,29525,1,3/52,3/52,4,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,315,66939,1,3/52,3/52,4,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,316,132621,1,1/28,1/28,15,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,317,298599,1,3/52,3/52,4,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,318,336477,1,1/28,1/28,4,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,319,339549,1,3/52,3/52,4,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,320,429111,1,3/68,3/68,15,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,321,436869,1,3/68,3/68,4,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,322,482901,1,1/28,1/28,15,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,323,493371,1,3/68,3/68,15,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;orbit_diversity_400,324,496047,1,1/28,1/28,15,-1/76,1/76,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,325,4328,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,326,12304,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,327,13106,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,328,15416,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,329,16924,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,330,17726,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,331,18650,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,332,19234,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,333,21082,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,334,22346,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,335,23270,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,336,24194,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,337,24316,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,338,25580,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,339,26504,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,340,28012,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,341,28814,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,342,28936,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,343,29738,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,344,29860,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,345,30200,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,346,31124,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,347,31246,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,348,32048,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,349,32632,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,350,33094,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,351,33434,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,352,33556,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,353,34480,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,354,34942,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,355,35744,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,356,35866,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,357,36206,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,358,36668,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,359,36790,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,360,37252,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,361,38054,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,362,38516,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,363,38978,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,364,39100,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
