source,c0_n,c0_mod210,trivial_small_prime_stratum,direction,neighbor_n,neighbor_uncovered_measure,neighbor_component_count,neighbor_max_uncovered_gap
data/summaries/prc_broad_candidate_windows_r250.csv,566792,2,True,prev,566791,0.10722265103877346,4712,0.000254227275052199
data/summaries/prc_broad_candidate_windows_r250.csv,566792,2,True,next,566793,0.00810690381641363,315,0.00025775683033457675
data/summaries/prc_broad_candidate_windows_r250.csv,566799,9,False,prev,566798,0.03373529947363446,1756,0.000127797446897282
data/summaries/prc_broad_candidate_windows_r250.csv,566799,9,False,next,566800,0.058535366466885064,2379,0.00017243870296268504
data/summaries/prc_broad_candidate_windows_r250.csv,566822,32,False,prev,566821,0.10491609043689955,4676,0.00022197313640792693
data/summaries/prc_broad_candidate_windows_r250.csv,566822,32,False,next,566823,0.02591126093009649,1259,0.0001695273277436682
data/summaries/prc_broad_candidate_windows_r250.csv,566901,111,False,prev,566900,0.035431310379024195,1754,0.000126204009348041
data/summaries/prc_broad_candidate_windows_r250.csv,566901,111,False,next,566902,0.043166212642060664,1752,0.00015102368422281742
data/summaries/prc_broad_candidate_windows_r250.csv,566972,182,False,prev,566971,0.06303043164686405,3315,0.0001706578711336837
data/summaries/prc_broad_candidate_windows_r250.csv,566972,182,False,next,566973,0.025125541999336254,1146,0.00017451735186879702
data/summaries/prc_broad_candidate_windows_r250.csv,566998,208,True,prev,566997,0.0056995196793879765,201,0.00015751363776228544
data/summaries/prc_broad_candidate_windows_r250.csv,566998,208,True,next,566999,0.05105099509939299,2565,0.00019139683725033496
data/summaries/prc_broad_candidate_windows_r250.csv,567002,2,True,prev,567001,0.060623570509927956,2594,0.00016767332406131263
data/summaries/prc_broad_candidate_windows_r250.csv,567002,2,True,next,567003,0.029342563323189963,1444,0.0001255535223267934
data/summaries/prc_broad_candidate_windows_r250.csv,567058,58,False,prev,567057,0.02237992972732014,1132,0.0001953771317834141
data/summaries/prc_broad_candidate_windows_r250.csv,567058,58,False,next,567059,0.05309967176980771,3145,0.00015941962824361777
data/summaries/prc_broad_candidate_windows_r250.csv,567088,88,False,prev,567087,0.05226044756583137,2515,0.00017110123082686446
data/summaries/prc_broad_candidate_windows_r250.csv,567088,88,False,next,567089,0.05553796619173847,2439,0.00017661593272211284
data/summaries/prc_broad_candidate_windows_r250.csv,650841,51,False,prev,650840,0.04428993066798492,2552,0.00012392571529384888
data/summaries/prc_broad_candidate_windows_r250.csv,650841,51,False,next,650842,0.05569522503558533,2669,0.0001415672024042136
data/summaries/prc_broad_candidate_windows_r250.csv,650878,88,False,prev,650877,0.048325974837306857,2565,0.00020484956508015628
data/summaries/prc_broad_candidate_windows_r250.csv,650878,88,False,next,650879,0.06333791596776094,4049,0.00016762487159105444
data/summaries/prc_broad_candidate_windows_r250.csv,650945,155,False,prev,650944,0.02476855794277988,1231,0.00012157858480266182
data/summaries/prc_broad_candidate_windows_r250.csv,650945,155,False,next,650946,0.11060991505133672,5546,0.00013623729605749535
data/summaries/prc_broad_candidate_windows_r250.csv,650972,182,False,prev,650971,0.0408945310045889,2094,0.0001451748152992982
data/summaries/prc_broad_candidate_windows_r250.csv,650972,182,False,next,650973,0.024499027228370163,1232,0.00012964041064678078
data/summaries/prc_broad_candidate_windows_r250.csv,650998,208,True,prev,650997,0.02533810040620657,1180,0.00014617132288896606
data/summaries/prc_broad_candidate_windows_r250.csv,650998,208,True,next,650999,0.04610136985234562,3033,0.00015970555539268627
data/summaries/prc_broad_candidate_windows_r250.csv,651002,2,True,prev,651001,0.039820618180167064,1753,0.00015875966147682607
data/summaries/prc_broad_candidate_windows_r250.csv,651002,2,True,next,651003,0.05105788427088406,2602,0.00014617269554795254
data/summaries/prc_broad_candidate_windows_r250.csv,651069,69,False,prev,651068,0.05618732636647167,3161,0.00012458127511122408
data/summaries/prc_broad_candidate_windows_r250.csv,651069,69,False,next,651070,0.0648786892451596,3048,0.0001659210976345804
data/summaries/prc_broad_candidate_windows_r250.csv,651155,155,False,prev,651154,0.039836869464983216,1850,0.00015810158989937317
data/summaries/prc_broad_candidate_windows_r250.csv,651155,155,False,next,651156,0.10021072286217236,4960,0.00016673208175754795
data/summaries/prc_broad_candidate_windows_r250.csv,651208,208,True,prev,651207,0.04291531343124236,2257,0.00020280333638267312
data/summaries/prc_broad_candidate_windows_r250.csv,651208,208,True,next,651209,0.04968496437668656,3498,0.00011496328739957207
data/summaries/prc_broad_candidate_windows_r250.csv,651212,2,True,prev,651211,0.06521967940570325,2990,0.00019375739947102844
data/summaries/prc_broad_candidate_windows_r250.csv,651212,2,True,next,651213,0.03716796608032674,1534,0.00019310531862826164
data/summaries/prc_broad_candidate_windows_r250.csv,651214,4,False,prev,651213,0.03716796608032674,1534,0.00019310531862826164
data/summaries/prc_broad_candidate_windows_r250.csv,651214,4,False,next,651215,0.0642903021205916,3720,0.0001690796854029175
data/summaries/prc_broad_candidate_windows_r250.csv,651302,92,False,prev,651301,0.036872160584924485,1420,0.00019740409693869143
data/summaries/prc_broad_candidate_windows_r250.csv,651302,92,False,next,651303,0.024978753914465857,1255,0.00014944390298887722
data/summaries/prc_broad_candidate_windows_r250.csv,986038,88,False,prev,986037,0.03211416222894806,2404,0.00010886136632892729
data/summaries/prc_broad_candidate_windows_r250.csv,986038,88,False,next,986039,0.048025849610807,5013,9.559410290549408e-05
data/summaries/prc_broad_candidate_windows_r250.csv,986080,130,False,prev,986079,0.006943509810944437,709,5.972809601650919e-05
data/summaries/prc_broad_candidate_windows_r250.csv,986080,130,False,next,986081,0.04159672261524912,2507,0.00011716261576011355
data/summaries/prc_broad_candidate_windows_r250.csv,986132,182,False,prev,986131,0.05083479535184323,4358,0.00013811502571481338
data/summaries/prc_broad_candidate_windows_r250.csv,986132,182,False,next,986133,0.019857366085429817,1412,0.00013608718447721824
data/summaries/prc_broad_candidate_windows_r250.csv,986158,208,True,prev,986157,0.03725689063902188,2567,0.00013066794520566472
data/summaries/prc_broad_candidate_windows_r250.csv,986158,208,True,next,986159,0.07000532395750476,6769,0.00011059467592777761
data/summaries/prc_broad_candidate_windows_r250.csv,986162,2,True,prev,986161,0.0643138254029539,3785,0.0001283623711852977
data/summaries/prc_broad_candidate_windows_r250.csv,986162,2,True,next,986163,0.04141510264904519,2903,0.00011278451348284424
data/summaries/prc_broad_candidate_windows_r250.csv,986164,4,False,prev,986163,0.04141510264904519,2903,0.00011278451348284424
data/summaries/prc_broad_candidate_windows_r250.csv,986164,4,False,next,986165,0.03407695236416233,3459,7.10948689419677e-05
data/summaries/prc_broad_candidate_windows_r250.csv,986252,92,False,prev,986251,0.03685320548227157,2590,0.00011632492267898975
data/summaries/prc_broad_candidate_windows_r250.csv,986252,92,False,next,986253,0.039361695222598636,2744,0.00012857293035772877
data/summaries/prc_broad_candidate_windows_r250.csv,986259,99,False,prev,986258,0.059668313249930605,4901,0.000128951748763817
data/summaries/prc_broad_candidate_windows_r250.csv,986259,99,False,next,986260,0.06627781505456287,4522,0.00013341853120696356
data/summaries/prc_broad_candidate_windows_r250.csv,986368,208,True,prev,986367,0.04436677841099351,3615,0.00012596475947046493
data/summaries/prc_broad_candidate_windows_r250.csv,986368,208,True,next,986369,0.06695645113516134,7342,8.625825715502522e-05
data/summaries/prc_broad_candidate_windows_r250.csv,986372,2,True,prev,986371,0.05087442605808357,3739,0.0001170079642979216
data/summaries/prc_broad_candidate_windows_r250.csv,986372,2,True,next,986373,0.013026412956098715,1226,8.865703167715289e-05
data/summaries/prc_broad_candidate_windows_r250.csv,986398,28,False,prev,986397,0.03655891545699838,3184,9.35636449259647e-05
data/summaries/prc_broad_candidate_windows_r250.csv,986398,28,False,next,986399,0.05199386816591793,4557,0.00015000627877370665
data/summaries/prc_broad_candidate_windows_r250.csv,986469,99,False,prev,986468,0.042363187063613195,3441,8.865243000716339e-05
data/summaries/prc_broad_candidate_windows_r250.csv,986469,99,False,next,986470,0.059632681259125686,4053,9.995558325837095e-05
data/summaries/prc_broad_candidate_windows_r250.csv,986488,118,False,prev,986487,0.017403674720780443,1575,0.00011706093734187295
data/summaries/prc_broad_candidate_windows_r250.csv,986488,118,False,next,986489,0.04192692325524229,3769,0.00011073115899185026
data/summaries/prc_v0_covering_candidate_windows.csv,38636,206,False,prev,38635,0.04744114672368932,204,0.0012041041784821571
data/summaries/prc_v0_covering_candidate_windows.csv,38636,206,False,next,38637,0.03788032689017204,154,0.0013088881760036086
data/summaries/prc_v0_covering_candidate_windows.csv,38638,208,True,prev,38637,0.03788032689017204,154,0.0013088881760036086
data/summaries/prc_v0_covering_candidate_windows.csv,38638,208,True,next,38639,0.07525267554283686,419,0.001089591081299135
data/summaries/prc_v0_covering_candidate_windows.csv,38642,2,True,prev,38641,0.03384320374220651,94,0.0014760051545446018
data/summaries/prc_v0_covering_candidate_windows.csv,38642,2,True,next,38643,0.05143918897968025,205,0.0011714143935527277
data/summaries/prc_v0_covering_candidate_windows.csv,38728,88,False,prev,38727,0.040274272508119824,188,0.0011232690655000876
data/summaries/prc_v0_covering_candidate_windows.csv,38728,88,False,next,38729,0.08981740726908898,423,0.001459891431238508
data/summaries/prc_v0_covering_candidate_windows.csv,38768,128,False,prev,38767,0.07865834118919204,299,0.0014527875717431638
data/summaries/prc_v0_covering_candidate_windows.csv,38768,128,False,next,38769,0.012716210702589992,67,0.0009774918298302848
data/summaries/prc_v0_covering_candidate_windows.csv,38822,182,False,prev,38821,0.06995350746724205,337,0.0011736157852578755
data/summaries/prc_v0_covering_candidate_windows.csv,38822,182,False,next,38823,0.03358850791486184,132,0.0013692853358343582
data/summaries/prc_v0_covering_candidate_windows.csv,38848,208,True,prev,38847,0.03957624259618453,163,0.0012131300287556712
data/summaries/prc_v0_covering_candidate_windows.csv,38848,208,True,next,38849,0.060073990370665645,309,0.0012214963154235647
data/summaries/prc_v0_covering_candidate_windows.csv,38852,2,True,prev,38851,0.07859511979282155,277,0.0017139748180857728
data/summaries/prc_v0_covering_candidate_windows.csv,38852,2,True,next,38853,0.03976063422012813,187,0.0009446721353505438
data/summaries/prc_v0_covering_candidate_windows.csv,38859,9,False,prev,38858,0.07626384796149638,339,0.0012102702456825432
data/summaries/prc_v0_covering_candidate_windows.csv,38859,9,False,next,38860,0.04620270993110698,154,0.0011268692871033714
data/summaries/prc_v0_covering_candidate_windows.csv,39058,208,True,prev,39057,0.05945655512589823,267,0.0011392037111267461
data/summaries/prc_v0_covering_candidate_windows.csv,39058,208,True,next,39059,0.07962198136656255,405,0.001418699889562114
data/summaries/prc_v0_covering_candidate_windows.csv,39062,2,True,prev,39061,0.05300564036301252,187,0.0014699803321118754
data/summaries/prc_v0_covering_candidate_windows.csv,39062,2,True,next,39063,0.020657944228913705,82,0.001106949902734966
data/summaries/prc_v0_covering_candidate_windows.csv,39069,9,False,prev,39068,0.10149648443963843,438,0.0013131780264454274
data/summaries/prc_v0_covering_candidate_windows.csv,39069,9,False,next,39070,0.06928078295084539,244,0.0014461636014566626
data/summaries/prc_v0_covering_candidate_windows.csv,39129,69,False,prev,39128,0.04196023262791404,192,0.0008890283586605596
data/summaries/prc_v0_covering_candidate_windows.csv,39129,69,False,next,39130,0.08155013319413007,276,0.0015488761528207329
data/summaries/prc_v0_covering_candidate_windows.csv,39152,92,False,prev,39151,0.06904061361833704,256,0.0011977083938330413
data/summaries/prc_v0_covering_candidate_windows.csv,39152,92,False,next,39153,0.02222435482986787,94,0.0008221405720575115
data/summaries/prc_v0_covering_candidate_windows.csv,39159,99,False,prev,39158,0.04319141136039173,183,0.000978717030687637
data/summaries/prc_v0_covering_candidate_windows.csv,39159,99,False,next,39160,0.04756355397484702,185,0.0009951081374850457
data/summaries/prc_v0_covering_candidate_windows.csv,39268,208,True,prev,39267,0.020220138094147938,108,0.0007406774006679662
data/summaries/prc_v0_covering_candidate_windows.csv,39268,208,True,next,39269,0.0779900448875207,474,0.0012846228153073902
data/summaries/prc_v0_covering_candidate_windows.csv,39272,2,True,prev,39271,0.041931959093700066,150,0.0022060294137189462
data/summaries/prc_v0_covering_candidate_windows.csv,39272,2,True,next,39273,0.03868263693773469,163,0.0020323704367828377
data/summaries/prc_v0_covering_candidate_windows.csv,39388,118,False,prev,39387,0.04189674274894031,184,0.0016150669803855489
data/summaries/prc_v0_covering_candidate_windows.csv,39388,118,False,next,39389,0.03402279536106813,191,0.0010102032428982721
data/summaries/prc_v0_covering_candidate_windows.csv,39471,201,False,prev,39470,0.07989971067043611,389,0.0011246388137964858
data/summaries/prc_v0_covering_candidate_windows.csv,39471,201,False,next,39472,0.08228540656072725,281,0.001313843648379609
data/summaries/prc_v0_covering_candidate_windows.csv,39478,208,True,prev,39477,0.02207735053204163,111,0.0008662602248999118
data/summaries/prc_v0_covering_candidate_windows.csv,39478,208,True,next,39479,0.06856046032308323,381,0.000990421164905414
data/summaries/prc_v0_covering_candidate_windows.csv,39482,2,True,prev,39481,0.06178786425242939,200,0.0017952035980277614
data/summaries/prc_v0_covering_candidate_windows.csv,39482,2,True,next,39483,0.04728492384524524,179,0.001377002251958026
data/summaries/prc_v0_covering_candidate_windows.csv,372272,152,False,prev,372271,0.06535274158194057,2504,0.00029233585593280154
data/summaries/prc_v0_covering_candidate_windows.csv,372272,152,False,next,372273,0.022508408073345337,899,0.0001573870239695574
data/summaries/prc_v0_covering_candidate_windows.csv,372309,189,False,prev,372308,0.03531465075178841,1266,0.00018279866604248296
data/summaries/prc_v0_covering_candidate_windows.csv,372309,189,False,next,372310,0.049808472191509745,1451,0.00021198489474882898
data/summaries/prc_v0_covering_candidate_windows.csv,372328,208,True,prev,372327,0.04302846161486651,1361,0.00023194422073669063
data/summaries/prc_v0_covering_candidate_windows.csv,372328,208,True,next,372329,0.041272623527673316,1598,0.00025470809422500906
data/summaries/prc_v0_covering_candidate_windows.csv,372332,2,True,prev,372331,0.04709887162628522,1452,0.00024140019814078428
data/summaries/prc_v0_covering_candidate_windows.csv,372332,2,True,next,372333,0.042508564450032704,1455,0.00023811368125847832
data/summaries/prc_v0_covering_candidate_windows.csv,372358,28,False,prev,372357,0.023544133053263777,909,0.00021994240875611304
data/summaries/prc_v0_covering_candidate_windows.csv,372358,28,False,next,372359,0.024317323691992257,965,0.00023543168258344238
data/summaries/prc_v0_covering_candidate_windows.csv,372381,51,False,prev,372380,0.05481105825827065,1925,0.0001761409594199237
data/summaries/prc_v0_covering_candidate_windows.csv,372381,51,False,next,372382,0.05514928898233795,1513,0.00024255360193703446
data/summaries/prc_v0_covering_candidate_windows.csv,372452,122,False,prev,372451,0.06444161420936377,1758,0.00023135302157306636
data/summaries/prc_v0_covering_candidate_windows.csv,372452,122,False,next,372453,0.012748841590090737,473,0.00015898725259422264
data/summaries/prc_v0_covering_candidate_windows.csv,372538,208,True,prev,372537,0.024350289600009817,664,0.0002848956234052791
data/summaries/prc_v0_covering_candidate_windows.csv,372538,208,True,next,372539,0.07137261125841957,2450,0.0002625057684058074
data/summaries/prc_v0_covering_candidate_windows.csv,372542,2,True,prev,372541,0.06416878686962615,1705,0.00024536671301877977
data/summaries/prc_v0_covering_candidate_windows.csv,372542,2,True,next,372543,0.04457226118282459,1458,0.00020115318735147714
data/summaries/prc_v0_covering_candidate_windows.csv,372609,69,False,prev,372608,0.023438918363294592,854,0.0002236969704972891
data/summaries/prc_v0_covering_candidate_windows.csv,372609,69,False,next,372610,0.035099810087447,943,0.000212501244791663
data/summaries/prc_v0_covering_candidate_windows.csv,372688,148,False,prev,372687,0.01118451273607951,419,0.00014145777587504238
data/summaries/prc_v0_covering_candidate_windows.csv,372688,148,False,next,372689,0.06466245020445274,2654,0.00025866567322552214
data/summaries/prc_v0_covering_candidate_windows.csv,372746,206,False,prev,372745,0.050786784299897705,1349,0.00025054800032231483
data/summaries/prc_v0_covering_candidate_windows.csv,372746,206,False,next,372747,0.032965458011430526,1116,0.00024211179505695402
data/summaries/prc_v0_covering_candidate_windows.csv,372748,208,True,prev,372747,0.032965458011430526,1116,0.00024211179505695402
data/summaries/prc_v0_covering_candidate_windows.csv,372748,208,True,next,372749,0.05103818208683445,2129,0.0001945490158414831
data/summaries/prc_v0_covering_candidate_windows.csv,372752,2,True,prev,372751,0.09543906181051677,2619,0.0002853120010685162
data/summaries/prc_v0_covering_candidate_windows.csv,372752,2,True,next,372753,0.039845533665338495,1316,0.00022601908111852254
data/summaries/prc_v0_covering_candidate_windows.csv,372759,9,False,prev,372758,0.07379045587964589,2576,0.00018798692141969164
data/summaries/prc_v0_covering_candidate_windows.csv,372759,9,False,next,372760,0.04165220679821069,1247,0.00022077542153731144
data/summaries/prc_v0_covering_candidate_windows.csv,372782,32,False,prev,372781,0.07722664867673179,2246,0.00031237358389146763
data/summaries/prc_v0_covering_candidate_windows.csv,372782,32,False,next,372783,0.0205904319996546,594,0.0001915162009337168
data/summaries/prc_v0_covering_candidate_windows.csv,372842,92,False,prev,372841,0.03316344222803802,819,0.00029144775678935364
data/summaries/prc_v0_covering_candidate_windows.csv,372842,92,False,next,372843,0.002342262472737111,116,8.91021941771819e-05
data/summaries/prc_v0_covering_candidate_windows.csv,372958,208,True,prev,372957,0.0425706698179954,1205,0.0003467813425301891
data/summaries/prc_v0_covering_candidate_windows.csv,372958,208,True,next,372959,0.04994801167196634,2192,0.00018656032155373037
data/summaries/prc_v0_covering_candidate_windows.csv,372962,2,True,prev,372961,0.07143762293545677,1844,0.00022722009886722017
data/summaries/prc_v0_covering_candidate_windows.csv,372962,2,True,next,372963,0.034458421566196995,1245,0.00017030871547052406
data/summaries/prc_v0_covering_candidate_windows.csv,373018,58,False,prev,373017,0.01888872280629203,567,0.0002866867868667189
data/summaries/prc_v0_covering_candidate_windows.csv,373018,58,False,next,373019,0.08041570699758777,2988,0.0002903347635027087
data/summaries/prc_v0_covering_candidate_windows.csv,373042,82,False,prev,373041,0.0022126529108876802,57,0.00016352705021394076
data/summaries/prc_v0_covering_candidate_windows.csv,373042,82,False,next,373043,0.0561009995970385,2302,0.00016549932344867013
data/summaries/prc_v0_covering_candidate_windows.csv,373071,111,False,prev,373070,0.030439908009160077,1036,0.0001590322925781873
data/summaries/prc_v0_covering_candidate_windows.csv,373071,111,False,next,373072,0.018966536751100826,502,0.0002361351332873518
data/summaries/prc_v0_covering_candidate_windows.csv,373112,152,False,prev,373111,0.05966612000811789,1792,0.00028223998664533845
data/summaries/prc_v0_covering_candidate_windows.csv,373112,152,False,next,373113,0.04458831579067918,1523,0.00019435246118892913
data/summaries/prc_v0_covering_candidate_windows.csv,373168,208,True,prev,373167,0.039031343543651315,1184,0.0002818383144783665
data/summaries/prc_v0_covering_candidate_windows.csv,373168,208,True,next,373169,0.09187024674526621,3626,0.0002791131584382045
data/summaries/prc_v0_covering_candidate_windows.csv,373172,2,True,prev,373171,0.05726606432556867,1752,0.0002668045677244324
data/summaries/prc_v0_covering_candidate_windows.csv,373172,2,True,next,373173,0.032156485243425736,1360,0.00016185739027405055
data/summaries/prc_v0_covering_candidate_windows.csv,373219,49,False,prev,373218,0.06856805219616957,2320,0.00019027690816519893
data/summaries/prc_v0_covering_candidate_windows.csv,373219,49,False,next,373220,0.06594619120738571,2268,0.00022071257176820014
