start,stop,length
800038,800038,1
800098,800098,1
800102,800102,1
800109,800109,1
800132,800132,1
800264,800264,1
800308,800308,1
800312,800312,1
800359,800359,1
800368,800368,1
800439,800439,1
800462,800462,1
800511,800511,1
800518,800518,1
800522,800522,1
800552,800552,1
800582,800582,1
800619,800619,1
800698,800698,1
800721,800721,1
800728,800728,1
800732,800732,1
800788,800788,1
800792,800792,1
800829,800829,1
800901,800901,1
800936,800936,1
800938,800938,1
800942,800942,1
801028,801028,1
801122,801122,1
801148,801148,1
801152,801152,1
801358,801358,1
801362,801362,1
801452,801452,1
801519,801519,1
801568,801568,1
801572,801572,1
801681,801681,1
801688,801688,1
801778,801778,1
801782,801782,1
801928,801928,1
801988,801988,1
801992,801992,1
802018,802018,1
802045,802045,1
802052,802052,1
802089,802089,1
802112,802112,1
802198,802198,1
802202,802202,1
802311,802311,1
802348,802348,1
802408,802408,1
802412,802412,1
802419,802419,1
802442,802442,1
802498,802498,1
802521,802521,1
802618,802618,1
802622,802622,1
802664,802664,1
802678,802678,1
802772,802772,1
802828,802828,1
802832,802832,1
802876,802876,1
803008,803008,1
803031,803031,1
803038,803038,1
803042,803042,1
803102,803102,1
803151,803151,1
803248,803248,1
803252,803252,1
803312,803312,1
803338,803338,1
803432,803432,1
803458,803458,1
803462,803462,1
803464,803464,1
803559,803559,1
803668,803668,1
803672,803672,1
803762,803762,1
803878,803878,1
803882,803882,1
803961,803961,1
803998,803998,1
804021,804021,1
804088,804088,1
804092,804092,1
804189,804189,1
804298,804298,1
804302,804302,1
804328,804328,1
804351,804351,1
804382,804382,1
804411,804411,1
804422,804422,1
804508,804508,1
804512,804512,1
804514,804514,1
804568,804568,1
804658,804658,1
804718,804718,1
804722,804722,1
804729,804729,1
804752,804752,1
804928,804928,1
804932,804932,1
804988,804988,1
805082,805082,1
805119,805119,1
805138,805138,1
805142,805142,1
805226,805226,1
805318,805318,1
805341,805341,1
805348,805348,1
805352,805352,1
805408,805408,1
805412,805412,1
805438,805438,1
805509,805509,1
805558,805558,1
805562,805562,1
805648,805648,1
805652,805652,1
805659,805659,1
805671,805671,1
805719,805719,1
805742,805742,1
805768,805768,1
805772,805772,1
805881,805881,1
805918,805918,1
805978,805978,1
805982,805982,1
806042,806042,1
806072,806072,1
806188,806188,1
806192,806192,1
806289,806289,1
806308,806308,1
806398,806398,1
806402,806402,1
806488,806488,1
806608,806608,1
806612,806612,1
806638,806638,1
806732,806732,1
806788,806788,1
806818,806818,1
806822,806822,1
806944,806944,1
806968,806968,1
807021,807021,1
807028,807028,1
807032,807032,1
807039,807039,1
807062,807062,1
807111,807111,1
807122,807122,1
807141,807141,1
807182,807182,1
807238,807238,1
807242,807242,1
807298,807298,1
807321,807321,1
807392,807392,1
807441,807441,1
807448,807448,1
807452,807452,1
807478,807478,1
807531,807531,1
807628,807628,1
807651,807651,1
807658,807658,1
807662,807662,1
807722,807722,1
807759,807759,1
807868,807868,1
807872,807872,1
807958,807958,1
808052,808052,1
808078,808078,1
808082,808082,1
808118,808118,1
808179,808179,1
808198,808198,1
808202,808202,1
808288,808288,1
808292,808292,1
808311,808311,1
808370,808370,1
808382,808382,1
808498,808498,1
808502,808502,1
808569,808569,1
808618,808618,1
808670,808670,1
808708,808708,1
808712,808712,1
808845,808845,1
808892,808892,1
808918,808918,1
808922,808922,1
808948,808948,1
809019,809019,1
809042,809042,1
809128,809128,1
809132,809132,1
809278,809278,1
809338,809338,1
809342,809342,1
809349,809349,1
809372,809372,1
809451,809451,1
809462,809462,1
809481,809481,1
809548,809548,1
809552,809552,1
809608,809608,1
809702,809702,1
809758,809758,1
809762,809762,1
809852,809852,1
809871,809871,1
809877,809877,1
809938,809938,1
809961,809961,1
809968,809968,1
809972,809972,1
810032,810032,1
810056,810056,1
810178,810178,1
810182,810182,1
810189,810189,1
810208,810208,1
810238,810238,1
810268,810268,1
810362,810362,1
810386,810386,1
810388,810388,1
810392,810392,1
810598,810598,1
810602,810602,1
810692,810692,1
810808,810808,1
810812,810812,1
810928,810928,1
811018,811018,1
811022,811022,1
811048,811048,1
811209,811209,1
811228,811228,1
811232,811232,1
811258,811258,1
811262,811262,1
811329,811329,1
811352,811352,1
811438,811438,1
811442,811442,1
811528,811528,1
811588,811588,1
811593,811593,1
811618,811618,1
811648,811648,1
811652,811652,1
811659,811659,1
811682,811682,1
811749,811749,1
811858,811858,1
811862,811862,1
811892,811892,1
811918,811918,1
811941,811941,1
812012,812012,1
812068,812068,1
812072,812072,1
812248,812248,1
812271,812271,1
812278,812278,1
812282,812282,1
812342,812342,1
812486,812486,1
812488,812488,1
812492,812492,1
812578,812578,1
812582,812582,1
812601,812601,1
812631,812631,1
812642,812642,1
812672,812672,1
812691,812691,1
812698,812698,1
812702,812702,1
812738,812738,1
812828,812828,1
812908,812908,1
812912,812912,1
812950,812950,1
813002,813002,1
813021,813021,1
813028,813028,1
813088,813088,1
813118,813118,1
813122,813122,1
813238,813238,1
813309,813309,1
813328,813328,1
813332,813332,1
813452,813452,1
813538,813538,1
813542,813542,1
813568,813568,1
813608,813608,1
813639,813639,1
813662,813662,1
813748,813748,1
813752,813752,1
813898,813898,1
813958,813958,1
813962,813962,1
813969,813969,1
813992,813992,1
814089,814089,1
814108,814108,1
814161,814161,1
814168,814168,1
814172,814172,1
