start,stop,length
600058,600058,1
600122,600122,1
600152,600152,1
600178,600178,1
600182,600182,1
600388,600388,1
600392,600392,1
600394,600394,1
600482,600482,1
600596,600596,1
600598,600598,1
600602,600602,1
600699,600699,1
600718,600718,1
600808,600808,1
600812,600812,1
601018,601018,1
601022,601022,1
601048,601048,1
601119,601119,1
601142,601142,1
601168,601168,1
601228,601228,1
601232,601232,1
601234,601234,1
601258,601258,1
601378,601378,1
601438,601438,1
601442,601442,1
601449,601449,1
601472,601472,1
601502,601502,1
601539,601539,1
601648,601648,1
601652,601652,1
601708,601708,1
601802,601802,1
601858,601858,1
601862,601862,1
601929,601929,1
601982,601982,1
602001,602001,1
602038,602038,1
602061,602061,1
602068,602068,1
602072,602072,1
602132,602132,1
602181,602181,1
602278,602278,1
602282,602282,1
602368,602368,1
602391,602391,1
602462,602462,1
602488,602488,1
602492,602492,1
602494,602494,1
602698,602698,1
602702,602702,1
602721,602721,1
602740,602740,1
602792,602792,1
602908,602908,1
602912,602912,1
603028,603028,1
603099,603099,1
603118,603118,1
603122,603122,1
603171,603171,1
603328,603328,1
603332,603332,1
603358,603358,1
603452,603452,1
603531,603531,1
603538,603538,1
603542,603542,1
603596,603596,1
603639,603639,1
603688,603688,1
603692,603692,1
603748,603748,1
603752,603752,1
603759,603759,1
603782,603782,1
603832,603832,1
603958,603958,1
603962,603962,1
604018,604018,1
604112,604112,1
604168,604168,1
604172,604172,1
604269,604269,1
604322,604322,1
604348,604348,1
604371,604371,1
604378,604378,1
604382,604382,1
604442,604442,1
604466,604466,1
604586,604586,1
604588,604588,1
604592,604592,1
604659,604659,1
604678,604678,1
604701,604701,1
604708,604708,1
604745,604745,1
604772,604772,1
604798,604798,1
604802,604802,1
605008,605008,1
605012,605012,1
605019,605019,1
605079,605079,1
605102,605102,1
605121,605121,1
605145,605145,1
605218,605218,1
605222,605222,1
605338,605338,1
605428,605428,1
605432,605432,1
605512,605512,1
605571,605571,1
605638,605638,1
605642,605642,1
605668,605668,1
605673,605673,1
605762,605762,1
605811,605811,1
605848,605848,1
605852,605852,1
605961,605961,1
605998,605998,1
606058,606058,1
606062,606062,1
606069,606069,1
606092,606092,1
606268,606268,1
606272,606272,1
606309,606309,1
606328,606328,1
606399,606399,1
606422,606422,1
606478,606478,1
606482,606482,1
606538,606538,1
606568,606568,1
606658,606658,1
606681,606681,1
606688,606688,1
606692,606692,1
606699,606699,1
606752,606752,1
606770,606770,1
606896,606896,1
606898,606898,1
606902,606902,1
606988,606988,1
606999,606999,1
607082,607082,1
607108,607108,1
607112,607112,1
607318,607318,1
607322,607322,1
607389,607389,1
607412,607412,1
607528,607528,1
607532,607532,1
607558,607558,1
607605,607605,1
607648,607648,1
607738,607738,1
607742,607742,1
607744,607744,1
607779,607779,1
607839,607839,1
607851,607851,1
607948,607948,1
607952,607952,1
607978,607978,1
607988,607988,1
608001,608001,1
608068,608068,1
608072,608072,1
608079,608079,1
608158,608158,1
608162,608162,1
608252,608252,1
608308,608308,1
608368,608368,1
608372,608372,1
608379,608379,1
608402,608402,1
608553,608553,1
