start,stop,length
750328,750328,1
750332,750332,1
750519,750519,1
750538,750538,1
750542,750542,1
750632,750632,1
750639,750639,1
750748,750748,1
750752,750752,1
750830,750830,1
750868,750868,1
750958,750958,1
750962,750962,1
751168,751168,1
751172,751172,1
751198,751198,1
751221,751221,1
751232,751232,1
751292,751292,1
751299,751299,1
751371,751371,1
751378,751378,1
751382,751382,1
751498,751498,1
751528,751528,1
751588,751588,1
751592,751592,1
751599,751599,1
751622,751622,1
751689,751689,1
751718,751718,1
751798,751798,1
751802,751802,1
751858,751858,1
751952,751952,1
752008,752008,1
752012,752012,1
752188,752188,1
752211,752211,1
752218,752218,1
752222,752222,1
752282,752282,1
752331,752331,1
752338,752338,1
752398,752398,1
752428,752428,1
752432,752432,1
752439,752439,1
752518,752518,1
752541,752541,1
752612,752612,1
752638,752638,1
752642,752642,1
752644,752644,1
752848,752848,1
752852,752852,1
752890,752890,1
752908,752908,1
752942,752942,1
753058,753058,1
753062,753062,1
753069,753069,1
753122,753122,1
753178,753178,1
753249,753249,1
753268,753268,1
753272,753272,1
753302,753302,1
753369,753369,1
753436,753436,1
753471,753471,1
753478,753478,1
753482,753482,1
753508,753508,1
753602,753602,1
753658,753658,1
753688,753688,1
753692,753692,1
753838,753838,1
753861,753861,1
753898,753898,1
753902,753902,1
753909,753909,1
753932,753932,1
753981,753981,1
754048,754048,1
754108,754108,1
754112,754112,1
754168,754168,1
754209,754209,1
754239,754239,1
754262,754262,1
754316,754316,1
754318,754318,1
754322,754322,1
754419,754419,1
754491,754491,1
754498,754498,1
754521,754521,1
754528,754528,1
754532,754532,1
754592,754592,1
754616,754616,1
754618,754618,1
754736,754736,1
754738,754738,1
754742,754742,1
754828,754828,1
754922,754923,2
754948,754948,1
754952,754952,1
755158,755158,1
755162,755162,1
755198,755198,1
755229,755229,1
755242,755242,1
755252,755252,1
755271,755271,1
755368,755368,1
755372,755372,1
755488,755488,1
755578,755578,1
755582,755582,1
755661,755661,1
755788,755788,1
755792,755792,1
755818,755818,1
755882,755882,1
755901,755901,1
755912,755912,1
755919,755919,1
755996,755996,1
755998,755998,1
756002,756002,1
756004,756004,1
756148,756148,1
756208,756208,1
756212,756212,1
756219,756219,1
756242,756242,1
756298,756298,1
756418,756418,1
756422,756422,1
756478,756478,1
756572,756572,1
756628,756628,1
756632,756632,1
756639,756639,1
756808,756808,1
756831,756831,1
756838,756838,1
756842,756842,1
756898,756898,1
756902,756902,1
756951,756951,1
757041,757041,1
757046,757046,1
757048,757048,1
757052,757052,1
757138,757138,1
757143,757143,1
757149,757149,1
757232,757232,1
757258,757258,1
757262,757262,1
757468,757468,1
757472,757472,1
757539,757539,1
757562,757562,1
757592,757592,1
757678,757678,1
757682,757682,1
757779,757779,1
757798,757798,1
757821,757821,1
757888,757888,1
757892,757892,1
758001,758001,1
758098,758098,1
758102,758102,1
758128,758128,1
758222,758222,1
758308,758308,1
758312,758312,1
758314,758314,1
758458,758458,1
758488,758488,1
758518,758518,1
758522,758522,1
758529,758529,1
758552,758552,1
758608,758608,1
758728,758728,1
758732,758732,1
758781,758781,1
758788,758788,1
758882,758882,1
758896,758896,1
758938,758938,1
758942,758942,1
759028,759028,1
759118,759118,1
759141,759141,1
759148,759148,1
759152,759152,1
759212,759212,1
759242,759242,1
759358,759358,1
759362,759362,1
759448,759448,1
759471,759471,1
759542,759542,1
759568,759568,1
759572,759572,1
759778,759778,1
759782,759782,1
759795,759795,1
759872,759872,1
759879,759879,1
759988,759988,1
759992,759992,1
760101,760101,1
760108,760108,1
760198,760198,1
760202,760202,1
760269,760269,1
760318,760318,1
760408,760408,1
760412,760412,1
760438,760438,1
760532,760532,1
760558,760558,1
760562,760562,1
760618,760618,1
760622,760622,1
760712,760712,1
760731,760731,1
760768,760768,1
760802,760802,1
760828,760828,1
760832,760832,1
760834,760834,1
760839,760839,1
760862,760862,1
760994,760994,1
761000,761000,1
761038,761038,1
761042,761042,1
761098,761098,1
761121,761121,1
761192,761192,1
761248,761248,1
761252,761252,1
761349,761349,1
761428,761428,1
761451,761451,1
761458,761458,1
761462,761462,1
761492,761492,1
761522,761522,1
761571,761571,1
761582,761582,1
761626,761626,1
761668,761668,1
761672,761672,1
761758,761758,1
761829,761829,1
761848,761848,1
761852,761852,1
761878,761878,1
761882,761882,1
762088,762088,1
762092,762092,1
762152,762152,1
762182,762182,1
762272,762272,1
762298,762298,1
762302,762302,1
762340,762340,1
762418,762418,1
762508,762508,1
762512,762512,1
762561,762561,1
762598,762598,1
762609,762609,1
762628,762628,1
762682,762682,1
762718,762718,1
762722,762722,1
762748,762748,1
762842,762842,1
762928,762928,1
762932,762932,1
762999,762999,1
763041,763041,1
763078,763078,1
763138,763138,1
763142,763142,1
763149,763149,1
763155,763155,1
763172,763172,1
763348,763348,1
763352,763352,1
763408,763408,1
763461,763461,1
763502,763502,1
763558,763558,1
763562,763562,1
763738,763738,1
763761,763761,1
763768,763768,1
763772,763772,1
763779,763779,1
763798,763798,1
763809,763809,1
763832,763832,1
763881,763881,1
763899,763899,1
763978,763978,1
763982,763982,1
763984,763984,1
764068,764068,1
764098,764098,1
764162,764162,1
764188,764188,1
764192,764192,1
764342,764342,1
764398,764398,1
764402,764402,1
764492,764492,1
764508,764508,1
764608,764608,1
764612,764612,1
764631,764631,1
764638,764638,1
764728,764728,1
764799,764799,1
764818,764818,1
764822,764822,1
764852,764852,1
764902,764902,1
764919,764919,1
765002,765002,1
765028,765028,1
765032,765032,1
765039,765039,1
765058,765058,1
765081,765081,1
765148,765148,1
765152,765152,1
765238,765238,1
765242,765242,1
765339,765339,1
765388,765388,1
765411,765411,1
765448,765448,1
765452,765452,1
765459,765459,1
765482,765482,1
765658,765658,1
765662,765662,1
765718,765718,1
765770,765770,1
765812,765812,1
765826,765826,1
765868,765868,1
765872,765872,1
765969,765969,1
766048,766048,1
766071,766071,1
766078,766078,1
766082,766082,1
766119,766119,1
766142,766142,1
766191,766191,1
766288,766288,1
766292,766292,1
766294,766294,1
766328,766328,1
766378,766378,1
766389,766389,1
766449,766449,1
766472,766472,1
766498,766498,1
766502,766502,1
766538,766538,1
766611,766611,1
766628,766628,1
766708,766708,1
766712,766712,1
766802,766802,1
766874,766874,1
766918,766918,1
766922,766922,1
767038,767038,1
767128,767128,1
767132,767132,1
767158,767158,1
767338,767338,1
767342,767342,1
767368,767368,1
767391,767391,1
767458,767458,1
767462,767462,1
767548,767548,1
767552,767552,1
767698,767698,1
767728,767728,1
767751,767751,1
767758,767758,1
767762,767762,1
767769,767769,1
767792,767792,1
767968,767968,1
767972,767972,1
767979,767979,1
768028,768028,1
768069,768069,1
768122,768122,1
768178,768178,1
768182,768182,1
768261,768261,1
768358,768358,1
768381,768381,1
768388,768388,1
768392,768392,1
768422,768422,1
768452,768452,1
768489,768489,1
768596,768596,1
768598,768598,1
768602,768602,1
768688,768688,1
768782,768782,1
768808,768808,1
768812,768812,1
768831,768831,1
768848,768848,1
768868,768868,1
768921,768921,1
768932,768932,1
768965,768965,1
769018,769018,1
769022,769022,1
769112,769112,1
769172,769172,1
769228,769228,1
769232,769232,1
769239,769239,1
769348,769348,1
769438,769438,1
769442,769442,1
769539,769539,1
769648,769648,1
769652,769652,1
769678,769678,1
769701,769701,1
769705,769705,1
769772,769772,1
769832,769832,1
769858,769858,1
769862,769862,1
769971,769971,1
770008,770008,1
770068,770068,1
770072,770072,1
770079,770079,1
770102,770102,1
770181,770181,1
770248,770248,1
770278,770278,1
770282,770282,1
770338,770338,1
770360,770360,1
770409,770409,1
770432,770432,1
770488,770488,1
770492,770492,1
770668,770668,1
770691,770691,1
770698,770698,1
770702,770702,1
770739,770739,1
770762,770762,1
770799,770799,1
770818,770818,1
770852,770852,1
770908,770908,1
770912,770912,1
770919,770919,1
770972,770972,1
770998,770998,1
771092,771092,1
771111,771111,1
771118,771118,1
771122,771122,1
771242,771242,1
771328,771328,1
771332,771332,1
771422,771422,1
771482,771482,1
771508,771508,1
771538,771538,1
771542,771542,1
771598,771598,1
771642,771642,1
771651,771651,1
771658,771658,1
771748,771748,1
771752,771752,1
771754,771754,1
771872,771872,1
771939,771939,1
771958,771958,1
771962,771962,1
771964,771964,1
771988,771988,1
772011,772011,1
772059,772059,1
772082,772082,1
772166,772166,1
