start,stop,length
900028,900028,1
900051,900051,1
900058,900058,1
900062,900062,1
900122,900122,1
900171,900171,1
900268,900268,1
900272,900272,1
900351,900351,1
900358,900358,1
900442,900442,1
900452,900452,1
900478,900478,1
900482,900482,1
900513,900513,1
900518,900518,1
900579,900579,1
900662,900662,1
900688,900688,1
900692,900692,1
900711,900711,1
900782,900782,1
900898,900898,1
900902,900902,1
900962,900962,1
901018,901018,1
901059,901059,1
901089,901089,1
901108,901108,1
901112,901112,1
901232,901232,1
901269,901269,1
901318,901318,1
901322,901322,1
901348,901348,1
901371,901371,1
901442,901442,1
901468,901468,1
901502,901502,1
901528,901528,1
901532,901532,1
901678,901678,1
901736,901736,1
901738,901738,1
901742,901742,1
901749,901749,1
901772,901772,1
901828,901828,1
901839,901839,1
901911,901911,1
901948,901948,1
901952,901952,1
902008,902008,1
902031,902031,1
902102,902102,1
902158,902158,1
902162,902162,1
902248,902248,1
902271,902271,1
902295,902295,1
902338,902338,1
902361,902361,1
902366,902366,1
902368,902368,1
902372,902372,1
902432,902432,1
902576,902576,1
902578,902578,1
902582,902582,1
902668,902668,1
902691,902691,1
902762,902762,1
902788,902788,1
902792,902792,1
902998,902998,1
903002,903002,1
903009,903009,1
903040,903040,1
903069,903069,1
903092,903092,1
903129,903129,1
903208,903208,1
903212,903212,1
903328,903328,1
903399,903399,1
903418,903418,1
903422,903422,1
903452,903452,1
903506,903506,1
903542,903542,1
903628,903628,1
903632,903632,1
903658,903658,1
903752,903752,1
903789,903789,1
903838,903838,1
903842,903842,1
903988,903988,1
904048,904048,1
904052,904052,1
904054,904054,1
904059,904059,1
904078,904078,1
904082,904082,1
904149,904149,1
904258,904258,1
904262,904262,1
904318,904318,1
904412,904412,1
904468,904468,1
904472,904472,1
904528,904528,1
904569,904569,1
904648,904648,1
904652,904652,1
904671,904671,1
904678,904678,1
904682,904682,1
904689,904689,1
904742,904742,1
904766,904766,1
904888,904888,1
904892,904892,1
904978,904978,1
905072,905072,1
905098,905098,1
905102,905102,1
905222,905222,1
