nearest_covered_source_k,nearest_covered_source_prime,nearest_covered_mod210,cohort_role,seed_mod210,selected_rank,priority_label,direction_label,mod210_signed_delta,row_count,share_within_anchor_role,share_within_class_role,circular_residue_distance_median,circular_residue_distance_max,distance_minus_complete_median,sample_seed_n
5,11,148,local_any_control,99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,-50,46,0.6301369863013698,0.2875,50.0,50,1.0,729 30759 35379 51549 88509 102369 125469 137019 141639 222489
5,11,148,local_any_control,88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,-61,11,0.1506849315068493,0.10091743119266056,61,61,1,12268 19198 79258 227098 379558 612868 672928 811528 862348 938578
5,11,148,local_any_control,118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,-31,9,0.1232876712328767,0.09090909090909091,31,31,1,245608 377278 497398 552838 728398 733018 751498 931678 984808
5,11,148,local_any_control,111,1,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,-38,7,0.0958904109589041,0.046052631578947366,38,38,1,51561 264081 411921 428091 696051 769971 864681
5,11,152,complete_uncertified,111,1,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,-41,7,0.5,0.0457516339869281,41,41,0,118971 123591 326871 416961 694161 825831 927471
5,11,152,complete_uncertified,118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,-34,7,0.5,0.0707070707070707,34,34,0,446998 477028 511678 550948 696478 848938 915928
5,11,152,local_mod210_control,118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,-34,8,0.5714285714285714,0.07692307692307693,34.0,34,-26.0,26788 186178 292438 504958 544228 574258 786778 881488
5,11,152,local_mod210_control,111,1,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,-41,6,0.42857142857142855,0.039735099337748346,41.0,41,-26.0,172311 225441 268911 366351 802521 969261
5,11,152,local_any_control,111,1,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,-42,7,0.5,0.046052631578947366,42,42,1,118971 123591 326871 416961 694161 825831 927471
5,11,152,local_any_control,118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,-35,7,0.5,0.0707070707070707,35,35,1,446998 477028 511678 550948 696478 848938 915928
5,11,178,complete_uncertified,118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,-60,12,0.42857142857142855,0.12121212121212122,60.0,60,0.0,26788 86848 109948 186178 197728 292438 361738 504958 597358 786778
5,11,178,complete_uncertified,99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,-79,8,0.2857142857142857,0.05,79.0,79,0.0,271629 315519 528039 650469 701289 765969 916119 953079
5,11,178,complete_uncertified,111,1,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,-67,8,0.2857142857142857,0.05228758169934641,67.0,67,0.0,79911 223131 225441 366351 433341 491091 581181 678201
5,11,178,local_mod210_control,111,1,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,-67,44,0.6875,0.2913907284768212,67.0,67,18.0,17751 40851 57021 70881 112461 158661 177141 204861 220611 221031
5,11,178,local_mod210_control,118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,-60,14,0.21875,0.1346153846153846,60.0,60,41.0,137878 225658 230278 260308 285718 357328 657628 740788 752338 770818
5,11,178,local_mod210_control,99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,-79,6,0.09375,0.043478260869565216,79.0,79,42.0,17739 107829 160959 373479 519009 657609
5,11,178,local_any_control,118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,-61,12,0.42857142857142855,0.12121212121212122,61.0,61,1.0,26788 86848 109948 186178 197728 292438 361738 504958 597358 786778
5,11,178,local_any_control,99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,-80,8,0.2857142857142857,0.05,80.0,80,1.0,271629 315519 528039 650469 701289 765969 916119 953079
5,11,178,local_any_control,111,1,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,-68,8,0.2857142857142857,0.05263157894736842,68.0,68,1.0,79911 223131 225441 366351 433341 491091 581181 678201
