seed_n,cohort_role,n,bin_index,max_branch,branch,cumulative_uncovered_measure,full_uncovered_measure,fill_fraction,residual_fraction,cumulative_max_gap,cumulative_component_count,exact_complete
237088,band_mod6_control,237136,9,1000,6,0.8410822551599254,0.02864839508531436,0.11088380110034886,0.8891161988996511,0.0006571893478866109,15174,False
237088,band_mod6_control,237136,9,1000,7,0.8300549895148617,0.02864839508531436,0.12295188565026577,0.8770481143497342,0.000609532766732146,15325,False
237088,band_mod6_control,237136,9,1000,8,0.8205136245699198,0.02864839508531436,0.1333938213561237,0.8666061786438763,0.000609532766732146,15425,False
237088,band_mod6_control,237136,9,1000,9,0.8119672081464246,0.02864839508531436,0.14274689938265223,0.8572531006173478,0.000609532766732146,15493,False
237088,band_mod6_control,237136,9,1000,10,0.804033826046277,0.02864839508531436,0.1514290812610072,0.8485709187389928,0.00054585348754288,15537,False
237088,band_mod6_control,237136,9,1000,11,0.7969537157054896,0.02864839508531436,0.15917745451740123,0.8408225454825988,0.00054585348754288,15564,False
237088,band_mod6_control,237136,9,1000,12,0.7909291188981454,0.02864839508531436,0.16577068859648902,0.834229311403511,0.00054585348754288,15548,False
237088,band_mod6_control,237136,9,1000,13,0.7848743058498896,0.02864839508531436,0.17239699090498567,0.8276030090950143,0.00054585348754288,15528,False
237088,band_mod6_control,237136,9,1000,14,0.7796349287937486,0.02864839508531436,0.1781308915234684,0.8218691084765316,0.00054585348754288,15496,False
237088,band_mod6_control,237136,9,1000,15,0.7738710983880569,0.02864839508531436,0.184438746517277,0.815561253482723,0.00054585348754288,15469,False
237088,band_mod6_control,237136,9,1000,16,0.76902914020998,0.02864839508531436,0.18973771750074567,0.8102622824992544,0.00054585348754288,15442,False
237088,band_mod6_control,237136,9,1000,17,0.7645397495485762,0.02864839508531436,0.19465084354878656,0.8053491564512134,0.00054585348754288,15405,False
237088,band_mod6_control,237136,9,1000,18,0.7598359241355472,0.02864839508531436,0.19979864397544012,0.8002013560245599,0.0005313230884859133,15358,False
237088,band_mod6_control,237136,9,1000,19,0.7555386571934911,0.02864839508531436,0.20450151252504387,0.7954984874749561,0.0005313230884859133,15329,False
237088,band_mod6_control,237136,9,1000,20,0.7520193446075553,0.02864839508531436,0.20835299876031677,0.7916470012396832,0.0005313230884859133,15290,False
237088,band_mod6_control,237136,9,1000,30,0.7208899998383808,0.02864839508531436,0.24242051619842964,0.7575794838015704,0.0005313230884859133,14906,False
237088,band_mod6_control,237136,9,1000,50,0.680698448778057,0.02864839508531436,0.28640558484556183,0.7135944151544382,0.0005313230884859133,14318,False
237088,band_mod6_control,237136,9,1000,100,0.6272674795674776,0.02864839508531436,0.3448796866557347,0.6551203133442652,0.0004482098696515502,13321,False
237088,band_mod6_control,237136,9,1000,200,0.5720233806839555,0.02864839508531436,0.4053380520990987,0.5946619479009013,0.0004482098696515502,12376,False
237088,band_mod6_control,237136,9,1000,500,0.5010364009830673,0.02864839508531436,0.48302520506589414,0.5169747949341059,0.0004482098696515502,10873,False
237088,band_mod6_control,237136,9,1000,1000,0.4466668490584892,0.02864839508531436,0.5425264786078643,0.4574735213921357,0.0004482098696515502,9740,False
237088,band_ordinary_control,237137,9,1000,1,0.9423986019787147,0.07034141620837711,0.0,1.0,0.0009114168648496346,9815,False
237088,band_ordinary_control,237137,9,1000,2,0.9093706385738605,0.07034141620837711,0.03787362106956183,0.9621263789304382,0.0009114168648496346,12654,False
237088,band_ordinary_control,237137,9,1000,3,0.8861350142713098,0.07034141620837711,0.06451823186079718,0.9354817681392028,0.0006674433303860416,13930,False
237088,band_ordinary_control,237137,9,1000,4,0.8677702338633438,0.07034141620837711,0.08557737879247838,0.9144226212075216,0.0006571921521728585,14600,False
237088,band_ordinary_control,237137,9,1000,5,0.8532065006484235,0.07034141620837711,0.1022778124940313,0.8977221875059687,0.0006571921521728585,14980,False
237088,band_ordinary_control,237137,9,1000,6,0.8409831777051977,0.07034141620837711,0.11629446546436174,0.8837055345356383,0.0006571921521728585,15199,False
237088,band_ordinary_control,237137,9,1000,7,0.8300413555231838,0.07034141620837711,0.1288416038407841,0.8711583961592159,0.0006095353703274853,15337,False
237088,band_ordinary_control,237137,9,1000,8,0.8205199628410759,0.07034141620837711,0.13975991612290486,0.8602400838770952,0.0006095353703274853,15421,False
237088,band_ordinary_control,237137,9,1000,9,0.8120101541677953,0.07034141620837711,0.14951823107304585,0.8504817689269542,0.0006095353703274853,15478,False
237088,band_ordinary_control,237137,9,1000,10,0.8040101981649861,0.07034141620837711,0.15869189093543482,0.8413081090645652,0.0005838088072888103,15507,False
237088,band_ordinary_control,237137,9,1000,11,0.7970159590152577,0.07034141620837711,0.16671228141424269,0.8332877185857573,0.0005838088072888103,15524,False
237088,band_ordinary_control,237137,9,1000,12,0.7909099211782129,0.07034141620837711,0.17371415920010252,0.8262858407998974,0.0005838088072888103,15523,False
237088,band_ordinary_control,237137,9,1000,13,0.7849951258065601,0.07034141620837711,0.18049673661379356,0.8195032633862065,0.0005838088072888103,15498,False
237088,band_ordinary_control,237137,9,1000,14,0.7795345023377176,0.07034141620837711,0.1867585088438094,0.8132414911561906,0.0005838088072888103,15479,False
237088,band_ordinary_control,237137,9,1000,15,0.7738291466400227,0.07034141620837711,0.1933009188953418,0.8066990811046582,0.0005838088072888103,15452,False
237088,band_ordinary_control,237137,9,1000,16,0.7691701646517212,0.07034141620837711,0.19864343778552898,0.801356562214471,0.0005838088072888103,15419,False
237088,band_ordinary_control,237137,9,1000,17,0.7644898143104283,0.07034141620837711,0.20401046006074647,0.7959895399392535,0.0005838088072888103,15392,False
237088,band_ordinary_control,237137,9,1000,18,0.7598012997983861,0.07034141620837711,0.2093868443031406,0.7906131556968594,0.0005023751871264803,15354,False
237088,band_ordinary_control,237137,9,1000,19,0.7554254613447171,0.07034141620837711,0.21440467859780735,0.7855953214021927,0.0005023751871264803,15319,False
237088,band_ordinary_control,237137,9,1000,20,0.7519248354368467,0.07034141620837711,0.2184188945976194,0.7815811054023806,0.0005023751871264803,15274,False
237088,band_ordinary_control,237137,9,1000,30,0.7205897825864603,0.07034141620837711,0.25435123179028457,0.7456487682097155,0.0005023751871264803,14933,False
237088,band_ordinary_control,237137,9,1000,50,0.6818003657654683,0.07034141620837711,0.2988315909386667,0.7011684090613333,0.0005023751871264803,14369,False
237088,band_ordinary_control,237137,9,1000,100,0.6273915732675186,0.07034141620837711,0.36122290355641357,0.6387770964435864,0.0005023751871264803,13392,False
237088,band_ordinary_control,237137,9,1000,200,0.5720916610825029,0.07034141620837711,0.42463607540725523,0.5753639245927448,0.0005023751871264803,12399,False
237088,band_ordinary_control,237137,9,1000,500,0.5000823380824716,0.07034141620837711,0.5072101590511178,0.49278984094888223,0.0005023751871264803,10867,False
237088,band_ordinary_control,237137,9,1000,1000,0.4441804178910529,0.07034141620837711,0.5713136617841839,0.4286863382158162,0.0005023751871264803,9673,False
237092,complete,237092,9,1000,1,0.9423943836198002,0,0.0,1.0,0.0009112423855233143,9815,True
237092,complete,237092,9,1000,2,0.9091001282275064,0,0.035329428921688104,0.9646705710783119,0.0009112423855233143,12717,True
237092,complete,237092,9,1000,3,0.8858467541339233,0,0.06000420892649384,0.9399957910735062,0.0006069818330332044,13979,True
237092,complete,237092,9,1000,4,0.8673223442101369,0,0.07966095799648824,0.9203390420035118,0.0006069818330332044,14667,True
237092,complete,237092,9,1000,5,0.8526988086502345,0,0.09517838447321701,0.904821615526783,0.0006069818330332044,15053,True
237092,complete,237092,9,1000,6,0.8402827123838266,0,0.10835343780780594,0.8916465621921941,0.0006069818330332044,15290,True
