n,max_branch,full_uncovered_measure,exact_complete,k50,k90,k99,k50_censored,k90_censored,k99_censored,a_branch1,a_last,residual_last,cumulative_arc_width_last
1000,1000,0.114647282149409,False,27,333,500,False,False,False,0.8986294256635812,0.114647282149409,0.0,2.1980801271750874
10000,1000,0.04192257961530432,False,126,,,False,True,True,0.9221287104570144,0.2661288538094043,0.25472019148480535,1.3068694710430846
39069,1000,0.0,True,285,,,False,True,True,0.9323669522775966,0.3431320159025828,0.36802249915055013,1.0274670771657484
100000,1000,0.040222015328921334,False,369,,,False,True,True,0.9379781375246595,0.40324245995592745,0.40436420944602214,0.9024549779983929
372759,1000,0.0,True,885,,,False,True,True,0.944573368249207,0.4606012668723973,0.4876288940118379,0.7675212051666068
1000000,1000,0.050068748870794044,False,,,,True,True,True,0.9486037923324848,0.5014896582573903,0.502396553892272,0.6892479723925872
