n,p_prefix,prime_index,prefix_width_sum,poisson_prefix_baseline,product_prefix_baseline,uncovered_measure,uncovered_over_product_baseline,baseline_delta,log_uncovered_minus_log_product_baseline,component_count,max_gap,gap_p50,gap_p90,gap_p99,top_gap_share,numeric_complete_prefix
1000000,11,5,1.2670995670995668,0.2816473374460965,0.20779220779220783,0.25,1.2031249999999998,0.042207792207792166,0.18492233849401174,1,0.25,0.25,0.25,0.25,1.0,False
1000000,13,6,1.3440226440226437,0.26079447237832387,0.19180819180819186,0.25,1.3033854166666663,0.058191808191808136,0.2649650461675481,1,0.25,0.25,0.25,0.25,1.0,False
1000000,17,7,1.4028461734344084,0.24589610407132353,0.18052535699594527,0.19117647058823528,1.0590006510416663,0.010651113592290012,0.05732568138930372,1,0.19117647058823528,0.19117647058823528,0.19117647058823528,0.19117647058823528,1.0,False
1000000,19,8,1.4554777523817768,0.23328888295365452,0.17102402241721132,0.14473684210526316,0.8462953920717591,-0.026287180311948155,-0.16688681711381093,1,0.14473684210526316,0.14473684210526316,0.14473684210526316,0.14473684210526316,1.0,False
1000000,23,9,1.498956013251342,0.2233632267168868,0.16358819535559344,0.14473684210526316,0.8847633644386572,-0.01885135325033027,-0.1224350545429771,1,0.14473684210526316,0.14473684210526316,0.14473684210526316,0.14473684210526316,1.0,False
1000000,29,10,1.5334387718720317,0.21579232937126394,0.15794722310195228,0.13611615245009068,0.8617824978298605,-0.0218310706518616,-0.1487523628603511,1,0.13611615245009068,0.13611615245009068,0.13611615245009068,0.13611615245009068,1.0,False
1000000,31,11,1.5656968363881607,0.20894236379016431,0.15285215138898609,0.13611615245009068,0.8905085810908557,-0.016735998938895408,-0.11596254003736028,1,0.13611615245009068,0.13611615245009068,0.13611615245009068,0.13611615245009068,1.0,False
1000000,47,15,1.661646517015796,0.1898261706291461,0.1387040926358504,0.13499633162142333,0.9732685536239992,-0.0037077610144270745,-0.027095229098659246,1,0.13499633162142333,0.13499633162142333,0.13499633162142333,0.13499633162142333,1.0,False
1000000,97,25,1.8028172010488706,0.16483386336213293,0.12031729047493521,0.12129770148443697,1.0081485462781927,0.000980411009501761,0.00811552613115385,2,0.10439300897496451,0.060648850742218485,0.0956441773284153,0.10351812581030959,0.860634683900903,False
1000000,199,46,1.9490340749285706,0.14241156407230274,0.1038946390008959,0.11292809987747354,1.0869482868745493,0.009033460876577637,0.08337403283493794,2,0.09602340736800108,0.05646404993873677,0.08811153588214822,0.0952322202194158,0.8503057031171695,False
1000000,499,95,2.096709552838668,0.12286002830789179,0.08960973680803674,0.10267434437882583,1.1457945089022668,0.013064607570789089,0.13609829061069334,6,0.021873169098568845,0.018818477323791327,0.021791134494851594,0.02186496563819712,0.21303441702891138,False
1000000,997,168,2.198080127175088,0.11101609067106057,0.08096526350684251,0.09771960208116437,1.2069324281629235,0.01675433857432186,0.18808195725326193,9,0.019920759884083594,0.010193650900452211,0.017507905984394688,0.019679474494114703,0.20385633444902615,False
1000000,1999,303,2.292448491968832,0.10101881503966252,0.0736716087048108,0.08942533469574265,1.2138371384566102,0.015753725990931847,0.19378653080160957,19,0.011571435608833891,0.0033758090549980135,0.00959624876725893,0.011323434361325189,0.1293977332956494,False
1000000,4999,669,2.405188657690577,0.09024846793609506,0.0658157198243846,0.0781511956478913,1.1874244611533737,0.012335475823506706,0.17178664324303483,48,0.005637577971331242,0.001484352579825543,0.0032290110687662786,0.005595428640605603,0.07213681025087883,False
1000000,9973,1229,2.4830599472335644,0.08348736739664342,0.060884692455838364,0.07251915558563227,1.1910901190513978,0.011634463129793902,0.17486895422040405,86,0.004824346263104018,0.0006119031534224106,0.0017945934233526972,0.003646342768443042,0.06652513014175021,False
1000000,19997,2262,2.5549342311717784,0.07769734196240143,0.056662062904730096,0.0683452109576207,1.206189952394326,0.011683148052890599,0.18746659203348726,135,0.0037338355523305333,0.00029213002019479184,0.0011228104284875641,0.0026079013551857507,0.054631999814087916,False
1000000,49999,5133,2.6432503165719314,0.07112969938141118,0.05187242612287974,0.06291531236198744,1.2128854781719365,0.0110428862391077,0.19300221344540436,297,0.0011618821612472408,0.0001359853841896852,0.0005036080528127764,0.0009598329451693626,0.018467398756001948,False
1000000,99991,9592,2.705272179047281,0.06685212562225791,0.048752917851015085,0.059524292660057654,1.220938054250599,0.01077137480904257,0.1996194602220811,520,0.0006887609105807879,7.570165558590247e-05,0.0002581956589105317,0.00048674030356420843,0.011571089378823722,False
1000000,199999,17984,2.76361413238326,0.0630634363895404,0.04598994955258476,0.0560966219091279,1.2197582831654816,0.01010667235654314,0.1986527105622269,968,0.000489717398941103,4.266844360867328e-05,0.00012634267627416047,0.00026274980792154504,0.008729891074981424,False
1000000,499979,41538,2.835931891900168,0.05866383200358472,0.04278146748392097,0.05247093601851238,1.2264875214538424,0.009689468534591412,0.2041544105544526,1971,0.00021555554006802424,1.9737118481133464e-05,5.890485347048724e-05,0.00010659096972105429,0.004108094050237138,False
1000000,999983,78498,2.8873280995676938,0.05572490527552192,0.040638210171648585,0.050068748870794044,1.23206087717231,0.009430538699145459,0.20868827717974447,3308,0.0001171333369304195,1.1077713901408437e-05,3.2935378755405425e-05,6.26486998491537e-05,0.002339450047627321,False
