start,stop,length
200068,200068,1
200092,200092,1
200098,200098,1
200121,200121,1
200128,200128,1
200132,200132,1
200192,200192,1
200229,200229,1
200338,200338,1
200342,200342,1
200428,200428,1
200522,200522,1
200548,200548,1
200552,200552,1
200578,200578,1
200605,200605,1
200672,200672,1
200758,200758,1
200762,200762,1
200852,200852,1
200859,200859,1
200968,200968,1
200972,200972,1
201081,201081,1
201088,201088,1
201178,201178,1
201182,201182,1
201184,201184,1
201302,201302,1
201388,201388,1
201392,201392,1
201418,201418,1
201512,201512,1
201591,201591,1
201598,201598,1
201602,201602,1
201748,201748,1
201808,201808,1
201812,201812,1
201819,201819,1
201842,201842,1
201879,201879,1
202018,202018,1
202022,202022,1
202064,202064,1
202078,202078,1
202108,202108,1
202172,202172,1
202226,202226,1
202228,202228,1
202232,202232,1
202322,202322,1
202408,202408,1
202412,202412,1
202431,202431,1
202438,202438,1
202442,202442,1
202502,202502,1
202551,202551,1
202648,202648,1
202652,202652,1
202738,202738,1
202761,202761,1
202832,202832,1
202858,202858,1
202862,202862,1
202959,202959,1
202982,202982,1
203031,203031,1
203068,203068,1
203072,203072,1
203162,203162,1
203278,203278,1
203282,203282,1
203372,203372,1
203391,203391,1
203398,203398,1
203421,203421,1
203428,203428,1
203488,203488,1
203492,203492,1
203698,203698,1
203702,203702,1
203728,203728,1
203811,203811,1
203817,203817,1
203822,203822,1
203852,203852,1
203908,203908,1
203912,203912,1
203914,203914,1
204058,204058,1
204081,204081,1
204111,204111,1
204118,204118,1
204122,204122,1
204129,204129,1
204152,204152,1
204201,204201,1
204328,204328,1
204332,204332,1
204388,204388,1
204429,204429,1
204482,204482,1
204538,204538,1
204542,204542,1
204692,204692,1
204718,204718,1
204741,204741,1
204748,204748,1
204752,204752,1
204812,204812,1
204861,204861,1
204958,204958,1
204962,204962,1
205048,205048,1
205052,205052,1
205142,205142,1
205168,205168,1
205172,205172,1
205352,205352,1
205378,205378,1
205382,205382,1
205449,205449,1
205472,205472,1
205586,205586,1
205588,205588,1
205592,205592,1
205689,205689,1
205708,205708,1
205798,205798,1
205802,205802,1
205832,205832,1
206008,206008,1
206012,206012,1
206038,206038,1
206109,206109,1
206121,206121,1
206132,206132,1
206218,206218,1
206222,206222,1
206241,206241,1
206288,206288,1
206344,206344,1
206368,206368,1
206402,206402,1
206428,206428,1
206432,206432,1
206439,206439,1
206462,206462,1
206488,206488,1
206541,206541,1
206594,206594,1
206638,206638,1
206642,206642,1
206644,206644,1
206698,206698,1
206792,206792,1
206835,206835,1
206848,206848,1
206852,206852,1
206859,206859,1
207028,207028,1
207051,207051,1
207058,207058,1
207062,207062,1
207122,207122,1
207190,207190,1
207268,207268,1
207272,207272,1
207358,207358,1
207452,207452,1
207478,207478,1
207482,207482,1
207579,207579,1
207688,207688,1
207692,207692,1
207711,207711,1
207782,207782,1
207879,207879,1
207898,207898,1
207902,207902,1
207999,207999,1
208018,208018,1
208070,208070,1
208108,208108,1
208112,208112,1
208318,208318,1
208322,208322,1
208348,208348,1
208419,208419,1
208442,208442,1
208491,208491,1
208528,208528,1
208532,208532,1
208534,208534,1
208558,208558,1
208678,208678,1
208738,208738,1
208742,208742,1
208749,208749,1
208772,208772,1
208948,208948,1
208952,208952,1
209008,209008,1
209102,209102,1
209158,209158,1
209162,209162,1
209248,209248,1
209252,209252,1
209271,209271,1
209289,209289,1
209338,209338,1
209361,209361,1
209368,209368,1
209372,209372,1
209427,209427,1
209432,209432,1
209488,209488,1
209576,209576,1
209578,209578,1
209582,209582,1
209668,209668,1
209691,209691,1
209698,209698,1
209762,209762,1
209788,209788,1
209792,209792,1
209817,209817,1
209822,209822,1
209998,209998,1
210002,210002,1
210092,210092,1
210208,210208,1
210212,210212,1
210268,210268,1
210298,210298,1
210328,210328,1
210358,210358,1
210418,210418,1
210422,210422,1
210429,210429,1
210441,210441,1
210628,210628,1
210632,210632,1
210658,210658,1
210752,210752,1
210831,210831,1
210838,210838,1
210842,210842,1
210902,210902,1
210962,210962,1
210964,210964,1
210988,210988,1
211048,211048,1
211052,211052,1
211059,211059,1
211082,211082,1
211149,211149,1
211214,211214,1
211258,211258,1
211262,211262,1
211288,211288,1
211318,211318,1
211408,211408,1
211412,211412,1
211468,211468,1
211472,211472,1
211569,211569,1
211648,211648,1
211671,211671,1
211678,211678,1
211682,211682,1
211742,211742,1
211888,211888,1
211892,211892,1
211978,211978,1
212001,212001,1
212019,212019,1
212072,212072,1
212098,212098,1
212102,212102,1
212104,212104,1
212308,212308,1
212312,212312,1
212331,212331,1
212350,212350,1
212391,212391,1
212402,212402,1
212518,212518,1
212522,212522,1
212638,212638,1
212709,212709,1
212728,212728,1
212732,212732,1
212938,212938,1
212942,212942,1
212968,212968,1
213032,213032,1
213062,213062,1
213099,213099,1
213118,213118,1
213148,213148,1
213152,213152,1
213242,213242,1
213261,213261,1
213298,213298,1
213358,213358,1
213362,213362,1
213364,213364,1
213369,213369,1
213392,213392,1
213489,213489,1
213566,213566,1
213568,213568,1
213572,213572,1
213628,213628,1
213722,213722,1
213776,213776,1
213778,213778,1
213782,213782,1
213838,213838,1
213879,213879,1
213958,213958,1
213981,213981,1
213988,213988,1
213992,213992,1
213999,213999,1
214052,214052,1
214076,214076,1
214198,214198,1
214202,214202,1
214288,214288,1
214382,214382,1
214401,214401,1
214408,214408,1
214412,214412,1
214618,214618,1
214622,214622,1
214712,214712,1
214731,214731,1
214828,214828,1
214832,214832,1
214948,214948,1
215038,215038,1
215042,215042,1
215102,215102,1
215139,215139,1
215248,215248,1
215252,215252,1
215278,215278,1
215301,215301,1
215368,215368,1
215372,215372,1
215458,215458,1
215462,215462,1
215559,215559,1
215582,215582,1
215608,215608,1
215668,215668,1
215672,215672,1
215679,215679,1
215702,215702,1
215794,215794,1
215878,215878,1
215882,215882,1
215938,215938,1
215968,215968,1
216032,216032,1
216088,216088,1
216092,216092,1
216268,216268,1
216291,216291,1
216298,216298,1
216302,216302,1
216362,216362,1
216482,216482,1
216506,216506,1
216508,216508,1
216512,216512,1
216538,216538,1
216598,216598,1
216602,216602,1
216609,216609,1
216638,216638,1
216662,216662,1
216669,216669,1
