center,seed_uncovered_measure,seed_baseline_ratio,radius,window_start,window_stop,window_size,float_zero_count,exact_complete_count,float_positive_exact_count,d_r,min_uncovered_measure,median_uncovered_measure,median_baseline_ratio,max_uncovered_measure,certified_values
39069,,,500,38569,39569,1001,21,21,0,0.02097902097902098,0,0.0499592748968844,0.6872141781545089,0.17120919939806173,38636 38638 38642 38728 38768 38822 38848 38852 38859 39058 39062 39069 39129 39152 39159 39268 39272 39388 39471 39478 39482
372759,,,500,372259,373259,1001,26,26,0,0.025974025974025976,0,0.041362087981500095,0.6893300415585095,0.12805555485872339,372272 372309 372328 372332 372358 372381 372452 372538 372542 372609 372688 372746 372748 372752 372759 372782 372842 372958 372962 373018 373042 373071 373112 373168 373172 373219
