n,prime_count,uncovered_measure,uncovered_measure_times_log_n,random_arc_baseline,max_uncovered_gap,complete_scale_1_over_n,complete_scale_1_over_pi_n,complete_numeric_1e_9,branch1_uncovered_measure,branch1_max_uncovered_gap,branch1_exposed_gap_estimate,gap_fill_ratio,gap_fill_drop,uncovered_component_count,gap_p50,gap_p90,gap_p99
39190,4125,0.010034410022286222,0.10612569539446577,0.07276478242653818,0.000920448791068007,False,False,False,0.9323925492866517,0.005234953586240598,0.0052349535862405705,0.17582749797195685,0.004314504795172591,48,0.000168105243147032,0.0004190475308596289,0.0008077062767166612
39191,4126,0.06254592835007299,0.6614983980004668,0.07276292577949935,0.0014632213277111505,False,False,False,0.9323670332242904,0.005235088464605964,0.005235088464605714,0.27950269371833525,0.003771867136894813,275,0.00014165410237346188,0.000502369772466482,0.0011602758650036968
39192,4126,0.07873532684842094,0.8327227623658714,0.07276292577949935,0.0010211770208754523,False,False,False,0.9323670332242904,0.005235223342971218,0.005235223342971079,0.19505892184074228,0.004214046322095766,334,0.00017339917058922794,0.0005112740367644419,0.0009106463266406813
39193,4126,0.04724739304072732,0.4997004031026273,0.07276292577949935,0.0011455306366328077,False,False,False,0.9323670332242904,0.0052353582213365835,0.005235358221336667,0.21880654354542994,0.004089827584703776,243,0.00014076357545271534,0.00046208857866561487,0.0009002978227905299
39194,4126,0.08500524148554256,0.8990391464045403,0.07276292577949935,0.0010732127113773915,False,False,False,0.9324180614428951,0.005235493099701949,0.005235493099702032,0.2049878953022569,0.004162280388324557,395,0.00017772148880673688,0.0004568635569734081,0.0008570025666204995
39195,4126,0.03936667877578137,0.4163539805724024,0.07276292577949935,0.0020349539495556623,False,False,False,0.932418061442895,0.005235627978067314,0.0052356279780673975,0.3886742828329922,0.003200674028511652,128,0.0002137913819277859,0.0007061270589056367,0.0009590036612897811
39196,4126,0.052946823031199686,0.5599830717576972,0.07276292577949935,0.0020691188324092336,False,False,False,0.9324180614428953,0.00523576285643268,0.005235762856432763,0.39518956246597486,0.003166644024023446,203,0.0001848227755794074,0.000583833910589138,0.0010888537536595606
39197,4126,0.09189662952232586,0.9719314223665835,0.07276292577949935,0.0018309055550309594,False,False,False,0.9324180614428953,0.005235897734798045,0.005235897734797906,0.3496832153276538,0.0034049921797670857,351,0.00016625115847358068,0.0006090668765917906,0.0011415807450190774
39198,4126,0.0426503500416347,0.4510863519972304,0.07276292577949935,0.0008417162684461466,False,False,False,0.9324180614428952,0.0052360326131634105,0.005236032613163272,0.1607545885657908,0.004394316344717264,188,0.00017532852435517277,0.0004984038843275419,0.0008126469942373608
39199,4127,0.05133384206753302,0.5429275816958236,0.07276106955873697,0.0010586292267575903,False,False,False,0.9323925505880264,0.005236167491528665,0.005236167491528637,0.20217634910844504,0.004177538264771075,262,0.00014213899662731538,0.0003937422466453789,0.0008885569808431268
39200,4127,0.055856708245304476,0.5907646779402073,0.07276106955873697,0.0008664194966431227,False,False,False,0.9323925505880264,0.00523630236989403,0.0052363023698940026,0.16546399261138484,0.004369882873250908,258,0.0001644244132717465,0.0004786937360508504,0.0007502619723476257
39201,4127,0.02619687710713814,0.2770701582904782,0.07276106955873697,0.0015802945133848167,False,False,False,0.9323925505880264,0.005236437248259507,0.005236437248259368,0.30178811250150606,0.00365614273487469,87,0.0002142335053345601,0.0006307374755407436,0.0010633900143258916
39202,4127,0.04684205057980473,0.4954241537449606,0.07276106955873697,0.0013682529754457384,False,False,False,0.9323925505880264,0.005236572126624761,0.005236572126624733,0.2612879078832907,0.0038683191511790227,160,0.00027074167974189267,0.0005657453505033327,0.0008505743350356852
39203,4127,0.07435278056831736,0.7863928196545276,0.07276106955873697,0.0012105901264415353,False,False,False,0.9323925505880265,0.0052367070049901265,0.005236707004990321,0.23117392767782274,0.004026116878548591,350,0.0001520391368176957,0.0005110583871834384,0.0009255296203655831
39204,4127,0.07439366055027102,0.7868270847613579,0.07276106955873697,0.0011201180545570844,False,False,False,0.9323925505880265,0.005236841883355492,0.005236841883355464,0.21389189887844615,0.004116723828798408,331,0.0001655091586247881,0.0005027997055985223,0.0009807928820391497
39205,4127,0.0417632956128339,0.44171198383290433,0.07276106955873697,0.0014128074417573133,False,False,False,0.9323925505880264,0.005236976761720857,0.00523697676172083,0.2697753887479669,0.003824169319963544,136,0.00021022526999597835,0.0006679272963917016,0.0011634218515832963
39206,4127,0.06455253514283255,0.6827453797638398,0.07276106955873697,0.0014725644823859185,False,False,False,0.9324435631881388,0.005237111640086223,0.005237111640086195,0.28117874576408197,0.0037645471577003042,288,0.0001803711347941328,0.000495805356173329,0.0008532804651187059
39207,4127,0.027096411982747398,0.2865881976910458,0.07276106955873697,0.000956030538420749,False,False,False,0.9324435631881388,0.005237246518451588,0.00523724651845156,0.182544498345173,0.004281215980030839,113,0.00019741209804421955,0.0004568520221885252,0.0009458667285267895
39208,4127,0.007919805670697388,0.08376490245547323,0.07276106955873697,0.0010396830173597937,False,False,False,0.9324435631881388,0.005237381396816954,0.005237381396816926,0.19851199265183678,0.00419769837945716,30,0.00022634440407698353,0.0005439756547353958,0.0009491885714070683
39209,4128,0.09397175257238087,0.9939074260959817,0.07275921385872665,0.0014818304575782149,False,False,False,0.9324180588396473,0.005237516275182208,0.005237516275182291,0.28292617716527546,0.003755685817603993,440,0.0001469318467381825,0.0004929433575512075,0.0010651549858241753
39210,4128,0.06185370221383685,0.6542072540007746,0.07275921385872665,0.001247122521988775,False,False,False,0.9324180588396473,0.005237651153547573,0.005237651153547657,0.238107213601668,0.0039905286315587984,239,0.00020426248576166373,0.0005555344750011297,0.0011071018638041993
39211,4128,0.10640124802685168,1.1253754205186643,0.07275921385872665,0.001874193777324451,False,False,False,0.9324180588396472,0.00523778603191305,0.0052377860319128,0.3578217525315596,0.003363592254588599,439,0.00015629736465671076,0.0005464735616226513,0.0011047284715819442
39212,4128,0.0037693082406731193,0.039866986084979086,0.07275921385872665,0.0006694156673128782,False,False,False,0.9324180588396473,0.005237920910278415,0.005237920910278165,0.12780178982834167,0.004568505242965537,15,0.00024707875805207724,0.0004930903102627336,0.0006580093238525908
39213,4128,0.02565855714841761,0.27138449336451914,0.07275921385872665,0.0008548907769790892,False,False,False,0.9324180588396475,0.00523805578864367,0.005238055788643753,0.16320765021871841,0.00438316501166458,133,0.00013523042483640224,0.00044934220433907597,0.0007283282584839906
39214,4128,0.07072557009520797,0.7480494392190947,0.07275921385872665,0.0012336559692095461,False,False,False,0.9324180588396473,0.005238190667009035,0.005238190667009118,0.2355118489632898,0.004004534697799489,273,0.000203381344171083,0.0005418782834207159,0.0009127574719622753
39215,4128,0.023046000187339627,0.2437532713831919,0.07275921385872665,0.0015031952318235176,False,False,False,0.9324180588396475,0.0052383255453744,0.005238325545374484,0.28696101813505737,0.003735130313550883,89,0.00019490388932646985,0.0004750308838268102,0.0014461647729239193
39216,4128,0.09876893460357045,1.0446632287190103,0.07275921385872665,0.001211771183424637,False,False,False,0.9324180588396475,0.005238460423739766,0.005238460423739849,0.23132200788100005,0.004026689240315129,418,0.00017379040734613604,0.0005500583035317698,0.0008918477631626679
39217,4129,0.08679515420619141,0.9180206812248621,0.0727573585845798,0.001852107713982143,False,False,False,0.9323925596938688,0.005238595302105131,0.0052385953021052145,0.35355044762436083,0.0033864875881229883,331,0.0001681303857810068,0.0006170274552534938,0.0011863827484779074
39218,4129,0.057839733050627506,0.611764557964356,0.0727573585845798,0.0012195885122168737,False,False,False,0.9324435566850462,0.005276978248948461,0.0052769782489484615,0.23111494015725764,0.004057389736731587,253,0.00017999709774962902,0.0004673849120820473,0.0009215756708151376
39219,4129,0.019957316422516747,0.2110868714052742,0.0727573585845798,0.0006713282143894217,False,False,False,0.9324435566850462,0.005251615281914868,0.0052516152819149795,0.12783271019514572,0.004580287067525446,100,0.00017262390594981192,0.00044480865148011637,0.0006663559436562291
39220,4129,0.08481773738725429,0.897112297376818,0.0727573585845798,0.0013203209203787036,False,False,False,0.9324435566850462,0.0052262523148813855,0.005226252314881497,0.2526324488045062,0.003905931394502682,318,0.0002025372564658512,0.0005701442464644546,0.0009143629244803154
39221,4129,0.056032416010956376,0.5926530485082507,0.0727573585845798,0.0018880175480296968,False,False,False,0.9324435566850463,0.0052008893478479035,0.005200889347847793,0.363018211262454,0.0033128717998182067,168,0.0002654808972587519,0.000701666033745041,0.0013601093091346406
39222,4129,0.05981747220320294,0.632688990324473,0.0727573585845798,0.0011619326327703128,False,False,False,0.9324435566850462,0.005175526380814421,0.005175526380814311,0.2245052091855961,0.004013593748044109,228,0.00021296418576341458,0.0006214871168450488,0.001047399957403022
39223,4129,0.11363904304607617,1.2019622706675777,0.0727573585845798,0.00148017809348433,False,False,False,0.9324435566850463,0.005150163413780828,0.005150163413780829,0.2874041024647225,0.0036699853202964983,445,0.00016755048224280367,0.0005851930079015974,0.0010751949801755957
39224,4129,0.012411734008443143,0.13127945775788255,0.0727573585845798,0.0007620106029989082,False,False,False,0.9324435566850461,0.005124800446747124,0.005124800446747125,0.14869078531293464,0.004362789843748216,57,0.00018509758864798664,0.00045527525616058097,0.0007105869494048298
39225,4129,0.05560704975536121,0.5881596342675892,0.0727573585845798,0.0011206459006880554,False,False,False,0.9324435566850461,0.005099437479713642,0.005099437479713643,0.21975872930027274,0.003978791579025587,230,0.0001663691246714949,0.0005379001884788403,0.0011078879889658765
39226,4129,0.021017835952651387,0.22230764906253012,0.0727573585845798,0.0009240547940898569,False,False,False,0.9324435566850461,0.005074074512680049,0.005074074512680161,0.1821129728742957,0.004150019718590192,74,0.00021538135614013187,0.0006093309068059604,0.000874136899357115
39227,4130,0.0881805448136864,0.9326962539104764,0.07275550383068058,0.0011547768620527865,False,False,False,0.9324180640396744,0.004793723338063827,0.004793723338063791,0.24089351441779244,0.00363894647601104,437,0.00014360085191636451,0.00045999731872183334,0.0008536868290857397
39228,4130,0.09129331423544712,0.9656227186513896,0.07275550383068058,0.0018774707973495675,False,False,False,0.9324180640396745,0.004768353870623576,0.00476835387062343,0.39373562623279956,0.0028908830732740087,378,0.00017953876007295588,0.0005194912535230801,0.0009754193995741268
39229,4131,0.08211628196604792,0.8685580012538392,0.07275364921862011,0.0020600680325496556,False,False,False,0.9323925726939862,0.004691999762281407,0.00469199976228136,0.439059705226409,0.0026319317297317513,365,0.00014303756516313715,0.0005141605656651243,0.001104173233970822
39230,4131,0.01580822049676983,0.1672066630335115,0.07275364921862011,0.0018775683954075362,False,False,False,0.932392572693986,0.00466662899515724,0.004666628995157305,0.40233933260089216,0.002789060599749704,71,0.00013250317647367504,0.0005453407768496454,0.0012133773304583012
39231,4131,0.006003064480124332,0.06349574886566019,0.07275364921862011,0.0005890388266714952,False,False,False,0.932392572693986,0.004641258228033185,0.004641258228033249,0.12691360784748035,0.00405221940136169,23,0.0002625943102527728,0.0004626083019094729,0.0005654929972379953
39232,4131,0.025203499446919797,0.2665836646042573,0.07275364921862011,0.0014059894330625822,False,False,False,0.9323925726939862,0.004615887460909351,0.0046158874609091936,0.304597857935123,0.0032098980278467693,98,0.00019475125445073127,0.0006441815627611813,0.0009525021101497094
39233,4132,0.11707236238793627,1.2383063972479116,0.0727517948429153,0.001074083831403616,False,False,False,0.9323670839472677,0.004488552610517504,0.004488552610517512,0.23929402740804243,0.0034144687791138884,677,0.00013379657372783113,0.0003685980131428845,0.0007781012431522841
39234,4132,0.12676311940335117,1.3408114156949524,0.0727517948429153,0.001170078457138457,False,False,False,0.9323670839472676,0.004463179244423632,0.004463179244423751,0.26216255119047077,0.0032931007872851747,543,0.0001834932387241861,0.0005165102925122733,0.0009303932915185023
39235,4132,0.040006794569826545,0.4231648477522513,0.0727517948429153,0.0011951643970913306,False,False,False,0.9323670839472677,0.00443780587832987,0.004437805878329989,0.2693142579596385,0.0032426414812385396,199,0.00015510573230034796,0.0004530919279407854,0.0008197484107021963
39236,4132,0.053045697436119144,0.5610829062739038,0.0727517948429153,0.0014929256485989306,False,False,False,0.9323670839472677,0.0044124325122359975,0.004412432512236005,0.3383452652157146,0.002919506863637067,251,0.00016645245838187162,0.00047244655415557,0.0008102877507981943
39237,4132,0.0349147156802089,0.36930605676438016,0.0727517948429153,0.0012534943280626543,False,False,False,0.9323670839472677,0.004387059146142236,0.004387059146142244,0.2857254224996979,0.0031335648180795816,131,0.00016941788730778784,0.0006070024721325229,0.0011464125575627036
