seed_mod210,selected_rank,priority_label,direction_label,cohort_role,nearest_covered_source_k,nearest_covered_source_prime,nearest_covered_mod210,row_count,share_within_class_role,mod210_signed_delta_median,mod210_signed_delta_min,mod210_signed_delta_max,circular_residue_distance_median,circular_residue_distance_p90,circular_residue_distance_max,distance_minus_complete_median
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,7,17,69,1,0.005076142131979695,29,29,29,29,29,29,-1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,7,17,88,1,0.005076142131979695,10,10,10,10,10,10,-1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,7,17,92,1,0.005076142131979695,6,6,6,6,6,6,-1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,7,17,111,7,0.03553299492385787,-13,-13,-13,13,13,13,1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,7,17,118,3,0.015228426395939087,-20,-20,-20,20,20,20,1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,7,17,122,1,0.005076142131979695,-24,-24,-24,24,24,24,1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,8,19,4,1,0.005076142131979695,94,94,94,94,94,94,-1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,8,19,62,1,0.005076142131979695,36,36,36,36,36,36,-1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,8,19,92,2,0.01015228426395939,6.0,6,6,6.0,6,6,-1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,8,19,122,1,0.005076142131979695,-24,-24,-24,24,24,24,1
206,4,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,4,7,208,185,1.0,-2,-2,-2,2,2,2,0
206,4,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,4,7,208,185,1.0,-2,-2,-2,2,2,2,0
206,4,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,4,7,208,185,1.0,-3,-3,-3,3,3,3,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,4,7,208,18,0.1111111111111111,-90.0,-90,-90,90.0,90,90,0.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,5,11,32,9,0.05555555555555555,86,86,86,86,86,86,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,5,11,62,6,0.037037037037037035,56.0,56,56,56.0,56,56,0.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,5,11,88,13,0.08024691358024691,30,30,30,30,30,30,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,5,11,92,8,0.04938271604938271,26.0,26,26,26.0,26,26,0.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,5,11,122,17,0.10493827160493827,-4,-4,-4,4,4,4,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,5,11,148,9,0.05555555555555555,-30,-30,-30,30,30,30,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,5,11,152,7,0.043209876543209874,-34,-34,-34,34,34,34,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,5,11,178,12,0.07407407407407407,-60.0,-60,-60,60.0,60,60,0.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,6,13,99,37,0.22839506172839505,19,19,19,19,19,19,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,6,13,111,4,0.024691358024691357,7.0,7,7,7.0,7,7,0.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,6,13,124,1,0.006172839506172839,-6,-6,-6,6,6,6,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,7,17,92,1,0.006172839506172839,26,26,26,26,26,26,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,7,17,99,6,0.037037037037037035,19.0,19,19,19.0,19,19,0.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,7,17,111,8,0.04938271604938271,7.0,7,7,7.0,7,7,0.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,7,17,122,1,0.006172839506172839,-4,-4,-4,4,4,4,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,7,17,129,1,0.006172839506172839,-11,-11,-11,11,11,11,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,7,17,141,1,0.006172839506172839,-23,-23,-23,23,23,23,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,7,17,148,1,0.006172839506172839,-30,-30,-30,30,30,30,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,8,19,152,1,0.006172839506172839,-34,-34,-34,34,34,34,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,complete_uncertified,8,19,206,1,0.006172839506172839,-88,-88,-88,88,88,88,0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,4,7,208,12,0.075,-90.0,-90,-90,90.0,90,90,84.5
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,5,11,32,8,0.05,86.0,86,86,86.0,86,86,67.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,5,11,62,10,0.0625,56.0,56,56,56.0,56,56,26.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,5,11,88,10,0.0625,30.0,30,30,30.0,30,30,11.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,5,11,92,2,0.0125,26.0,26,26,26.0,26,26,-28.5
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,5,11,122,30,0.1875,-4.0,-4,-4,4.0,4,4,-26.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,5,11,148,10,0.0625,-30.0,-30,-30,30.0,30,30,11.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,5,11,152,8,0.05,-34.0,-34,-34,34.0,34,34,-26.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,5,11,178,14,0.0875,-60.0,-60,-60,60.0,60,60,41.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,6,13,82,2,0.0125,36.0,36,36,36.0,36,36,32.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,6,13,86,1,0.00625,32,32,32,32,32,32,2
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,6,13,99,3,0.01875,19,19,19,19,19,19,-11
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,6,13,111,8,0.05,7.0,7,7,7.0,7,7,-27.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,6,13,124,1,0.00625,-6,-6,-6,6,6,6,2
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,6,13,128,3,0.01875,-10,-10,-10,10,10,10,-16
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,7,17,58,1,0.00625,60,60,60,60,60,60,34
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,7,17,62,2,0.0125,56.0,56,56,56.0,56,56,37.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,7,17,69,1,0.00625,49,49,49,49,49,49,15
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,7,17,80,1,0.00625,38,38,38,38,38,38,34
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,7,17,81,1,0.00625,37,37,37,37,37,37,18
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,7,17,92,1,0.00625,26,26,26,26,26,26,22
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,7,17,99,21,0.13125,19,19,19,19,19,19,-37
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,7,17,111,5,0.03125,7,7,7,7,7,7,-49
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,7,17,172,1,0.00625,-54,-54,-54,54,54,54,50
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,8,19,111,1,0.00625,7,7,7,7,7,7,-23
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,8,19,122,1,0.00625,-4,-4,-4,4,4,4,-26
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,8,19,128,1,0.00625,-10,-10,-10,10,10,10,-80
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_mod210_control,8,19,170,1,0.00625,-52,-52,-52,52,52,52,22
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,4,7,208,18,0.1111111111111111,-91.0,-91,-91,91.0,91,91,1.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,5,11,32,9,0.05555555555555555,85,85,85,85,85,85,-1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,5,11,62,6,0.037037037037037035,55.0,55,55,55.0,55,55,-1.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,5,11,88,13,0.08024691358024691,29,29,29,29,29,29,-1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,5,11,92,8,0.04938271604938271,25.0,25,25,25.0,25,25,-1.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,5,11,122,17,0.10493827160493827,-5,-5,-5,5,5,5,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,5,11,148,9,0.05555555555555555,-31,-31,-31,31,31,31,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,5,11,152,7,0.043209876543209874,-35,-35,-35,35,35,35,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,5,11,178,12,0.07407407407407407,-61.0,-61,-61,61.0,61,61,1.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,6,13,99,37,0.22839506172839505,18,18,18,18,18,18,-1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,6,13,111,4,0.024691358024691357,6.0,6,6,6.0,6,6,-1.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,6,13,124,1,0.006172839506172839,-7,-7,-7,7,7,7,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,7,17,92,1,0.006172839506172839,25,25,25,25,25,25,-1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,7,17,99,6,0.037037037037037035,18.0,18,18,18.0,18,18,-1.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,7,17,111,8,0.04938271604938271,6.0,6,6,6.0,6,6,-1.0
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,7,17,122,1,0.006172839506172839,-5,-5,-5,5,5,5,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,7,17,129,1,0.006172839506172839,-12,-12,-12,12,12,12,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,7,17,141,1,0.006172839506172839,-24,-24,-24,24,24,24,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,7,17,148,1,0.006172839506172839,-31,-31,-31,31,31,31,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,8,19,152,1,0.006172839506172839,-35,-35,-35,35,35,35,1
118,5,large_class_mixed_direction,mod210_tied__any_complete_larger,local_any_control,8,19,206,1,0.006172839506172839,-89,-89,-89,89,89,89,1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,4,7,2,26,0.16993464052287582,86.0,86,86,86.0,86,86,0.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,5,11,32,10,0.06535947712418301,56.0,56,56,56.0,56,56,0.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,5,11,58,11,0.0718954248366013,30,30,30,30,30,30,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,5,11,62,10,0.06535947712418301,26.0,26,26,26.0,26,26,0.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,5,11,92,15,0.09803921568627451,-4,-4,-4,4,4,4,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,5,11,118,8,0.05228758169934641,-30.0,-30,-30,30.0,30,30,0.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,5,11,122,17,0.1111111111111111,-34,-34,-34,34,34,34,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,5,11,148,11,0.0718954248366013,-60,-60,-60,60,60,60,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,6,13,81,1,0.006535947712418301,7,7,7,7,7,7,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,6,13,82,2,0.013071895424836602,6.0,6,6,6.0,6,6,0.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,6,13,86,1,0.006535947712418301,2,2,2,2,2,2,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,6,13,99,11,0.0718954248366013,-11,-11,-11,11,11,11,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,6,13,111,10,0.06535947712418301,-23.0,-23,-23,23.0,23,23,0.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,6,13,124,1,0.006535947712418301,-36,-36,-36,36,36,36,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,7,17,58,1,0.006535947712418301,30,30,30,30,30,30,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,7,17,69,1,0.006535947712418301,19,19,19,19,19,19,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,7,17,80,1,0.006535947712418301,8,8,8,8,8,8,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,7,17,81,2,0.013071895424836602,7.0,7,7,7.0,7,7,0.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,7,17,99,8,0.05228758169934641,-11.0,-11,-11,11.0,11,11,0.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,7,17,111,1,0.006535947712418301,-23,-23,-23,23,23,23,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,7,17,141,1,0.006535947712418301,-53,-53,-53,53,53,53,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,7,17,172,1,0.006535947712418301,-84,-84,-84,84,84,84,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,8,19,58,1,0.006535947712418301,30,30,30,30,30,30,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,8,19,92,1,0.006535947712418301,-4,-4,-4,4,4,4,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,8,19,122,1,0.006535947712418301,-34,-34,-34,34,34,34,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,4,7,2,31,0.2052980132450331,86,86,86,86,86,86,63
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,5,11,32,10,0.06622516556291391,56.0,56,56,56.0,56,56,26.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,5,11,58,9,0.059602649006622516,30,30,30,30,30,30,-56
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,5,11,92,25,0.16556291390728478,-4,-4,-4,4,4,4,-26
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,5,11,118,12,0.07947019867549669,-30.0,-30,-30,30.0,30,30,-56.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,5,11,122,12,0.07947019867549669,-34.0,-34,-34,34.0,34,34,-26.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,5,11,148,9,0.059602649006622516,-60,-60,-60,60,60,60,4
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,6,13,82,2,0.013245033112582781,6.0,6,6,6.0,6,6,-28.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,6,13,99,5,0.033112582781456956,-11,-11,-11,11,11,11,-12
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,6,13,111,11,0.0728476821192053,-23,-23,-23,23,23,23,-11
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,6,13,124,1,0.006622516556291391,-36,-36,-36,36,36,36,13
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,7,17,62,1,0.006622516556291391,26,26,26,26,26,26,15
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,7,17,69,1,0.006622516556291391,19,19,19,19,19,19,-7
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,7,17,81,1,0.006622516556291391,7,7,7,7,7,7,-16
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,7,17,99,6,0.039735099337748346,-11.0,-11,-11,11.0,11,11,-17.5
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,7,17,111,8,0.052980132450331126,-23.0,-23,-23,23.0,23,23,-9.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,7,17,129,1,0.006622516556291391,-41,-41,-41,41,41,41,37
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,8,19,9,1,0.006622516556291391,79,79,79,79,79,79,45
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,8,19,32,1,0.006622516556291391,56,56,56,56,56,56,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,8,19,62,1,0.006622516556291391,26,26,26,26,26,26,-4
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,8,19,86,1,0.006622516556291391,2,2,2,2,2,2,-9
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,8,19,99,1,0.006622516556291391,-11,-11,-11,11,11,11,0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,8,19,124,1,0.006622516556291391,-36,-36,-36,36,36,36,6
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,4,7,2,27,0.17647058823529413,85,85,85,85,85,85,-1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,5,11,32,10,0.06535947712418301,55.0,55,55,55.0,55,55,-1.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,5,11,58,11,0.0718954248366013,29,29,29,29,29,29,-1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,5,11,62,10,0.06535947712418301,25.0,25,25,25.0,25,25,-1.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,5,11,92,15,0.09803921568627451,-5,-5,-5,5,5,5,1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,5,11,118,8,0.05228758169934641,-31.0,-31,-31,31.0,31,31,1.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,5,11,122,17,0.1111111111111111,-35,-35,-35,35,35,35,1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,5,11,148,11,0.0718954248366013,-61,-61,-61,61,61,61,1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,6,13,81,1,0.006535947712418301,6,6,6,6,6,6,-1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,6,13,82,2,0.013071895424836602,5.0,5,5,5.0,5,5,-1.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,6,13,86,1,0.006535947712418301,1,1,1,1,1,1,-1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,6,13,99,11,0.0718954248366013,-12,-12,-12,12,12,12,1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,6,13,111,10,0.06535947712418301,-24.0,-24,-24,24.0,24,24,1.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,6,13,124,1,0.006535947712418301,-37,-37,-37,37,37,37,1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,7,17,58,1,0.006535947712418301,29,29,29,29,29,29,-1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,7,17,69,1,0.006535947712418301,18,18,18,18,18,18,-1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,7,17,80,1,0.006535947712418301,7,7,7,7,7,7,-1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,7,17,81,2,0.013071895424836602,6.0,6,6,6.0,6,6,-1.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,7,17,99,8,0.05228758169934641,-12.0,-12,-12,12.0,12,12,1.0
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,7,17,111,1,0.006535947712418301,-24,-24,-24,24,24,24,1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,7,17,141,1,0.006535947712418301,-54,-54,-54,54,54,54,1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,8,19,58,1,0.006535947712418301,29,29,29,29,29,29,-1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,8,19,92,1,0.006535947712418301,-5,-5,-5,5,5,5,1
88,6,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,8,19,122,1,0.006535947712418301,-35,-35,-35,35,35,35,1
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,4,7,208,148,0.9736842105263158,-7.0,-7,-7,7.0,7,7,0.0
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,6,13,206,2,0.013157894736842105,-5.0,-5,-5,5.0,5,5,0.0
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,7,17,206,1,0.006578947368421052,-5,-5,-5,5,5,5,0
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,complete_uncertified,8,19,206,1,0.006578947368421052,-5,-5,-5,5,5,5,0
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,4,7,208,149,0.9802631578947368,-7,-7,-7,7,7,7,0
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,6,13,206,1,0.006578947368421052,-5,-5,-5,5,5,5,-2
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,7,17,206,1,0.006578947368421052,-5,-5,-5,5,5,5,-2
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_mod210_control,8,19,206,1,0.006578947368421052,-5,-5,-5,5,5,5,-2
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,4,7,208,148,0.9736842105263158,-8.0,-8,-8,8.0,8,8,1.0
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,6,13,206,2,0.013157894736842105,-6.0,-6,-6,6.0,6,6,1.0
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,7,17,206,1,0.006578947368421052,-6,-6,-6,6,6,6,1
201,7,large_class_mixed_direction,mod210_tied__any_complete_smaller,local_any_control,8,19,206,1,0.006578947368421052,-6,-6,-6,6,6,6,1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,4,7,2,37,0.24503311258278146,60,60,60,60,60,60,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,5,11,28,15,0.09933774834437085,34,34,34,34,34,34,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,5,11,32,12,0.07947019867549669,30.0,30,30,30.0,30,30,0.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,5,11,58,13,0.08609271523178808,4,4,4,4,4,4,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,5,11,88,14,0.09271523178807947,-26.0,-26,-26,26.0,26,26,0.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,5,11,92,9,0.059602649006622516,-30,-30,-30,30,30,30,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,5,11,118,12,0.07947019867549669,-56.0,-56,-56,56.0,56,56,0.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,6,13,40,5,0.033112582781456956,22,22,22,22,22,22,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,6,13,51,1,0.006622516556291391,11,11,11,11,11,11,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,6,13,69,1,0.006622516556291391,-7,-7,-7,7,7,7,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,6,13,99,7,0.046357615894039736,-37,-37,-37,37,37,37,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,6,13,111,5,0.033112582781456956,-49,-49,-49,49,49,49,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,7,17,9,1,0.006622516556291391,53,53,53,53,53,53,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,7,17,40,2,0.013245033112582781,22.0,22,22,22.0,22,22,0.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,7,17,51,1,0.006622516556291391,11,11,11,11,11,11,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,7,17,69,1,0.006622516556291391,-7,-7,-7,7,7,7,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,7,17,81,2,0.013245033112582781,-19.0,-19,-19,19.0,19,19,0.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,7,17,92,1,0.006622516556291391,-30,-30,-30,30,30,30,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,7,17,99,4,0.026490066225165563,-37.0,-37,-37,37.0,37,37,0.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,7,17,111,2,0.013245033112582781,-49.0,-49,-49,49.0,49,49,0.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,8,19,9,2,0.013245033112582781,53.0,53,53,53.0,53,53,0.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,8,19,28,1,0.006622516556291391,34,34,34,34,34,34,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,8,19,58,1,0.006622516556291391,4,4,4,4,4,4,0
