seed_mod210,selected_rank,priority_label,direction_label,cohort_role,nearest_covered_source_k,nearest_covered_source_prime,nearest_covered_mod210,row_count,share_within_class_role,mod210_signed_delta_median,mod210_signed_delta_min,mod210_signed_delta_max,circular_residue_distance_median,circular_residue_distance_p90,circular_residue_distance_max,distance_minus_complete_median
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_mod210_control,8,19,111,2,0.010362694300518135,-12.0,-12,-12,12.0,12,12,1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_mod210_control,8,19,122,1,0.0051813471502590676,-23,-23,-23,23,23,23,12
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_mod210_control,8,19,124,1,0.0051813471502590676,-25,-25,-25,25,25,25,2
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_mod210_control,8,19,182,1,0.0051813471502590676,-83,-83,-83,83,83,83,60
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,4,7,2,18,0.09137055837563451,96.0,96,96,96.0,96,96,-1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,5,11,32,7,0.03553299492385787,66,66,66,66,66,66,-1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,5,11,58,8,0.04060913705583756,40.0,40,40,40.0,40,40,-1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,5,11,62,12,0.06091370558375635,36.0,36,36,36.0,36,36,-1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,5,11,88,10,0.050761421319796954,10.0,10,10,10.0,10,10,-1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,5,11,92,16,0.08121827411167512,6.0,6,6,6.0,6,6,-1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,5,11,118,9,0.04568527918781726,-20,-20,-20,20,20,20,1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,5,11,122,26,0.1319796954314721,-24.0,-24,-24,24.0,24,24,1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,5,11,148,46,0.233502538071066,-50.0,-50,-50,50.0,50,50,1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,5,11,178,8,0.04060913705583756,-80.0,-80,-80,80.0,80,80,1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,6,13,82,1,0.005076142131979695,16,16,16,16,16,16,-1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,6,13,111,13,0.06598984771573604,-13,-13,-13,13,13,13,1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,6,13,124,1,0.005076142131979695,-26,-26,-26,26,26,26,1
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,6,13,129,2,0.01015228426395939,-31.0,-31,-31,31.0,31,31,1.0
99,3,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,local_any_control,7,17,58,1,0.005076142131979695,40,40,40,40,40,40,-1
