seed_n,cohort_role,n,control_delta,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
143031,local_any_control,143030,-1,8,19,9699690,143030,20,2120,143012,4,7,18,1.8557294099089764e-06
143132,complete_uncertified,143132,0,8,19,9699690,143132,122,2222,143102,5,11,30,3.092882349848294e-06
143132,local_mod210_control,142922,-210,8,19,9699690,142922,122,2012,142899,6,13,23,2.371209801550359e-06
143132,local_any_control,143131,-1,8,19,9699690,143131,121,2221,143102,5,11,29,2.9897862715200177e-06
143140,complete_uncertified,143140,0,8,19,9699690,143140,130,2230,143102,5,11,38,3.917650976474506e-06
143140,local_mod210_control,142930,-210,8,19,9699690,142930,130,2020,142899,6,13,31,3.1959784281765704e-06
143140,local_any_control,143139,-1,8,19,9699690,143139,129,2229,143102,5,11,37,3.8145548981462296e-06
143162,complete_uncertified,143162,0,8,19,9699690,143162,152,2252,143218,4,7,56,5.773380386383483e-06
143162,local_mod210_control,142952,-210,8,19,9699690,142952,152,2042,142899,6,13,53,5.464092151398653e-06
143162,local_any_control,143161,-1,8,19,9699690,143161,151,2251,143218,4,7,57,5.876476464711759e-06
143331,complete_uncertified,143331,0,8,19,9699690,143331,111,111,143338,5,11,7,7.216725482979353e-07
143331,local_mod210_control,143121,-210,8,19,9699690,143121,111,2211,143102,5,11,19,1.958825488237253e-06
143331,local_any_control,143330,-1,8,19,9699690,143330,110,110,143338,5,11,8,8.247686266262118e-07
143342,complete_uncertified,143342,0,8,19,9699690,143342,122,122,143338,5,11,4,4.123843133131059e-07
143342,local_mod210_control,143552,210,8,19,9699690,143552,122,332,143638,4,7,86,8.866262736231776e-06
143342,local_any_control,143341,-1,8,19,9699690,143341,121,121,143338,5,11,3,3.092882349848294e-07
143631,complete_uncertified,143631,0,8,19,9699690,143631,201,411,143638,4,7,7,7.216725482979353e-07
143631,local_mod210_control,143421,-210,8,19,9699690,143421,201,201,143428,4,7,7,7.216725482979353e-07
143631,local_any_control,143630,-1,8,19,9699690,143630,200,410,143638,4,7,8,8.247686266262118e-07
143698,complete_uncertified,143698,0,8,19,9699690,143698,58,478,143668,5,11,30,3.092882349848294e-06
143698,local_mod210_control,143488,-210,8,19,9699690,143488,58,268,143432,4,7,56,5.773380386383483e-06
143698,local_any_control,143697,-1,8,19,9699690,143697,57,477,143668,5,11,29,2.9897862715200177e-06
143732,complete_uncertified,143732,0,8,19,9699690,143732,92,512,143739,7,17,7,7.216725482979353e-07
143732,local_mod210_control,143522,-210,8,19,9699690,143522,92,302,143432,4,7,90,9.278647049544883e-06
143732,local_any_control,143731,-1,8,19,9699690,143731,91,511,143739,7,17,8,8.247686266262118e-07
143757,complete_uncertified,143757,0,8,19,9699690,143757,117,537,143762,5,11,5,5.154803916413823e-07
143757,local_mod210_control,143547,-210,8,19,9699690,143547,117,327,143638,4,7,91,9.381743127873159e-06
143757,local_any_control,143756,-1,8,19,9699690,143756,116,536,143751,6,13,5,5.154803916413823e-07
144051,complete_uncertified,144051,0,8,19,9699690,144051,201,831,144058,4,7,7,7.216725482979353e-07
144051,local_mod210_control,143841,-210,8,19,9699690,143841,201,621,143848,4,7,7,7.216725482979353e-07
144051,local_any_control,144050,-1,8,19,9699690,144050,200,830,144058,4,7,8,8.247686266262118e-07
144309,complete_uncertified,144309,0,8,19,9699690,144309,39,1089,144328,5,11,19,1.958825488237253e-06
144309,local_mod210_control,144099,-210,8,19,9699690,144099,39,879,144092,5,11,7,7.216725482979353e-07
144309,local_any_control,144308,-1,8,19,9699690,144308,38,1088,144328,5,11,20,2.0619215665655294e-06
144566,complete_uncertified,144566,0,8,19,9699690,144566,86,1346,144531,7,17,35,3.6083627414896764e-06
144566,local_mod210_control,144356,-210,8,19,9699690,144356,86,1136,144328,5,11,28,2.8866901931917413e-06
144566,local_any_control,144565,-1,8,19,9699690,144565,85,1345,144531,7,17,34,3.5052666631614e-06
144718,complete_uncertified,144718,0,8,19,9699690,144718,28,1498,144692,4,7,26,2.680498036535188e-06
144718,local_mod210_control,144508,-210,8,19,9699690,144508,28,1288,144531,7,17,23,2.371209801550359e-06
144718,local_any_control,144717,-1,8,19,9699690,144717,27,1497,144692,4,7,25,2.5774019582069117e-06
145148,complete_uncertified,145148,0,8,19,9699690,145148,38,1928,145112,4,7,36,3.711458819817953e-06
145148,local_mod210_control,144938,-210,8,19,9699690,144938,38,1718,144902,4,7,36,3.711458819817953e-06
145148,local_any_control,145147,-1,8,19,9699690,145147,37,1927,145112,4,7,35,3.6083627414896764e-06
145239,complete_uncertified,145239,0,8,19,9699690,145239,129,2019,145318,4,7,79,8.144590187933842e-06
145239,local_mod210_control,145029,-210,8,19,9699690,145029,129,1809,144988,5,11,41,4.226939211459335e-06
145239,local_any_control,145238,-1,8,19,9699690,145238,128,2018,145318,4,7,80,8.247686266262118e-06
145258,complete_uncertified,145258,0,8,19,9699690,145258,148,2038,145318,4,7,60,6.185764699696588e-06
145258,local_mod210_control,145048,-210,8,19,9699690,145048,148,1828,145082,5,11,34,3.5052666631614e-06
145258,local_any_control,145257,-1,8,19,9699690,145257,147,2037,145318,4,7,61,6.2888607780248645e-06
145288,complete_uncertified,145288,0,8,19,9699690,145288,178,2068,145318,4,7,30,3.092882349848294e-06
145288,local_mod210_control,145078,-210,8,19,9699690,145078,178,1858,145082,5,11,4,4.123843133131059e-07
145288,local_any_control,145287,-1,8,19,9699690,145287,177,2067,145318,4,7,31,3.1959784281765704e-06
145341,complete_uncertified,145341,0,8,19,9699690,145341,21,2121,145322,4,7,19,1.958825488237253e-06
145341,local_mod210_control,145131,-210,8,19,9699690,145131,21,1911,145112,4,7,19,1.958825488237253e-06
145341,local_any_control,145340,-1,8,19,9699690,145340,20,2120,145322,4,7,18,1.8557294099089764e-06
145389,complete_uncertified,145389,0,8,19,9699690,145389,69,2169,145412,5,11,23,2.371209801550359e-06
145389,local_mod210_control,145179,-210,8,19,9699690,145179,69,1959,145112,4,7,67,6.907437247994524e-06
145389,local_any_control,145388,-1,8,19,9699690,145388,68,2168,145412,5,11,24,2.4743058798786353e-06
145498,complete_uncertified,145498,0,8,19,9699690,145498,178,2278,145526,7,17,28,2.8866901931917413e-06
145498,local_mod210_control,145708,210,8,19,9699690,145708,178,178,145738,4,7,30,3.092882349848294e-06
145498,local_any_control,145497,-1,8,19,9699690,145497,177,2277,145526,7,17,29,2.9897862715200177e-06
145534,complete_uncertified,145534,0,8,19,9699690,145534,4,4,145532,4,7,2,2.0619215665655295e-07
145534,local_mod210_control,145324,-210,8,19,9699690,145324,4,2104,145322,4,7,2,2.0619215665655295e-07
145534,local_any_control,145533,-1,8,19,9699690,145533,3,3,145532,4,7,1,1.0309607832827648e-07
145671,complete_uncertified,145671,0,8,19,9699690,145671,141,141,145648,5,11,23,2.371209801550359e-06
145671,local_mod210_control,145461,-210,8,19,9699690,145461,141,2241,145431,7,17,30,3.092882349848294e-06
145671,local_any_control,145670,-1,8,19,9699690,145670,140,140,145648,5,11,22,2.2681137232220826e-06
145701,complete_uncertified,145701,0,8,19,9699690,145701,171,171,145738,4,7,37,3.8145548981462296e-06
145701,local_mod210_control,145491,-210,8,19,9699690,145491,171,2271,145526,7,17,35,3.6083627414896764e-06
145701,local_any_control,145700,-1,8,19,9699690,145700,170,170,145738,4,7,38,3.917650976474506e-06
145712,complete_uncertified,145712,0,8,19,9699690,145712,182,182,145738,4,7,26,2.680498036535188e-06
145712,local_mod210_control,145502,-210,8,19,9699690,145502,182,2282,145526,7,17,24,2.4743058798786353e-06
145712,local_any_control,145711,-1,8,19,9699690,145711,181,181,145738,4,7,27,2.783594114863465e-06
145736,complete_uncertified,145736,0,8,19,9699690,145736,206,206,145738,4,7,2,2.0619215665655295e-07
145736,local_mod210_control,145946,210,8,19,9699690,145946,206,416,145948,4,7,2,2.0619215665655295e-07
145736,local_any_control,145735,-1,8,19,9699690,145735,205,205,145738,4,7,3,3.092882349848294e-07
146169,complete_uncertified,146169,0,8,19,9699690,146169,9,639,146162,4,7,7,7.216725482979353e-07
146169,local_mod210_control,145959,-210,8,19,9699690,145959,9,429,145952,4,7,7,7.216725482979353e-07
146169,local_any_control,146168,-1,8,19,9699690,146168,8,638,146162,4,7,6,6.185764699696588e-07
147148,complete_uncertified,147148,0,8,19,9699690,147148,148,1618,147189,7,17,41,4.226939211459335e-06
147148,local_mod210_control,146938,-210,8,19,9699690,146938,148,1408,146968,5,11,30,3.092882349848294e-06
147148,local_any_control,147147,-1,8,19,9699690,147147,147,1617,147189,7,17,42,4.3300352897876115e-06
147939,complete_uncertified,147939,0,8,19,9699690,147939,99,99,147958,5,11,19,1.958825488237253e-06
147939,local_mod210_control,147729,-210,8,19,9699690,147729,99,2199,147722,5,11,7,7.216725482979353e-07
147939,local_any_control,147938,-1,8,19,9699690,147938,98,98,147958,5,11,20,2.0619215665655294e-06
148222,complete_uncertified,148222,0,8,19,9699690,148222,172,382,148258,4,7,36,3.711458819817953e-06
148222,local_mod210_control,148012,-210,8,19,9699690,148012,172,172,148010,6,13,2,2.0619215665655295e-07
148222,local_any_control,148221,-1,8,19,9699690,148221,171,381,148258,4,7,37,3.8145548981462296e-06
148862,complete_uncertified,148862,0,8,19,9699690,148862,182,1022,148888,4,7,26,2.680498036535188e-06
148862,local_mod210_control,148652,-210,8,19,9699690,148652,182,812,148678,4,7,26,2.680498036535188e-06
148862,local_any_control,148861,-1,8,19,9699690,148861,181,1021,148888,4,7,27,2.783594114863465e-06
149229,complete_uncertified,149229,0,8,19,9699690,149229,129,1389,149211,6,13,18,1.8557294099089764e-06
149229,local_mod210_control,149019,-210,8,19,9699690,149019,129,1179,149001,7,17,18,1.8557294099089764e-06
149229,local_any_control,149228,-1,8,19,9699690,149228,128,1388,149211,6,13,17,1.7526333315807e-06
149367,complete_uncertified,149367,0,8,19,9699690,149367,57,1527,149372,5,11,5,5.154803916413823e-07
149367,local_mod210_control,149157,-210,8,19,9699690,149157,57,1317,149211,6,13,54,5.56718822972693e-06
149367,local_any_control,149366,-1,8,19,9699690,149366,56,1526,149372,5,11,6,6.185764699696588e-07
149792,complete_uncertified,149792,0,8,19,9699690,149792,62,1952,149732,4,7,60,6.185764699696588e-06
149792,local_mod210_control,149582,-210,8,19,9699690,149582,62,1742,149608,5,11,26,2.680498036535188e-06
149792,local_any_control,149791,-1,8,19,9699690,149791,61,1951,149732,4,7,59,6.082668621368312e-06
150309,complete_uncertified,150309,0,8,19,9699690,150309,159,159,150268,5,11,41,4.226939211459335e-06
150309,local_mod210_control,150099,-210,8,19,9699690,150099,159,2259,150148,4,7,49,5.051707838085547e-06
150309,local_any_control,150308,-1,8,19,9699690,150308,158,158,150268,5,11,40,4.123843133131059e-06
150381,complete_uncertified,150381,0,8,19,9699690,150381,21,231,150362,4,7,19,1.958825488237253e-06
150381,local_mod210_control,150171,-210,8,19,9699690,150171,21,21,150152,4,7,19,1.958825488237253e-06
150381,local_any_control,150380,-1,8,19,9699690,150380,20,230,150362,4,7,18,1.8557294099089764e-06
150418,complete_uncertified,150418,0,8,19,9699690,150418,58,268,150362,4,7,56,5.773380386383483e-06
150418,local_mod210_control,150208,-210,8,19,9699690,150208,58,58,150152,4,7,56,5.773380386383483e-06
150418,local_any_control,150417,-1,8,19,9699690,150417,57,267,150362,4,7,55,5.670284308055206e-06
150452,complete_uncertified,150452,0,8,19,9699690,150452,92,302,150362,4,7,90,9.278647049544883e-06
150452,local_mod210_control,150242,-210,8,19,9699690,150242,92,92,150268,5,11,26,2.680498036535188e-06
150452,local_any_control,150451,-1,8,19,9699690,150451,91,301,150362,4,7,89,9.175550971216606e-06
150482,complete_uncertified,150482,0,8,19,9699690,150482,122,332,150568,4,7,86,8.866262736231776e-06
150482,local_mod210_control,150272,-210,8,19,9699690,150272,122,122,150268,5,11,4,4.123843133131059e-07
150482,local_any_control,150481,-1,8,19,9699690,150481,121,331,150568,4,7,87,8.969358814560053e-06
150542,complete_uncertified,150542,0,8,19,9699690,150542,182,392,150568,4,7,26,2.680498036535188e-06
150542,local_mod210_control,150332,-210,8,19,9699690,150332,182,182,150358,4,7,26,2.680498036535188e-06
150542,local_any_control,150541,-1,8,19,9699690,150541,181,391,150568,4,7,27,2.783594114863465e-06
150718,complete_uncertified,150718,0,8,19,9699690,150718,148,568,150692,5,11,26,2.680498036535188e-06
150718,local_mod210_control,150508,-210,8,19,9699690,150508,148,358,150568,4,7,60,6.185764699696588e-06
150718,local_any_control,150717,-1,8,19,9699690,150717,147,567,150692,5,11,25,2.5774019582069117e-06
150812,complete_uncertified,150812,0,8,19,9699690,150812,32,662,150782,4,7,30,3.092882349848294e-06
150812,local_mod210_control,150602,-210,8,19,9699690,150602,32,452,150598,5,11,4,4.123843133131059e-07
150812,local_any_control,150811,-1,8,19,9699690,150811,31,661,150782,4,7,29,2.9897862715200177e-06
150951,complete_uncertified,150951,0,8,19,9699690,150951,171,801,150928,5,11,23,2.371209801550359e-06
150951,local_mod210_control,150741,-210,8,19,9699690,150741,171,591,150778,4,7,37,3.8145548981462296e-06
150951,local_any_control,150950,-1,8,19,9699690,150950,170,800,150928,5,11,22,2.2681137232220826e-06
151329,complete_uncertified,151329,0,8,19,9699690,151329,129,1179,151352,5,11,23,2.371209801550359e-06
151329,local_mod210_control,151119,-210,8,19,9699690,151119,129,969,151089,6,13,30,3.092882349848294e-06
151329,local_any_control,151328,-1,8,19,9699690,151328,128,1178,151352,5,11,24,2.4743058798786353e-06
151744,complete_uncertified,151744,0,8,19,9699690,151744,124,1594,151682,5,11,62,6.391956856353141e-06
151744,local_mod210_control,151534,-210,8,19,9699690,151534,124,1384,151588,5,11,54,5.56718822972693e-06
151744,local_any_control,151743,-1,8,19,9699690,151743,123,1593,151682,5,11,61,6.2888607780248645e-06
151857,complete_uncertified,151857,0,8,19,9699690,151857,27,1707,151832,4,7,25,2.5774019582069117e-06
151857,local_mod210_control,151647,-210,8,19,9699690,151647,27,1497,151622,4,7,25,2.5774019582069117e-06
151857,local_any_control,151856,-1,8,19,9699690,151856,26,1706,151832,4,7,24,2.4743058798786353e-06
151929,complete_uncertified,151929,0,8,19,9699690,151929,99,1779,151918,5,11,11,1.1340568616110413e-06
151929,local_mod210_control,151719,-210,8,19,9699690,151719,99,1569,151682,5,11,37,3.8145548981462296e-06
151929,local_any_control,151928,-1,8,19,9699690,151928,98,1778,151918,5,11,10,1.0309607832827647e-06
152044,complete_uncertified,152044,0,8,19,9699690,152044,4,1894,152042,4,7,2,2.0619215665655295e-07
152044,local_mod210_control,151834,-210,8,19,9699690,151834,4,1684,151832,4,7,2,2.0619215665655295e-07
152044,local_any_control,152043,-1,8,19,9699690,152043,3,1893,152042,4,7,1,1.0309607832827648e-07
152312,complete_uncertified,152312,0,8,19,9699690,152312,62,2162,152290,6,13,22,2.2681137232220826e-06
152312,local_mod210_control,152102,-210,8,19,9699690,152102,62,1952,152128,8,19,26,2.680498036535188e-06
152312,local_any_control,152311,-1,8,19,9699690,152311,61,2161,152290,6,13,21,2.1650176448938058e-06
153251,complete_uncertified,153251,0,8,19,9699690,153251,161,791,153238,5,11,13,1.340249018267594e-06
153251,local_mod210_control,153041,-210,8,19,9699690,153041,161,581,153002,5,11,39,4.020747054802782e-06
153251,local_any_control,153250,-1,8,19,9699690,153250,160,790,153238,5,11,12,1.2371529399393177e-06
153268,complete_uncertified,153268,0,8,19,9699690,153268,178,808,153238,5,11,30,3.092882349848294e-06
153268,local_mod210_control,153058,-210,8,19,9699690,153058,178,598,153088,4,7,30,3.092882349848294e-06
153268,local_any_control,153267,-1,8,19,9699690,153267,177,807,153238,5,11,29,2.9897862715200177e-06
153716,complete_uncertified,153716,0,8,19,9699690,153716,206,1256,153718,4,7,2,2.0619215665655295e-07
153716,local_mod210_control,153506,-210,8,19,9699690,153506,206,1046,153508,4,7,2,2.0619215665655295e-07
153716,local_any_control,153715,-1,8,19,9699690,153715,205,1255,153718,4,7,3,3.092882349848294e-07
154172,complete_uncertified,154172,0,8,19,9699690,154172,32,1712,154142,4,7,30,3.092882349848294e-06
154172,local_mod210_control,153962,-210,8,19,9699690,153962,32,1502,153932,4,7,30,3.092882349848294e-06
154172,local_any_control,154171,-1,8,19,9699690,154171,31,1711,154142,4,7,29,2.9897862715200177e-06
154299,complete_uncertified,154299,0,8,19,9699690,154299,159,1839,154322,5,11,23,2.371209801550359e-06
154299,local_mod210_control,154089,-210,8,19,9699690,154089,159,1629,154138,4,7,49,5.051707838085547e-06
154299,local_any_control,154298,-1,8,19,9699690,154298,158,1838,154322,5,11,24,2.4743058798786353e-06
154382,complete_uncertified,154382,0,8,19,9699690,154382,32,1922,154352,4,7,30,3.092882349848294e-06
154382,local_mod210_control,154592,210,8,19,9699690,154592,32,2132,154562,4,7,30,3.092882349848294e-06
154382,local_any_control,154381,-1,8,19,9699690,154381,31,1921,154352,4,7,29,2.9897862715200177e-06
154618,complete_uncertified,154618,0,8,19,9699690,154618,58,2158,154652,5,11,34,3.5052666631614e-06
154618,local_mod210_control,154408,-210,8,19,9699690,154408,58,1948,154449,7,17,41,4.226939211459335e-06
154618,local_any_control,154617,-1,8,19,9699690,154617,57,2157,154652,5,11,35,3.6083627414896764e-06
154690,complete_uncertified,154690,0,8,19,9699690,154690,130,2230,154671,6,13,19,1.958825488237253e-06
154690,local_mod210_control,154480,-210,8,19,9699690,154480,130,2020,154449,7,17,31,3.1959784281765704e-06
154690,local_any_control,154689,-1,8,19,9699690,154689,129,2229,154671,6,13,18,1.8557294099089764e-06
154911,complete_uncertified,154911,0,8,19,9699690,154911,141,141,154888,5,11,23,2.371209801550359e-06
154911,local_mod210_control,154701,-210,8,19,9699690,154701,141,2241,154671,6,13,30,3.092882349848294e-06
154911,local_any_control,154910,-1,8,19,9699690,154910,140,140,154888,5,11,22,2.2681137232220826e-06
155102,complete_uncertified,155102,0,8,19,9699690,155102,122,332,155188,4,7,86,8.866262736231776e-06
155102,local_mod210_control,154892,-210,8,19,9699690,154892,122,122,154888,5,11,4,4.123843133131059e-07
155102,local_any_control,155101,-1,8,19,9699690,155101,121,331,155188,4,7,87,8.969358814560053e-06
155404,complete_uncertified,155404,0,8,19,9699690,155404,4,634,155402,4,7,2,2.0619215665655295e-07
155404,local_mod210_control,155194,-210,8,19,9699690,155194,4,424,155192,4,7,2,2.0619215665655295e-07
155404,local_any_control,155403,-1,8,19,9699690,155403,3,633,155402,4,7,1,1.0309607832827648e-07
155841,complete_uncertified,155841,0,8,19,9699690,155841,21,1071,155822,4,7,19,1.958825488237253e-06
155841,local_mod210_control,155631,-210,8,19,9699690,155631,21,861,155642,5,11,11,1.1340568616110413e-06
155841,local_any_control,155840,-1,8,19,9699690,155840,20,1070,155822,4,7,18,1.8557294099089764e-06
156076,complete_uncertified,156076,0,8,19,9699690,156076,46,1306,156032,4,7,44,4.536227446444165e-06
156076,local_mod210_control,155866,-210,8,19,9699690,155866,46,1096,155878,5,11,12,1.2371529399393177e-06
156076,local_any_control,156075,-1,8,19,9699690,156075,45,1305,156032,4,7,43,4.433131368115888e-06
156992,complete_uncertified,156992,0,8,19,9699690,156992,122,2222,156962,5,11,30,3.092882349848294e-06
156992,local_mod210_control,156782,-210,8,19,9699690,156782,122,2012,156868,4,7,86,8.866262736231776e-06
156992,local_any_control,156991,-1,8,19,9699690,156991,121,2221,156962,5,11,29,2.9897862715200177e-06
157348,complete_uncertified,157348,0,8,19,9699690,157348,58,268,157382,8,19,34,3.5052666631614e-06
157348,local_mod210_control,157138,-210,8,19,9699690,157138,58,58,157082,4,7,56,5.773380386383483e-06
157348,local_any_control,157347,-1,8,19,9699690,157347,57,267,157382,8,19,35,3.6083627414896764e-06
157419,complete_uncertified,157419,0,8,19,9699690,157419,129,339,157401,6,13,18,1.8557294099089764e-06
157419,local_mod210_control,157209,-210,8,19,9699690,157209,129,129,157198,5,11,11,1.1340568616110413e-06
157419,local_any_control,157418,-1,8,19,9699690,157418,128,338,157401,6,13,17,1.7526333315807e-06
157706,complete_uncertified,157706,0,8,19,9699690,157706,206,626,157708,4,7,2,2.0619215665655295e-07
157706,local_mod210_control,157496,-210,8,19,9699690,157496,206,416,157498,4,7,2,2.0619215665655295e-07
157706,local_any_control,157705,-1,8,19,9699690,157705,205,625,157708,4,7,3,3.092882349848294e-07
157714,complete_uncertified,157714,0,8,19,9699690,157714,4,634,157712,4,7,2,2.0619215665655295e-07
157714,local_mod210_control,157504,-210,8,19,9699690,157504,4,424,157502,4,7,2,2.0619215665655295e-07
157714,local_any_control,157713,-1,8,19,9699690,157713,3,633,157712,4,7,1,1.0309607832827648e-07
157821,complete_uncertified,157821,0,8,19,9699690,157821,111,741,157791,7,17,30,3.092882349848294e-06
157821,local_mod210_control,157611,-210,8,19,9699690,157611,111,531,157622,5,11,11,1.1340568616110413e-06
157821,local_any_control,157820,-1,8,19,9699690,157820,110,740,157791,7,17,29,2.9897862715200177e-06
157924,complete_uncertified,157924,0,8,19,9699690,157924,4,844,157922,4,7,2,2.0619215665655295e-07
157924,local_mod210_control,158134,210,8,19,9699690,158134,4,1054,158132,4,7,2,2.0619215665655295e-07
157924,local_any_control,157923,-1,8,19,9699690,157923,3,843,157922,4,7,1,1.0309607832827648e-07
158174,complete_uncertified,158174,0,8,19,9699690,158174,44,1094,158188,5,11,14,1.4433450965958706e-06
158174,local_mod210_control,157964,-210,8,19,9699690,157964,44,884,157952,5,11,12,1.2371529399393177e-06
158174,local_any_control,158173,-1,8,19,9699690,158173,43,1093,158188,5,11,15,1.546441174924147e-06
158199,complete_uncertified,158199,0,8,19,9699690,158199,69,1119,158188,5,11,11,1.1340568616110413e-06
158199,local_mod210_control,157989,-210,8,19,9699690,157989,69,909,158019,7,17,30,3.092882349848294e-06
158199,local_any_control,158198,-1,8,19,9699690,158198,68,1118,158188,5,11,10,1.0309607832827647e-06
158252,complete_uncertified,158252,0,8,19,9699690,158252,122,1172,158282,5,11,30,3.092882349848294e-06
158252,local_mod210_control,158042,-210,8,19,9699690,158042,122,962,158019,7,17,23,2.371209801550359e-06
158252,local_any_control,158251,-1,8,19,9699690,158251,121,1171,158282,5,11,31,3.1959784281765704e-06
158398,complete_uncertified,158398,0,8,19,9699690,158398,58,1318,158342,4,7,56,5.773380386383483e-06
158398,local_mod210_control,158608,210,8,19,9699690,158608,58,1528,158612,5,11,4,4.123843133131059e-07
158398,local_any_control,158397,-1,8,19,9699690,158397,57,1317,158342,4,7,55,5.670284308055206e-06
158554,complete_uncertified,158554,0,8,19,9699690,158554,4,1474,158552,4,7,2,2.0619215665655295e-07
158554,local_mod210_control,158344,-210,8,19,9699690,158344,4,1264,158342,4,7,2,2.0619215665655295e-07
158554,local_any_control,158553,-1,8,19,9699690,158553,3,1473,158552,4,7,1,1.0309607832827648e-07
158589,complete_uncertified,158589,0,8,19,9699690,158589,39,1509,158612,5,11,23,2.371209801550359e-06
158589,local_mod210_control,158379,-210,8,19,9699690,158379,39,1299,158342,4,7,37,3.8145548981462296e-06
158589,local_any_control,158588,-1,8,19,9699690,158588,38,1508,158612,5,11,24,2.4743058798786353e-06
158661,complete_uncertified,158661,0,8,19,9699690,158661,111,1581,158612,5,11,49,5.051707838085547e-06
158661,local_mod210_control,158451,-210,8,19,9699690,158451,111,1371,158518,5,11,67,6.907437247994524e-06
158661,local_any_control,158660,-1,8,19,9699690,158660,110,1580,158612,5,11,48,4.948611759757271e-06
159092,complete_uncertified,159092,0,8,19,9699690,159092,122,2012,159178,4,7,86,8.866262736231776e-06
159092,local_mod210_control,158882,-210,8,19,9699690,158882,122,1802,158848,5,11,34,3.5052666631614e-06
159092,local_any_control,159091,-1,8,19,9699690,159091,121,2011,159178,4,7,87,8.969358814560053e-06
159176,complete_uncertified,159176,0,8,19,9699690,159176,206,2096,159178,4,7,2,2.0619215665655295e-07
159176,local_mod210_control,158966,-210,8,19,9699690,158966,206,1886,158968,4,7,2,2.0619215665655295e-07
159176,local_any_control,159175,-1,8,19,9699690,159175,205,2095,159178,4,7,3,3.092882349848294e-07
159778,complete_uncertified,159778,0,8,19,9699690,159778,178,388,159808,4,7,30,3.092882349848294e-06
159778,local_mod210_control,159568,-210,8,19,9699690,159568,178,178,159598,4,7,30,3.092882349848294e-06
159778,local_any_control,159777,-1,8,19,9699690,159777,177,387,159808,4,7,31,3.1959784281765704e-06
159898,complete_uncertified,159898,0,8,19,9699690,159898,88,508,159932,5,11,34,3.5052666631614e-06
159898,local_mod210_control,159688,-210,8,19,9699690,159688,88,298,159711,7,17,23,2.371209801550359e-06
159898,local_any_control,159897,-1,8,19,9699690,159897,87,507,159932,5,11,35,3.6083627414896764e-06
160059,complete_uncertified,160059,0,8,19,9699690,160059,39,669,160022,4,7,37,3.8145548981462296e-06
160059,local_mod210_control,159849,-210,8,19,9699690,159849,39,459,159838,5,11,11,1.1340568616110413e-06
160059,local_any_control,160058,-1,8,19,9699690,160058,38,668,160022,4,7,36,3.711458819817953e-06
160234,complete_uncertified,160234,0,8,19,9699690,160234,4,844,160232,4,7,2,2.0619215665655295e-07
160234,local_mod210_control,160024,-210,8,19,9699690,160024,4,634,160022,4,7,2,2.0619215665655295e-07
160234,local_any_control,160233,-1,8,19,9699690,160233,3,843,160232,4,7,1,1.0309607832827648e-07
160839,complete_uncertified,160839,0,8,19,9699690,160839,189,1449,160828,5,11,11,1.1340568616110413e-06
160839,local_mod210_control,160629,-210,8,19,9699690,160629,189,1239,160648,4,7,19,1.958825488237253e-06
160839,local_any_control,160838,-1,8,19,9699690,160838,188,1448,160828,5,11,10,1.0309607832827647e-06
160899,complete_uncertified,160899,0,8,19,9699690,160899,39,1509,160922,5,11,23,2.371209801550359e-06
160899,local_mod210_control,160689,-210,8,19,9699690,160689,39,1299,160652,4,7,37,3.8145548981462296e-06
160899,local_any_control,160898,-1,8,19,9699690,160898,38,1508,160922,5,11,24,2.4743058798786353e-06
160917,complete_uncertified,160917,0,8,19,9699690,160917,57,1527,160922,5,11,5,5.154803916413823e-07
160917,local_mod210_control,160707,-210,8,19,9699690,160707,57,1317,160652,4,7,55,5.670284308055206e-06
160917,local_any_control,160916,-1,8,19,9699690,160916,56,1526,160922,5,11,6,6.185764699696588e-07
160959,complete_uncertified,160959,0,8,19,9699690,160959,99,1569,160922,5,11,37,3.8145548981462296e-06
160959,local_mod210_control,160749,-210,8,19,9699690,160749,99,1359,160828,5,11,79,8.144590187933842e-06
160959,local_any_control,160958,-1,8,19,9699690,160958,98,1568,160922,5,11,36,3.711458819817953e-06
161638,complete_uncertified,161638,0,8,19,9699690,161638,148,2248,161589,7,17,49,5.051707838085547e-06
161638,local_mod210_control,161428,-210,8,19,9699690,161428,148,2038,161488,4,7,60,6.185764699696588e-06
161638,local_any_control,161637,-1,8,19,9699690,161637,147,2247,161589,7,17,48,4.948611759757271e-06
161889,complete_uncertified,161889,0,8,19,9699690,161889,189,189,161906,8,19,17,1.7526333315807e-06
161889,local_mod210_control,161679,-210,8,19,9699690,161679,189,2289,161698,4,7,19,1.958825488237253e-06
161889,local_any_control,161888,-1,8,19,9699690,161888,188,188,161906,8,19,18,1.8557294099089764e-06
161972,complete_uncertified,161972,0,8,19,9699690,161972,62,272,162009,6,13,37,3.8145548981462296e-06
161972,local_mod210_control,161762,-210,8,19,9699690,161762,62,62,161775,7,17,13,1.340249018267594e-06
161972,local_any_control,161971,-1,8,19,9699690,161971,61,271,162009,6,13,38,3.917650976474506e-06
162032,complete_uncertified,162032,0,8,19,9699690,162032,122,332,162009,6,13,23,2.371209801550359e-06
162032,local_mod210_control,161822,-210,8,19,9699690,161822,122,122,161818,5,11,4,4.123843133131059e-07
