seed_n,cohort_role,n,control_delta,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
897178,local_mod210_control,896968,-210,8,19,9699690,896968,58,688,897009,7,17,41,4.226939211459335e-06
897178,local_any_control,897177,-1,8,19,9699690,897177,57,897,897152,5,11,25,2.5774019582069117e-06
897242,complete_uncertified,897242,0,8,19,9699690,897242,122,962,897231,6,13,11,1.1340568616110413e-06
897242,local_mod210_control,897032,-210,8,19,9699690,897032,122,752,897034,6,13,2,2.0619215665655295e-07
897242,local_any_control,897241,-1,8,19,9699690,897241,121,961,897231,6,13,10,1.0309607832827647e-06
897544,complete_uncertified,897544,0,8,19,9699690,897544,4,1264,897542,4,7,2,2.0619215665655295e-07
897544,local_mod210_control,897334,-210,8,19,9699690,897334,4,1054,897332,4,7,2,2.0619215665655295e-07
897544,local_any_control,897543,-1,8,19,9699690,897543,3,1263,897542,4,7,1,1.0309607832827648e-07
897789,complete_uncertified,897789,0,8,19,9699690,897789,39,1509,897812,5,11,23,2.371209801550359e-06
897789,local_mod210_control,897579,-210,8,19,9699690,897579,39,1299,897542,4,7,37,3.8145548981462296e-06
897789,local_any_control,897788,-1,8,19,9699690,897788,38,1508,897812,5,11,24,2.4743058798786353e-06
898419,complete_uncertified,898419,0,8,19,9699690,898419,39,2139,898401,6,13,18,1.8557294099089764e-06
898419,local_mod210_control,898209,-210,8,19,9699690,898209,39,1929,898172,4,7,37,3.8145548981462296e-06
898419,local_any_control,898418,-1,8,19,9699690,898418,38,2138,898401,6,13,17,1.7526333315807e-06
898892,complete_uncertified,898892,0,8,19,9699690,898892,92,302,898802,4,7,90,9.278647049544883e-06
898892,local_mod210_control,898682,-210,8,19,9699690,898682,92,92,898701,7,17,19,1.958825488237253e-06
898892,local_any_control,898891,-1,8,19,9699690,898891,91,301,898802,4,7,89,9.175550971216606e-06
898952,complete_uncertified,898952,0,8,19,9699690,898952,152,362,899008,4,7,56,5.773380386383483e-06
898952,local_mod210_control,898742,-210,8,19,9699690,898742,152,152,898760,6,13,18,1.8557294099089764e-06
898952,local_any_control,898951,-1,8,19,9699690,898951,151,361,899008,4,7,57,5.876476464711759e-06
899181,complete_uncertified,899181,0,8,19,9699690,899181,171,591,899218,4,7,37,3.8145548981462296e-06
899181,local_mod210_control,898971,-210,8,19,9699690,898971,171,381,899008,4,7,37,3.8145548981462296e-06
899181,local_any_control,899180,-1,8,19,9699690,899180,170,590,899218,4,7,38,3.917650976474506e-06
899224,complete_uncertified,899224,0,8,19,9699690,899224,4,634,899222,4,7,2,2.0619215665655295e-07
899224,local_mod210_control,899014,-210,8,19,9699690,899014,4,424,899012,4,7,2,2.0619215665655295e-07
899224,local_any_control,899223,-1,8,19,9699690,899223,3,633,899222,4,7,1,1.0309607832827648e-07
899571,complete_uncertified,899571,0,8,19,9699690,899571,141,981,899638,4,7,67,6.907437247994524e-06
899571,local_mod210_control,899361,-210,8,19,9699690,899361,141,771,899368,5,11,7,7.216725482979353e-07
899571,local_any_control,899570,-1,8,19,9699690,899570,140,980,899638,4,7,68,7.0105333263228e-06
899606,complete_uncertified,899606,0,8,19,9699690,899606,176,1016,899638,4,7,32,3.2990745065048473e-06
899606,local_mod210_control,899396,-210,8,19,9699690,899396,176,806,899368,5,11,28,2.8866901931917413e-06
899606,local_any_control,899605,-1,8,19,9699690,899605,175,1015,899638,4,7,33,3.4021705848331236e-06
899938,complete_uncertified,899938,0,8,19,9699690,899938,88,1348,899961,6,13,23,2.371209801550359e-06
899938,local_mod210_control,899728,-210,8,19,9699690,899728,88,1138,899721,7,17,7,7.216725482979353e-07
899938,local_any_control,899937,-1,8,19,9699690,899937,87,1347,899961,6,13,24,2.4743058798786353e-06
900171,complete_uncertified,900171,0,8,19,9699690,900171,111,1581,900122,5,11,49,5.051707838085547e-06
900171,local_mod210_control,900381,210,8,19,9699690,900381,111,1791,900358,5,11,23,2.371209801550359e-06
900171,local_any_control,900170,-1,8,19,9699690,900170,110,1580,900122,5,11,48,4.948611759757271e-06
900442,complete_uncertified,900442,0,8,19,9699690,900442,172,1852,900452,5,11,10,1.0309607832827647e-06
900442,local_mod210_control,900232,-210,8,19,9699690,900232,172,1642,900268,4,7,36,3.711458819817953e-06
900442,local_any_control,900441,-1,8,19,9699690,900441,171,1851,900452,5,11,11,1.1340568616110413e-06
900513,complete_uncertified,900513,0,8,19,9699690,900513,33,1923,900482,4,7,31,3.1959784281765704e-06
900513,local_mod210_control,900303,-210,8,19,9699690,900303,33,1713,900272,4,7,31,3.1959784281765704e-06
900513,local_any_control,900512,-1,8,19,9699690,900512,32,1922,900482,4,7,30,3.092882349848294e-06
900518,complete_uncertified,900518,0,8,19,9699690,900518,38,1928,900482,4,7,36,3.711458819817953e-06
900518,local_mod210_control,900308,-210,8,19,9699690,900308,38,1718,900272,4,7,36,3.711458819817953e-06
900518,local_any_control,900517,-1,8,19,9699690,900517,37,1927,900482,4,7,35,3.6083627414896764e-06
900662,complete_uncertified,900662,0,8,19,9699690,900662,182,2072,900688,4,7,26,2.680498036535188e-06
900662,local_mod210_control,900872,210,8,19,9699690,900872,182,2282,900898,4,7,26,2.680498036535188e-06
900662,local_any_control,900661,-1,8,19,9699690,900661,181,2071,900688,4,7,27,2.783594114863465e-06
900711,complete_uncertified,900711,0,8,19,9699690,900711,21,2121,900692,4,7,19,1.958825488237253e-06
900711,local_mod210_control,900501,-210,8,19,9699690,900501,21,1911,900482,4,7,19,1.958825488237253e-06
900711,local_any_control,900710,-1,8,19,9699690,900710,20,2120,900692,4,7,18,1.8557294099089764e-06
900962,complete_uncertified,900962,0,8,19,9699690,900962,62,62,901018,5,11,56,5.773380386383483e-06
900962,local_mod210_control,900752,-210,8,19,9699690,900752,62,2162,900782,5,11,30,3.092882349848294e-06
900962,local_any_control,900961,-1,8,19,9699690,900961,61,61,901018,5,11,57,5.876476464711759e-06
901059,complete_uncertified,901059,0,8,19,9699690,901059,159,159,901089,7,17,30,3.092882349848294e-06
901059,local_mod210_control,900849,-210,8,19,9699690,900849,159,2259,900898,4,7,49,5.051707838085547e-06
901059,local_any_control,901058,-1,8,19,9699690,901058,158,158,901089,7,17,31,3.1959784281765704e-06
901232,complete_uncertified,901232,0,8,19,9699690,901232,122,332,901318,4,7,86,8.866262736231776e-06
901232,local_mod210_control,901022,-210,8,19,9699690,901022,122,122,901018,5,11,4,4.123843133131059e-07
901232,local_any_control,901231,-1,8,19,9699690,901231,121,331,901318,4,7,87,8.969358814560053e-06
901269,complete_uncertified,901269,0,8,19,9699690,901269,159,369,901318,4,7,49,5.051707838085547e-06
901269,local_mod210_control,901479,210,8,19,9699690,901479,159,579,901442,5,11,37,3.8145548981462296e-06
901269,local_any_control,901268,-1,8,19,9699690,901268,158,368,901318,4,7,50,5.1548039164138234e-06
901371,complete_uncertified,901371,0,8,19,9699690,901371,51,471,901348,5,11,23,2.371209801550359e-06
901371,local_mod210_control,901161,-210,8,19,9699690,901161,51,261,901112,4,7,49,5.051707838085547e-06
901371,local_any_control,901370,-1,8,19,9699690,901370,50,470,901348,5,11,22,2.2681137232220826e-06
901468,complete_uncertified,901468,0,8,19,9699690,901468,148,568,901442,5,11,26,2.680498036535188e-06
901468,local_mod210_control,901258,-210,8,19,9699690,901258,148,358,901318,4,7,60,6.185764699696588e-06
901468,local_any_control,901467,-1,8,19,9699690,901467,147,567,901442,5,11,25,2.5774019582069117e-06
901502,complete_uncertified,901502,0,8,19,9699690,901502,182,602,901528,4,7,26,2.680498036535188e-06
901502,local_mod210_control,901292,-210,8,19,9699690,901292,182,392,901318,4,7,26,2.680498036535188e-06
901502,local_any_control,901501,-1,8,19,9699690,901501,181,601,901528,4,7,27,2.783594114863465e-06
901736,complete_uncertified,901736,0,8,19,9699690,901736,206,836,901738,4,7,2,2.0619215665655295e-07
901736,local_mod210_control,901526,-210,8,19,9699690,901526,206,626,901528,4,7,2,2.0619215665655295e-07
901736,local_any_control,901735,-1,8,19,9699690,901735,205,835,901738,4,7,3,3.092882349848294e-07
901828,complete_uncertified,901828,0,8,19,9699690,901828,88,928,901839,6,13,11,1.1340568616110413e-06
901828,local_mod210_control,901618,-210,8,19,9699690,901618,88,718,901678,5,11,60,6.185764699696588e-06
901828,local_any_control,901827,-1,8,19,9699690,901827,87,927,901839,6,13,12,1.2371529399393177e-06
901911,complete_uncertified,901911,0,8,19,9699690,901911,171,1011,901948,4,7,37,3.8145548981462296e-06
901911,local_mod210_control,901701,-210,8,19,9699690,901701,171,801,901678,5,11,23,2.371209801550359e-06
901911,local_any_control,901910,-1,8,19,9699690,901910,170,1010,901948,4,7,38,3.917650976474506e-06
902031,complete_uncertified,902031,0,8,19,9699690,902031,81,1131,902008,5,11,23,2.371209801550359e-06
902031,local_mod210_control,901821,-210,8,19,9699690,901821,81,921,901839,6,13,18,1.8557294099089764e-06
902031,local_any_control,902030,-1,8,19,9699690,902030,80,1130,902008,5,11,22,2.2681137232220826e-06
902295,complete_uncertified,902295,0,8,19,9699690,902295,135,1395,902271,7,17,24,2.4743058798786353e-06
902295,local_mod210_control,902085,-210,8,19,9699690,902085,135,1185,902102,5,11,17,1.7526333315807e-06
902295,local_any_control,902294,-1,8,19,9699690,902294,134,1394,902271,7,17,23,2.371209801550359e-06
902366,complete_uncertified,902366,0,8,19,9699690,902366,206,1466,902368,4,7,2,2.0619215665655295e-07
902366,local_mod210_control,902156,-210,8,19,9699690,902156,206,1256,902158,4,7,2,2.0619215665655295e-07
902366,local_any_control,902365,-1,8,19,9699690,902365,205,1465,902368,4,7,3,3.092882349848294e-07
902576,complete_uncertified,902576,0,8,19,9699690,902576,206,1676,902578,4,7,2,2.0619215665655295e-07
902576,local_mod210_control,902786,210,8,19,9699690,902786,206,1886,902788,4,7,2,2.0619215665655295e-07
902576,local_any_control,902575,-1,8,19,9699690,902575,205,1675,902578,4,7,3,3.092882349848294e-07
903069,complete_uncertified,903069,0,8,19,9699690,903069,69,2169,903092,5,11,23,2.371209801550359e-06
903069,local_mod210_control,902859,-210,8,19,9699690,902859,69,1959,902792,4,7,67,6.907437247994524e-06
903069,local_any_control,903068,-1,8,19,9699690,903068,68,2168,903092,5,11,24,2.4743058798786353e-06
903129,complete_uncertified,903129,0,8,19,9699690,903129,129,2229,903092,5,11,37,3.8145548981462296e-06
903129,local_mod210_control,902919,-210,8,19,9699690,902919,129,2019,902998,4,7,79,8.144590187933842e-06
903129,local_any_control,903128,-1,8,19,9699690,903128,128,2228,903092,5,11,36,3.711458819817953e-06
903452,complete_uncertified,903452,0,8,19,9699690,903452,32,242,903422,4,7,30,3.092882349848294e-06
903452,local_mod210_control,903242,-210,8,19,9699690,903242,32,32,903212,4,7,30,3.092882349848294e-06
903452,local_any_control,903451,-1,8,19,9699690,903451,31,241,903422,4,7,29,2.9897862715200177e-06
903506,complete_uncertified,903506,0,8,19,9699690,903506,86,296,903422,4,7,84,8.660070579575223e-06
903506,local_mod210_control,903296,-210,8,19,9699690,903296,86,86,903328,5,11,32,3.2990745065048473e-06
903506,local_any_control,903505,-1,8,19,9699690,903505,85,295,903422,4,7,83,8.556974501246948e-06
903542,complete_uncertified,903542,0,8,19,9699690,903542,122,332,903628,4,7,86,8.866262736231776e-06
903542,local_mod210_control,903332,-210,8,19,9699690,903332,122,122,903328,5,11,4,4.123843133131059e-07
903542,local_any_control,903541,-1,8,19,9699690,903541,121,331,903628,4,7,87,8.969358814560053e-06
903789,complete_uncertified,903789,0,8,19,9699690,903789,159,579,903752,5,11,37,3.8145548981462296e-06
903789,local_mod210_control,903579,-210,8,19,9699690,903579,159,369,903628,4,7,49,5.051707838085547e-06
903789,local_any_control,903788,-1,8,19,9699690,903788,158,578,903752,5,11,36,3.711458819817953e-06
904054,complete_uncertified,904054,0,8,19,9699690,904054,4,844,904052,4,7,2,2.0619215665655295e-07
904054,local_mod210_control,903844,-210,8,19,9699690,903844,4,634,903842,4,7,2,2.0619215665655295e-07
904054,local_any_control,904053,-1,8,19,9699690,904053,3,843,904052,4,7,1,1.0309607832827648e-07
904078,complete_uncertified,904078,0,8,19,9699690,904078,28,868,904082,5,11,4,4.123843133131059e-07
904078,local_mod210_control,903868,-210,8,19,9699690,903868,28,658,903842,4,7,26,2.680498036535188e-06
904078,local_any_control,904077,-1,8,19,9699690,904077,27,867,904082,5,11,5,5.154803916413823e-07
904528,complete_uncertified,904528,0,8,19,9699690,904528,58,1318,904569,6,13,41,4.226939211459335e-06
904528,local_mod210_control,904738,210,8,19,9699690,904738,58,1528,904742,5,11,4,4.123843133131059e-07
904528,local_any_control,904527,-1,8,19,9699690,904527,57,1317,904569,6,13,42,4.3300352897876115e-06
904652,complete_uncertified,904652,0,8,19,9699690,904652,182,1442,904648,5,11,4,4.123843133131059e-07
904652,local_mod210_control,904442,-210,8,19,9699690,904442,182,1232,904468,4,7,26,2.680498036535188e-06
904652,local_any_control,904651,-1,8,19,9699690,904651,181,1441,904648,5,11,3,3.092882349848294e-07
904689,complete_uncertified,904689,0,8,19,9699690,904689,9,1479,904682,4,7,7,7.216725482979353e-07
904689,local_mod210_control,904479,-210,8,19,9699690,904479,9,1269,904472,4,7,7,7.216725482979353e-07
904689,local_any_control,904688,-1,8,19,9699690,904688,8,1478,904682,4,7,6,6.185764699696588e-07
905222,complete_uncertified,905222,0,8,19,9699690,905222,122,2012,905308,4,7,86,8.866262736231776e-06
905222,local_mod210_control,905012,-210,8,19,9699690,905012,122,1802,904978,5,11,34,3.5052666631614e-06
905222,local_any_control,905221,-1,8,19,9699690,905221,121,2011,905308,4,7,87,8.969358814560053e-06
905488,complete_uncertified,905488,0,8,19,9699690,905488,178,2278,905518,4,7,30,3.092882349848294e-06
905488,local_mod210_control,905278,-210,8,19,9699690,905278,178,2068,905308,4,7,30,3.092882349848294e-06
905488,local_any_control,905487,-1,8,19,9699690,905487,177,2277,905518,4,7,31,3.1959784281765704e-06
906154,complete_uncertified,906154,0,8,19,9699690,906154,4,634,906152,4,7,2,2.0619215665655295e-07
906154,local_mod210_control,905944,-210,8,19,9699690,905944,4,424,905942,4,7,2,2.0619215665655295e-07
906154,local_any_control,906153,-1,8,19,9699690,906153,3,633,906152,4,7,1,1.0309607832827648e-07
906249,complete_uncertified,906249,0,8,19,9699690,906249,99,729,906298,5,11,49,5.051707838085547e-06
906249,local_mod210_control,906039,-210,8,19,9699690,906039,99,519,906062,5,11,23,2.371209801550359e-06
906249,local_any_control,906248,-1,8,19,9699690,906248,98,728,906298,5,11,50,5.1548039164138234e-06
906632,complete_uncertified,906632,0,8,19,9699690,906632,62,1112,906628,5,11,4,4.123843133131059e-07
906632,local_mod210_control,906422,-210,8,19,9699690,906422,62,902,906392,5,11,30,3.092882349848294e-06
906632,local_any_control,906631,-1,8,19,9699690,906631,61,1111,906628,5,11,3,3.092882349848294e-07
906771,complete_uncertified,906771,0,8,19,9699690,906771,201,1251,906778,4,7,7,7.216725482979353e-07
906771,local_mod210_control,906561,-210,8,19,9699690,906561,201,1041,906568,4,7,7,7.216725482979353e-07
906771,local_any_control,906770,-1,8,19,9699690,906770,200,1250,906778,4,7,8,8.247686266262118e-07
906808,complete_uncertified,906808,0,8,19,9699690,906808,28,1288,906782,4,7,26,2.680498036535188e-06
906808,local_mod210_control,906598,-210,8,19,9699690,906598,28,1078,906572,4,7,26,2.680498036535188e-06
906808,local_any_control,906807,-1,8,19,9699690,906807,27,1287,906782,4,7,25,2.5774019582069117e-06
906928,complete_uncertified,906928,0,8,19,9699690,906928,148,1408,906958,5,11,30,3.092882349848294e-06
906928,local_mod210_control,906718,-210,8,19,9699690,906718,148,1198,906722,5,11,4,4.123843133131059e-07
906928,local_any_control,906927,-1,8,19,9699690,906927,147,1407,906958,5,11,31,3.1959784281765704e-06
906932,complete_uncertified,906932,0,8,19,9699690,906932,152,1412,906958,5,11,26,2.680498036535188e-06
906932,local_mod210_control,907142,210,8,19,9699690,907142,152,1622,907196,6,13,54,5.56718822972693e-06
906932,local_any_control,906931,-1,8,19,9699690,906931,151,1411,906958,5,11,27,2.783594114863465e-06
907228,complete_uncertified,907228,0,8,19,9699690,907228,28,1708,907202,4,7,26,2.680498036535188e-06
907228,local_mod210_control,907018,-210,8,19,9699690,907018,28,1498,906992,4,7,26,2.680498036535188e-06
907228,local_any_control,907227,-1,8,19,9699690,907227,27,1707,907202,4,7,25,2.5774019582069117e-06
907359,complete_uncertified,907359,0,8,19,9699690,907359,159,1839,907382,5,11,23,2.371209801550359e-06
907359,local_mod210_control,907149,-210,8,19,9699690,907149,159,1629,907196,6,13,47,4.845515681428994e-06
907359,local_any_control,907358,-1,8,19,9699690,907358,158,1838,907382,5,11,24,2.4743058798786353e-06
907826,complete_uncertified,907826,0,8,19,9699690,907826,206,2306,907828,4,7,2,2.0619215665655295e-07
907826,local_mod210_control,907616,-210,8,19,9699690,907616,206,2096,907618,4,7,2,2.0619215665655295e-07
907826,local_any_control,907825,-1,8,19,9699690,907825,205,2305,907828,4,7,3,3.092882349848294e-07
907971,complete_uncertified,907971,0,8,19,9699690,907971,141,141,907948,5,11,23,2.371209801550359e-06
907971,local_mod210_control,907761,-210,8,19,9699690,907761,141,2241,907719,7,17,42,4.3300352897876115e-06
907971,local_any_control,907970,-1,8,19,9699690,907970,140,140,907948,5,11,22,2.2681137232220826e-06
908469,complete_uncertified,908469,0,8,19,9699690,908469,9,639,908462,4,7,7,7.216725482979353e-07
908469,local_mod210_control,908259,-210,8,19,9699690,908259,9,429,908252,4,7,7,7.216725482979353e-07
908469,local_any_control,908468,-1,8,19,9699690,908468,8,638,908462,4,7,6,6.185764699696588e-07
908522,complete_uncertified,908522,0,8,19,9699690,908522,62,692,908462,4,7,60,6.185764699696588e-06
908522,local_mod210_control,908312,-210,8,19,9699690,908312,62,482,908278,5,11,34,3.5052666631614e-06
908522,local_any_control,908521,-1,8,19,9699690,908521,61,691,908462,4,7,59,6.082668621368312e-06
908552,complete_uncertified,908552,0,8,19,9699690,908552,92,722,908608,5,11,56,5.773380386383483e-06
908552,local_mod210_control,908342,-210,8,19,9699690,908342,92,512,908372,5,11,30,3.092882349848294e-06
908552,local_any_control,908551,-1,8,19,9699690,908551,91,721,908608,5,11,57,5.876476464711759e-06
908968,complete_uncertified,908968,0,8,19,9699690,908968,88,1138,908938,5,11,30,3.092882349848294e-06
908968,local_mod210_control,908758,-210,8,19,9699690,908758,88,928,908702,5,11,56,5.773380386383483e-06
908968,local_any_control,908967,-1,8,19,9699690,908967,87,1137,908938,5,11,29,2.9897862715200177e-06
909212,complete_uncertified,909212,0,8,19,9699690,909212,122,1382,909268,5,11,56,5.773380386383483e-06
909212,local_mod210_control,909002,-210,8,19,9699690,909002,122,1172,909032,5,11,30,3.092882349848294e-06
909212,local_any_control,909211,-1,8,19,9699690,909211,121,1381,909268,5,11,57,5.876476464711759e-06
909332,complete_uncertified,909332,0,8,19,9699690,909332,32,1502,909302,4,7,30,3.092882349848294e-06
909332,local_mod210_control,909122,-210,8,19,9699690,909122,32,1292,909092,4,7,30,3.092882349848294e-06
909332,local_any_control,909331,-1,8,19,9699690,909331,31,1501,909302,4,7,29,2.9897862715200177e-06
909904,complete_uncertified,909904,0,8,19,9699690,909904,184,2074,909928,4,7,24,2.4743058798786353e-06
909904,local_mod210_control,909694,-210,8,19,9699690,909694,184,1864,909692,5,11,2,2.0619215665655295e-07
909904,local_any_control,909903,-1,8,19,9699690,909903,183,2073,909928,4,7,25,2.5774019582069117e-06
910622,complete_uncertified,910622,0,8,19,9699690,910622,62,482,910588,5,11,34,3.5052666631614e-06
910622,local_mod210_control,910412,-210,8,19,9699690,910412,62,272,910352,4,7,60,6.185764699696588e-06
910622,local_any_control,910621,-1,8,19,9699690,910621,61,481,910588,5,11,33,3.4021705848331236e-06
910922,complete_uncertified,910922,0,8,19,9699690,910922,152,782,910918,5,11,4,4.123843133131059e-07
910922,local_mod210_control,910712,-210,8,19,9699690,910712,152,572,910682,5,11,30,3.092882349848294e-06
910922,local_any_control,910921,-1,8,19,9699690,910921,151,781,910918,5,11,3,3.092882349848294e-07
910971,complete_uncertified,910971,0,8,19,9699690,910971,201,831,910978,4,7,7,7.216725482979353e-07
910971,local_mod210_control,910761,-210,8,19,9699690,910761,201,621,910768,4,7,7,7.216725482979353e-07
910971,local_any_control,910970,-1,8,19,9699690,910970,200,830,910978,4,7,8,8.247686266262118e-07
910984,complete_uncertified,910984,0,8,19,9699690,910984,4,844,910982,4,7,2,2.0619215665655295e-07
910984,local_mod210_control,910774,-210,8,19,9699690,910774,4,634,910772,4,7,2,2.0619215665655295e-07
910984,local_any_control,910983,-1,8,19,9699690,910983,3,843,910982,4,7,1,1.0309607832827648e-07
911008,complete_uncertified,911008,0,8,19,9699690,911008,28,868,911012,5,11,4,4.123843133131059e-07
911008,local_mod210_control,910798,-210,8,19,9699690,910798,28,658,910772,4,7,26,2.680498036535188e-06
911008,local_any_control,911007,-1,8,19,9699690,911007,27,867,911012,5,11,5,5.154803916413823e-07
911222,complete_uncertified,911222,0,8,19,9699690,911222,32,1082,911248,5,11,26,2.680498036535188e-06
911222,local_mod210_control,911432,210,8,19,9699690,911432,32,1292,911402,4,7,30,3.092882349848294e-06
911222,local_any_control,911221,-1,8,19,9699690,911221,31,1081,911248,5,11,27,2.783594114863465e-06
911301,complete_uncertified,911301,0,8,19,9699690,911301,111,1161,911289,7,17,12,1.2371529399393177e-06
911301,local_mod210_control,911091,-210,8,19,9699690,911091,111,951,911012,5,11,79,8.144590187933842e-06
911301,local_any_control,911300,-1,8,19,9699690,911300,110,1160,911289,7,17,11,1.1340568616110413e-06
911319,complete_uncertified,911319,0,8,19,9699690,911319,129,1179,911342,5,11,23,2.371209801550359e-06
911319,local_mod210_control,911109,-210,8,19,9699690,911109,129,969,911188,4,7,79,8.144590187933842e-06
911319,local_any_control,911318,-1,8,19,9699690,911318,128,1178,911342,5,11,24,2.4743058798786353e-06
911368,complete_uncertified,911368,0,8,19,9699690,911368,178,1228,911351,8,19,17,1.7526333315807e-06
911368,local_mod210_control,911158,-210,8,19,9699690,911158,178,1018,911188,4,7,30,3.092882349848294e-06
911368,local_any_control,911367,-1,8,19,9699690,911367,177,1227,911351,8,19,16,1.6495372532524236e-06
911679,complete_uncertified,911679,0,8,19,9699690,911679,69,1539,911672,5,11,7,7.216725482979353e-07
911679,local_mod210_control,911469,-210,8,19,9699690,911469,69,1329,911518,7,17,49,5.051707838085547e-06
911679,local_any_control,911678,-1,8,19,9699690,911678,68,1538,911672,5,11,6,6.185764699696588e-07
912026,complete_uncertified,912026,0,8,19,9699690,912026,206,1886,912028,4,7,2,2.0619215665655295e-07
912026,local_mod210_control,912236,210,8,19,9699690,912236,206,2096,912238,4,7,2,2.0619215665655295e-07
912026,local_any_control,912025,-1,8,19,9699690,912025,205,1885,912028,4,7,3,3.092882349848294e-07
912261,complete_uncertified,912261,0,8,19,9699690,912261,21,2121,912242,4,7,19,1.958825488237253e-06
912261,local_mod210_control,912051,-210,8,19,9699690,912051,21,1911,912032,4,7,19,1.958825488237253e-06
912261,local_any_control,912260,-1,8,19,9699690,912260,20,2120,912242,4,7,18,1.8557294099089764e-06
912632,complete_uncertified,912632,0,8,19,9699690,912632,182,182,912622,8,19,10,1.0309607832827647e-06
912632,local_mod210_control,912422,-210,8,19,9699690,912422,182,2282,912448,4,7,26,2.680498036535188e-06
912632,local_any_control,912631,-1,8,19,9699690,912631,181,181,912622,8,19,9,9.278647049544882e-07
912752,complete_uncertified,912752,0,8,19,9699690,912752,92,302,912759,6,13,7,7.216725482979353e-07
912752,local_mod210_control,912542,-210,8,19,9699690,912542,92,92,912568,5,11,26,2.680498036535188e-06
912752,local_any_control,912751,-1,8,19,9699690,912751,91,301,912759,6,13,8,8.247686266262118e-07
913048,complete_uncertified,913048,0,8,19,9699690,913048,178,598,913078,4,7,30,3.092882349848294e-06
913048,local_mod210_control,912838,-210,8,19,9699690,912838,178,388,912868,4,7,30,3.092882349848294e-06
913048,local_any_control,913047,-1,8,19,9699690,913047,177,597,913078,4,7,31,3.1959784281765704e-06
913121,complete_uncertified,913121,0,8,19,9699690,913121,41,671,913082,4,7,39,4.020747054802782e-06
913121,local_mod210_control,912911,-210,8,19,9699690,912911,41,461,912898,5,11,13,1.340249018267594e-06
913121,local_any_control,913120,-1,8,19,9699690,913120,40,670,913082,4,7,38,3.917650976474506e-06
913179,complete_uncertified,913179,0,8,19,9699690,913179,99,729,913202,8,19,23,2.371209801550359e-06
913179,local_mod210_control,912969,-210,8,19,9699690,912969,99,519,912981,7,17,12,1.2371529399393177e-06
913179,local_any_control,913178,-1,8,19,9699690,913178,98,728,913202,8,19,24,2.4743058798786353e-06
913682,complete_uncertified,913682,0,8,19,9699690,913682,182,1232,913695,7,17,13,1.340249018267594e-06
913682,local_mod210_control,913472,-210,8,19,9699690,913472,182,1022,913498,4,7,26,2.680498036535188e-06
913682,local_any_control,913681,-1,8,19,9699690,913681,181,1231,913695,7,17,14,1.4433450965958706e-06
913714,complete_uncertified,913714,0,8,19,9699690,913714,4,1264,913712,4,7,2,2.0619215665655295e-07
913714,local_mod210_control,913504,-210,8,19,9699690,913504,4,1054,913502,4,7,2,2.0619215665655295e-07
913714,local_any_control,913713,-1,8,19,9699690,913713,3,1263,913712,4,7,1,1.0309607832827648e-07
914019,complete_uncertified,914019,0,8,19,9699690,914019,99,1569,913982,5,11,37,3.8145548981462296e-06
914019,local_mod210_control,913809,-210,8,19,9699690,913809,99,1359,913772,8,19,37,3.8145548981462296e-06
914019,local_any_control,914018,-1,8,19,9699690,914018,98,1568,913982,5,11,36,3.711458819817953e-06
914840,complete_uncertified,914840,0,8,19,9699690,914840,80,80,914859,7,17,19,1.958825488237253e-06
914840,local_mod210_control,914630,-210,8,19,9699690,914630,80,2180,914642,5,11,12,1.2371529399393177e-06
914840,local_any_control,914839,-1,8,19,9699690,914839,79,79,914859,7,17,20,2.0619215665655294e-06
914912,complete_uncertified,914912,0,8,19,9699690,914912,152,152,914878,5,11,34,3.5052666631614e-06
914912,local_mod210_control,914702,-210,8,19,9699690,914702,152,2252,914758,4,7,56,5.773380386383483e-06
914912,local_any_control,914911,-1,8,19,9699690,914911,151,151,914878,5,11,33,3.4021705848331236e-06
915021,complete_uncertified,915021,0,8,19,9699690,915021,51,261,915052,6,13,31,3.1959784281765704e-06
915021,local_mod210_control,914811,-210,8,19,9699690,914811,51,51,914859,7,17,48,4.948611759757271e-06
915021,local_any_control,915020,-1,8,19,9699690,915020,50,260,915052,6,13,32,3.2990745065048473e-06
915118,complete_uncertified,915118,0,8,19,9699690,915118,148,358,915178,4,7,60,6.185764699696588e-06
915118,local_mod210_control,914908,-210,8,19,9699690,914908,148,148,914878,5,11,30,3.092882349848294e-06
915118,local_any_control,915117,-1,8,19,9699690,915117,147,357,915178,4,7,61,6.2888607780248645e-06
915358,complete_uncertified,915358,0,8,19,9699690,915358,178,598,915388,4,7,30,3.092882349848294e-06
915358,local_mod210_control,915148,-210,8,19,9699690,915148,178,388,915178,4,7,30,3.092882349848294e-06
915358,local_any_control,915357,-1,8,19,9699690,915357,177,597,915388,4,7,31,3.1959784281765704e-06
915928,complete_uncertified,915928,0,8,19,9699690,915928,118,1168,915962,5,11,34,3.5052666631614e-06
915928,local_mod210_control,915718,-210,8,19,9699690,915718,118,958,915632,5,11,86,8.866262736231776e-06
915928,local_any_control,915927,-1,8,19,9699690,915927,117,1167,915962,5,11,35,3.6083627414896764e-06
916016,complete_uncertified,916016,0,8,19,9699690,916016,206,1256,916018,4,7,2,2.0619215665655295e-07
