selected_rank,seed_mod210,priority_label,direction_label,seed_n,cohort_role,n,control_delta,row_mod210,residue,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,complete_circular_residue_distance,distance_minus_complete,normalized_residue_distance
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,747814,complete_uncertified,747814,0,4,747814,747812,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,747814,local_mod210_control,747604,-210,4,747604,747602,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,747814,local_any_control,747813,-1,3,747813,747812,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,752644,complete_uncertified,752644,0,4,752644,752642,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,752644,local_mod210_control,752434,-210,4,752434,752432,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,752644,local_any_control,752643,-1,3,752643,752642,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,760834,complete_uncertified,760834,0,4,760834,760832,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,760834,local_mod210_control,760624,-210,4,760624,760622,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,760834,local_any_control,760833,-1,3,760833,760832,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,763984,complete_uncertified,763984,0,4,763984,763982,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,763984,local_mod210_control,763774,-210,4,763774,763772,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,763984,local_any_control,763983,-1,3,763983,763982,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,766294,complete_uncertified,766294,0,4,766294,766292,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,766294,local_mod210_control,766084,-210,4,766084,766082,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,766294,local_any_control,766293,-1,3,766293,766292,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,772174,complete_uncertified,772174,0,4,772174,772172,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,772174,local_mod210_control,772384,210,4,772384,772382,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,772174,local_any_control,772173,-1,3,772173,772172,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,775954,complete_uncertified,775954,0,4,775954,775952,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,775954,local_mod210_control,775744,-210,4,775744,775742,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,775954,local_any_control,775953,-1,3,775953,775952,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,779104,complete_uncertified,779104,0,4,779104,779102,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,779104,local_mod210_control,778894,-210,4,778894,778892,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,779104,local_any_control,779103,-1,3,779103,779102,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,781624,complete_uncertified,781624,0,4,781624,781622,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,781624,local_mod210_control,781414,-210,4,781414,781412,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,781624,local_any_control,781623,-1,3,781623,781622,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,786244,complete_uncertified,786244,0,4,786244,786242,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,786244,local_mod210_control,786034,-210,4,786034,786032,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,786244,local_any_control,786243,-1,3,786243,786242,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,786454,complete_uncertified,786454,0,4,786454,786452,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,786454,local_mod210_control,786664,210,4,786664,786662,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,786454,local_any_control,786453,-1,3,786453,786452,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,787924,complete_uncertified,787924,0,4,787924,787922,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,787924,local_mod210_control,787714,-210,4,787714,787712,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,787924,local_any_control,787923,-1,3,787923,787922,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,792964,complete_uncertified,792964,0,4,792964,792962,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,792964,local_mod210_control,792754,-210,4,792754,792752,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,792964,local_any_control,792963,-1,3,792963,792962,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,799054,complete_uncertified,799054,0,4,799054,799052,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,799054,local_mod210_control,798844,-210,4,798844,798842,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,799054,local_any_control,799053,-1,3,799053,799052,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,803464,complete_uncertified,803464,0,4,803464,803462,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,803464,local_mod210_control,803254,-210,4,803254,803252,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,803464,local_any_control,803463,-1,3,803463,803462,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,814804,complete_uncertified,814804,0,4,814804,814802,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,814804,local_mod210_control,814594,-210,4,814594,814592,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,814804,local_any_control,814803,-1,3,814803,814802,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,815434,complete_uncertified,815434,0,4,815434,815432,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,815434,local_mod210_control,815224,-210,4,815224,815222,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,815434,local_any_control,815433,-1,3,815433,815432,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,819844,complete_uncertified,819844,0,4,819844,819842,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,819844,local_mod210_control,819634,-210,4,819634,819632,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,819844,local_any_control,819843,-1,3,819843,819842,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,821944,complete_uncertified,821944,0,4,821944,821942,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,821944,local_mod210_control,821734,-210,4,821734,821732,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,821944,local_any_control,821943,-1,3,821943,821942,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,827824,complete_uncertified,827824,0,4,827824,827822,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,827824,local_mod210_control,827614,-210,4,827614,827612,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,827824,local_any_control,827823,-1,3,827823,827822,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,839164,complete_uncertified,839164,0,4,839164,839162,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,839164,local_mod210_control,838954,-210,4,838954,838952,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,839164,local_any_control,839163,-1,3,839163,839162,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,840004,complete_uncertified,840004,0,4,840004,840002,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,840004,local_mod210_control,840214,210,4,840214,840212,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,840004,local_any_control,840003,-1,3,840003,840002,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,846094,complete_uncertified,846094,0,4,846094,846092,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,846094,local_mod210_control,845884,-210,4,845884,845882,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,846094,local_any_control,846093,-1,3,846093,846092,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,848194,complete_uncertified,848194,0,4,848194,848192,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,848194,local_mod210_control,847984,-210,4,847984,847982,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,848194,local_any_control,848193,-1,3,848193,848192,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,851764,complete_uncertified,851764,0,4,851764,851762,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,851764,local_mod210_control,851554,-210,4,851554,851552,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,851764,local_any_control,851763,-1,3,851763,851762,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,853234,complete_uncertified,853234,0,4,853234,853232,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,853234,local_mod210_control,853024,-210,4,853024,853022,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,853234,local_any_control,853233,-1,3,853233,853232,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,861844,complete_uncertified,861844,0,4,861844,861842,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,861844,local_mod210_control,861634,-210,4,861634,861632,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,861844,local_any_control,861843,-1,3,861843,861842,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,863734,complete_uncertified,863734,0,4,863734,863732,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,863734,local_mod210_control,863524,-210,4,863524,863522,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,863734,local_any_control,863733,-1,3,863733,863732,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,864784,complete_uncertified,864784,0,4,864784,864782,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,864784,local_mod210_control,864994,210,4,864994,864992,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,864784,local_any_control,864783,-1,3,864783,864782,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,867304,complete_uncertified,867304,0,4,867304,867302,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,867304,local_mod210_control,867094,-210,4,867094,867092,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,867304,local_any_control,867303,-1,3,867303,867302,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,878224,complete_uncertified,878224,0,4,878224,878222,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,878224,local_mod210_control,878014,-210,4,878014,878012,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,878224,local_any_control,878223,-1,3,878223,878222,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,887884,complete_uncertified,887884,0,4,887884,887882,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,887884,local_mod210_control,888094,210,4,888094,888092,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,887884,local_any_control,887883,-1,3,887883,887882,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,896914,complete_uncertified,896914,0,4,896914,896912,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,896914,local_mod210_control,896704,-210,4,896704,896702,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,896914,local_any_control,896913,-1,3,896913,896912,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,897544,complete_uncertified,897544,0,4,897544,897542,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,897544,local_mod210_control,897334,-210,4,897334,897332,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,897544,local_any_control,897543,-1,3,897543,897542,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,899224,complete_uncertified,899224,0,4,899224,899222,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,899224,local_mod210_control,899014,-210,4,899014,899012,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,899224,local_any_control,899223,-1,3,899223,899222,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,904054,complete_uncertified,904054,0,4,904054,904052,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,904054,local_mod210_control,903844,-210,4,903844,903842,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,904054,local_any_control,904053,-1,3,904053,904052,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,906154,complete_uncertified,906154,0,4,906154,906152,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,906154,local_mod210_control,905944,-210,4,905944,905942,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,906154,local_any_control,906153,-1,3,906153,906152,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,910984,complete_uncertified,910984,0,4,910984,910982,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,910984,local_mod210_control,910774,-210,4,910774,910772,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,910984,local_any_control,910983,-1,3,910983,910982,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,913714,complete_uncertified,913714,0,4,913714,913712,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,913714,local_mod210_control,913504,-210,4,913504,913502,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,913714,local_any_control,913713,-1,3,913713,913712,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,916444,complete_uncertified,916444,0,4,916444,916442,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,916444,local_mod210_control,916234,-210,4,916234,916232,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,916444,local_any_control,916443,-1,3,916443,916442,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,918334,complete_uncertified,918334,0,4,918334,918332,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,918334,local_mod210_control,918124,-210,4,918124,918122,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,918334,local_any_control,918333,-1,3,918333,918332,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,919174,complete_uncertified,919174,0,4,919174,919172,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,919174,local_mod210_control,918964,-210,4,918964,918962,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,919174,local_any_control,919173,-1,3,919173,919172,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,932614,complete_uncertified,932614,0,4,932614,932612,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,932614,local_mod210_control,932404,-210,4,932404,932402,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,932614,local_any_control,932613,-1,3,932613,932612,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,941014,complete_uncertified,941014,0,4,941014,941012,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,941014,local_mod210_control,940804,-210,4,940804,940802,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,941014,local_any_control,941013,-1,3,941013,941012,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,943534,complete_uncertified,943534,0,4,943534,943532,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,943534,local_mod210_control,943324,-210,4,943324,943322,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,943534,local_any_control,943533,-1,3,943533,943532,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,952354,complete_uncertified,952354,0,4,952354,952352,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,952354,local_mod210_control,952144,-210,4,952144,952142,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,952354,local_any_control,952353,-1,3,952353,952352,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,955504,complete_uncertified,955504,0,4,955504,955502,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,955504,local_mod210_control,955294,-210,4,955294,955292,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,955504,local_any_control,955503,-1,3,955503,955502,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,973144,complete_uncertified,973144,0,4,973144,973142,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,973144,local_mod210_control,972934,-210,4,972934,972932,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,973144,local_any_control,973143,-1,3,973143,973142,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,979654,complete_uncertified,979654,0,4,979654,979652,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,979654,local_mod210_control,979444,-210,4,979444,979442,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,979654,local_any_control,979653,-1,3,979653,979652,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,983224,complete_uncertified,983224,0,4,983224,983222,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,983224,local_mod210_control,983014,-210,4,983014,983012,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,983224,local_any_control,983223,-1,3,983223,983222,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,985324,complete_uncertified,985324,0,4,985324,985322,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,985324,local_mod210_control,985114,-210,4,985114,985112,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,985324,local_any_control,985323,-1,3,985323,985322,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,986164,complete_uncertified,986164,0,4,986164,986162,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,986164,local_mod210_control,985954,-210,4,985954,985952,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,986164,local_any_control,986163,-1,3,986163,986162,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,987424,complete_uncertified,987424,0,4,987424,987422,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,987424,local_mod210_control,987214,-210,4,987214,987212,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,987424,local_any_control,987423,-1,3,987423,987422,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,991414,complete_uncertified,991414,0,4,991414,991412,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,991414,local_mod210_control,991204,-210,4,991204,991202,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,991414,local_any_control,991413,-1,3,991413,991412,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,998344,complete_uncertified,998344,0,4,998344,998342,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,998344,local_mod210_control,998134,-210,4,998134,998132,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,998344,local_any_control,998343,-1,3,998343,998342,4,7,1,2,-1,1.0309607832827648e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,999394,complete_uncertified,999394,0,4,999394,999392,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,999394,local_mod210_control,999184,-210,4,999184,999182,4,7,2,2,0,2.0619215665655295e-07
2,4,large_class_mixed_direction,mod210_tied__any_complete_larger,999394,local_any_control,999393,-1,3,999393,999392,4,7,1,2,-1,1.0309607832827648e-07
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,729,complete_uncertified,729,0,99,729,778,5,11,49,49,0,5.051707838085547e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,729,local_mod210_control,519,-210,99,519,542,5,11,23,49,-26,2.371209801550359e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,729,local_any_control,728,-1,98,728,778,5,11,50,49,1,5.1548039164138234e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,5559,complete_uncertified,5559,0,99,5559,5492,5,11,67,67,0,6.907437247994524e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,5559,local_mod210_control,5349,-210,99,5349,5301,7,17,48,67,-19,4.948611759757271e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,5559,local_any_control,5558,-1,98,5558,5492,5,11,66,67,-1,6.804341169666247e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,16899,complete_uncertified,16899,0,99,16899,16911,7,17,12,12,0,1.2371529399393177e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,16899,local_mod210_control,16689,-210,99,16689,16682,7,17,7,12,-5,7.216725482979353e-07
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,16899,local_any_control,16898,-1,98,16898,16911,7,17,13,12,1,1.340249018267594e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,17739,complete_uncertified,17739,0,99,17739,17702,5,11,37,37,0,3.8145548981462296e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,17739,local_mod210_control,17529,-210,99,17529,17608,5,11,79,37,42,8.144590187933842e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,17739,local_any_control,17738,-1,98,17738,17702,5,11,36,37,-1,3.711458819817953e-06
3,99,large_class_mixed_direction,mod210_complete_larger__any_complete_smaller,24249,complete_uncertified,24249,0,99,24249,24208,5,11,41,41,0,4.226939211459335e-06
