selected_rank,seed_mod210,priority_label,direction_label,seed_n,cohort_role,n,control_delta,row_mod210,residue,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,complete_circular_residue_distance,distance_minus_complete,normalized_residue_distance
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,535286,local_mod210_control,535076,-210,206,535076,535078,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,535286,local_any_control,535285,-1,205,535285,535288,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,539906,complete_uncertified,539906,0,206,539906,539908,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,539906,local_mod210_control,539696,-210,206,539696,539698,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,539906,local_any_control,539905,-1,205,539905,539908,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,554606,complete_uncertified,554606,0,206,554606,554608,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,554606,local_mod210_control,554396,-210,206,554396,554398,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,554606,local_any_control,554605,-1,205,554605,554608,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,565946,complete_uncertified,565946,0,206,565946,565948,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,565946,local_mod210_control,565736,-210,206,565736,565738,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,565946,local_any_control,565945,-1,205,565945,565948,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,567626,complete_uncertified,567626,0,206,567626,567628,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,567626,local_mod210_control,567416,-210,206,567416,567418,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,567626,local_any_control,567625,-1,205,567625,567628,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,573926,complete_uncertified,573926,0,206,573926,573928,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,573926,local_mod210_control,573716,-210,206,573716,573718,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,573926,local_any_control,573925,-1,205,573925,573928,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,578966,complete_uncertified,578966,0,206,578966,578968,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,578966,local_mod210_control,578756,-210,206,578756,578758,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,578966,local_any_control,578965,-1,205,578965,578968,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,585056,complete_uncertified,585056,0,206,585056,585058,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,585056,local_mod210_control,584846,-210,206,584846,584848,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,585056,local_any_control,585055,-1,205,585055,585058,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,588416,complete_uncertified,588416,0,206,588416,588418,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,588416,local_mod210_control,588206,-210,206,588206,588208,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,588416,local_any_control,588415,-1,205,588415,588418,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,593246,complete_uncertified,593246,0,206,593246,593248,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,593246,local_mod210_control,593036,-210,206,593036,593038,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,593246,local_any_control,593245,-1,205,593245,593248,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,596606,complete_uncertified,596606,0,206,596606,596608,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,596606,local_mod210_control,596396,-210,206,596396,596398,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,596606,local_any_control,596605,-1,205,596605,596608,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,599966,complete_uncertified,599966,0,206,599966,599968,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,599966,local_mod210_control,599756,-210,206,599756,599758,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,599966,local_any_control,599965,-1,205,599965,599968,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,600596,complete_uncertified,600596,0,206,600596,600598,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,600596,local_mod210_control,600386,-210,206,600386,600388,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,600596,local_any_control,600595,-1,205,600595,600598,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,611516,complete_uncertified,611516,0,206,611516,611518,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,611516,local_mod210_control,611306,-210,206,611306,611308,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,611516,local_any_control,611515,-1,205,611515,611518,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,615506,complete_uncertified,615506,0,206,615506,615508,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,615506,local_mod210_control,615296,-210,206,615296,615298,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,615506,local_any_control,615505,-1,205,615505,615508,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,624536,complete_uncertified,624536,0,206,624536,624538,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,624536,local_mod210_control,624326,-210,206,624326,624328,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,624536,local_any_control,624535,-1,205,624535,624538,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,631046,complete_uncertified,631046,0,206,631046,631048,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,631046,local_mod210_control,630836,-210,206,630836,630838,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,631046,local_any_control,631045,-1,205,631045,631048,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,632306,complete_uncertified,632306,0,206,632306,632308,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,632306,local_mod210_control,632096,-210,206,632096,632098,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,632306,local_any_control,632305,-1,205,632305,632308,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,634196,complete_uncertified,634196,0,206,634196,634198,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,634196,local_mod210_control,633986,-210,206,633986,633988,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,634196,local_any_control,634195,-1,205,634195,634198,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,634616,complete_uncertified,634616,0,206,634616,634618,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,634616,local_mod210_control,634406,-210,206,634406,634408,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,634616,local_any_control,634615,-1,205,634615,634618,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,641546,complete_uncertified,641546,0,206,641546,641548,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,641546,local_mod210_control,641336,-210,206,641336,641338,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,641546,local_any_control,641545,-1,205,641545,641548,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,647846,complete_uncertified,647846,0,206,647846,647848,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,647846,local_mod210_control,647636,-210,206,647636,647638,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,647846,local_any_control,647845,-1,205,647845,647848,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,652886,complete_uncertified,652886,0,206,652886,652888,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,652886,local_mod210_control,652676,-210,206,652676,652678,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,652886,local_any_control,652885,-1,205,652885,652888,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,656456,complete_uncertified,656456,0,206,656456,656458,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,656456,local_mod210_control,656246,-210,206,656246,656248,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,656456,local_any_control,656455,-1,205,656455,656458,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,664226,complete_uncertified,664226,0,206,664226,664228,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,664226,local_mod210_control,664016,-210,206,664016,664018,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,664226,local_any_control,664225,-1,205,664225,664228,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,676406,complete_uncertified,676406,0,206,676406,676408,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,676406,local_mod210_control,676196,-210,206,676196,676198,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,676406,local_any_control,676405,-1,205,676405,676408,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,677456,complete_uncertified,677456,0,206,677456,677458,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,677456,local_mod210_control,677246,-210,206,677246,677248,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,677456,local_any_control,677455,-1,205,677455,677458,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,688796,complete_uncertified,688796,0,206,688796,688798,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,688796,local_mod210_control,688586,-210,206,688586,688588,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,688796,local_any_control,688795,-1,205,688795,688798,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,691526,complete_uncertified,691526,0,206,691526,691528,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,691526,local_mod210_control,691316,-210,206,691316,691318,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,691526,local_any_control,691525,-1,205,691525,691528,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,694256,complete_uncertified,694256,0,206,694256,694258,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,694256,local_mod210_control,694046,-210,206,694046,694048,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,694256,local_any_control,694255,-1,205,694255,694258,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,696356,complete_uncertified,696356,0,206,696356,696358,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,696356,local_mod210_control,696146,-210,206,696146,696148,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,696356,local_any_control,696355,-1,205,696355,696358,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,701606,complete_uncertified,701606,0,206,701606,701608,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,701606,local_mod210_control,701396,-210,206,701396,701398,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,701606,local_any_control,701605,-1,205,701605,701608,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,704546,complete_uncertified,704546,0,206,704546,704548,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,704546,local_mod210_control,704336,-210,206,704336,704338,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,704546,local_any_control,704545,-1,205,704545,704548,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,715676,complete_uncertified,715676,0,206,715676,715678,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,715676,local_mod210_control,715466,-210,206,715466,715468,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,715676,local_any_control,715675,-1,205,715675,715678,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,738146,complete_uncertified,738146,0,206,738146,738148,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,738146,local_mod210_control,737936,-210,206,737936,737938,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,738146,local_any_control,738145,-1,205,738145,738148,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,743396,complete_uncertified,743396,0,206,743396,743398,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,743396,local_mod210_control,743186,-210,206,743186,743188,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,743396,local_any_control,743395,-1,205,743395,743398,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,747806,complete_uncertified,747806,0,206,747806,747808,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,747806,local_mod210_control,747596,-210,206,747596,747598,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,747806,local_any_control,747805,-1,205,747805,747808,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,754316,complete_uncertified,754316,0,206,754316,754318,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,754316,local_mod210_control,754106,-210,206,754106,754108,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,754316,local_any_control,754315,-1,205,754315,754318,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,754736,complete_uncertified,754736,0,206,754736,754738,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,754736,local_mod210_control,754526,-210,206,754526,754528,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,754736,local_any_control,754735,-1,205,754735,754738,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,755996,complete_uncertified,755996,0,206,755996,755998,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,755996,local_mod210_control,755786,-210,206,755786,755788,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,755996,local_any_control,755995,-1,205,755995,755998,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,768596,complete_uncertified,768596,0,206,768596,768598,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,768596,local_mod210_control,768386,-210,206,768386,768388,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,768596,local_any_control,768595,-1,205,768595,768598,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,772166,complete_uncertified,772166,0,206,772166,772168,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,772166,local_mod210_control,771956,-210,206,771956,771958,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,772166,local_any_control,772165,-1,205,772165,772168,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,778886,complete_uncertified,778886,0,206,778886,778888,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,778886,local_mod210_control,778676,-210,206,778676,778678,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,778886,local_any_control,778885,-1,205,778885,778888,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,792116,complete_uncertified,792116,0,206,792116,792118,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,792116,local_mod210_control,791906,-210,206,791906,791908,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,792116,local_any_control,792115,-1,205,792115,792118,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,792956,complete_uncertified,792956,0,206,792956,792958,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,792956,local_mod210_control,792746,-210,206,792746,792748,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,792956,local_any_control,792955,-1,205,792955,792958,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,798206,complete_uncertified,798206,0,206,798206,798208,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,798206,local_mod210_control,797996,-210,206,797996,797998,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,798206,local_any_control,798205,-1,205,798205,798208,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,800936,complete_uncertified,800936,0,206,800936,800938,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,800936,local_mod210_control,800726,-210,206,800726,800728,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,800936,local_any_control,800935,-1,205,800935,800938,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,810386,complete_uncertified,810386,0,206,810386,810388,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,810386,local_mod210_control,810176,-210,206,810176,810178,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,810386,local_any_control,810385,-1,205,810385,810388,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,820256,complete_uncertified,820256,0,206,820256,820258,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,820256,local_mod210_control,820046,-210,206,820046,820048,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,820256,local_any_control,820255,-1,205,820255,820258,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,822566,complete_uncertified,822566,0,206,822566,822568,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,822566,local_mod210_control,822356,-210,206,822356,822358,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,822566,local_any_control,822565,-1,205,822565,822568,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,823826,complete_uncertified,823826,0,206,823826,823828,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,823826,local_mod210_control,823616,-210,206,823616,823618,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,823826,local_any_control,823825,-1,205,823825,823828,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,834746,complete_uncertified,834746,0,206,834746,834748,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,834746,local_mod210_control,834536,-210,206,834536,834538,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,834746,local_any_control,834745,-1,205,834745,834748,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,835586,complete_uncertified,835586,0,206,835586,835588,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,835586,local_mod210_control,835376,-210,206,835376,835378,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,835586,local_any_control,835585,-1,205,835585,835588,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,843986,complete_uncertified,843986,0,206,843986,843988,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,843986,local_mod210_control,843776,-210,206,843776,843778,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,843986,local_any_control,843985,-1,205,843985,843988,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,844406,complete_uncertified,844406,0,206,844406,844408,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,844406,local_mod210_control,844196,-210,206,844196,844198,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,844406,local_any_control,844405,-1,205,844405,844408,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,847976,complete_uncertified,847976,0,206,847976,847978,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,847976,local_mod210_control,847766,-210,206,847766,847768,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,847976,local_any_control,847975,-1,205,847975,847978,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,849866,complete_uncertified,849866,0,206,849866,849868,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,849866,local_mod210_control,849656,-210,206,849656,849658,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,849866,local_any_control,849865,-1,205,849865,849868,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,852596,complete_uncertified,852596,0,206,852596,852598,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,852596,local_mod210_control,852386,-210,206,852386,852388,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,852596,local_any_control,852595,-1,205,852595,852598,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,854066,complete_uncertified,854066,0,206,854066,854068,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,854066,local_mod210_control,853856,-210,206,853856,853858,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,854066,local_any_control,854065,-1,205,854065,854068,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,863096,complete_uncertified,863096,0,206,863096,863098,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,863096,local_mod210_control,862886,-210,206,862886,862888,4,7,2,2,0,2.0619215665655295e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,863096,local_any_control,863095,-1,205,863095,863098,4,7,3,2,1,3.092882349848294e-07
4,206,large_class_mixed_direction,mod210_tied__any_complete_smaller,863516,complete_uncertified,863516,0,206,863516,863518,4,7,2,2,0,2.0619215665655295e-07
