n,k_cert,p_cert,primorial_cert,residue_cert,checked_max_k,checked_max_prime,certificate_status,mod210,trivial_c4_certificate
248518,7,17,510510,248518,8,19,prefix_certificate,88,False
248608,5,11,2310,1438,8,19,prefix_certificate,178,False
248631,5,11,2310,1461,8,19,prefix_certificate,201,False
248638,4,7,210,208,8,19,prefix_certificate,208,True
248642,4,7,210,2,8,19,prefix_certificate,2,True
248697,,,,,8,19,no_prefix_certificate_within_max_k,57,False
248702,5,11,2310,1532,8,19,prefix_certificate,62,False
248732,7,17,510510,248732,8,19,prefix_certificate,92,False
248848,4,7,210,208,8,19,prefix_certificate,208,True
248852,4,7,210,2,8,19,prefix_certificate,2,True
248938,5,11,2310,1768,8,19,prefix_certificate,88,False
248961,7,17,510510,248961,8,19,prefix_certificate,111,False
248979,,,,,8,19,no_prefix_certificate_within_max_k,129,False
249028,8,19,9699690,249028,8,19,prefix_certificate,178,False
249032,5,11,2310,1862,8,19,prefix_certificate,182,False
249058,4,7,210,208,8,19,prefix_certificate,208,True
249062,4,7,210,2,8,19,prefix_certificate,2,True
249268,4,7,210,208,8,19,prefix_certificate,208,True
249272,4,7,210,2,8,19,prefix_certificate,2,True
249274,,,,,8,19,no_prefix_certificate_within_max_k,4,False
249362,5,11,2310,2192,8,19,prefix_certificate,92,False
249369,6,13,30030,9129,8,19,prefix_certificate,99,False
249400,,,,,8,19,no_prefix_certificate_within_max_k,130,False
249478,4,7,210,208,8,19,prefix_certificate,208,True
249482,4,7,210,2,8,19,prefix_certificate,2,True
249598,5,11,2310,118,8,19,prefix_certificate,118,False
249688,4,7,210,208,8,19,prefix_certificate,208,True
249692,4,7,210,2,8,19,prefix_certificate,2,True
249872,,,,,8,19,no_prefix_certificate_within_max_k,182,False
249898,4,7,210,208,8,19,prefix_certificate,208,True
249902,4,7,210,2,8,19,prefix_certificate,2,True
249928,5,11,2310,448,8,19,prefix_certificate,28,False
249958,,,,,8,19,no_prefix_certificate_within_max_k,58,False
250022,5,11,2310,542,8,19,prefix_certificate,122,False
250108,4,7,210,208,8,19,prefix_certificate,208,True
250112,4,7,210,2,8,19,prefix_certificate,2,True
250131,,,,,8,19,no_prefix_certificate_within_max_k,21,False
250168,8,19,9699690,250168,8,19,prefix_certificate,58,False
250221,6,13,30030,9981,8,19,prefix_certificate,111,False
250258,5,11,2310,778,8,19,prefix_certificate,148,False
250318,4,7,210,208,8,19,prefix_certificate,208,True
250322,4,7,210,2,8,19,prefix_certificate,2,True
250324,,,,,8,19,no_prefix_certificate_within_max_k,4,False
250329,5,11,2310,849,8,19,prefix_certificate,9,False
250352,5,11,2310,872,8,19,prefix_certificate,32,False
250378,,,,,8,19,no_prefix_certificate_within_max_k,58,False
250528,4,7,210,208,8,19,prefix_certificate,208,True
250532,4,7,210,2,8,19,prefix_certificate,2,True
250588,5,11,2310,1108,8,19,prefix_certificate,58,False
250611,6,13,30030,10371,8,19,prefix_certificate,81,False
250682,5,11,2310,1202,8,19,prefix_certificate,152,False
250738,4,7,210,208,8,19,prefix_certificate,208,True
250742,4,7,210,2,8,19,prefix_certificate,2,True
250839,7,17,510510,250839,8,19,prefix_certificate,99,False
250918,5,11,2310,1438,8,19,prefix_certificate,178,False
250941,5,11,2310,1461,8,19,prefix_certificate,201,False
250948,4,7,210,208,8,19,prefix_certificate,208,True
250952,4,7,210,2,8,19,prefix_certificate,2,True
250982,,,,,8,19,no_prefix_certificate_within_max_k,32,False
251012,5,11,2310,1532,8,19,prefix_certificate,62,False
251158,4,7,210,208,8,19,prefix_certificate,208,True
251162,4,7,210,2,8,19,prefix_certificate,2,True
251248,5,11,2310,1768,8,19,prefix_certificate,88,False
251308,,,,,8,19,no_prefix_certificate_within_max_k,148,False
251319,6,13,30030,11079,8,19,prefix_certificate,159,False
251338,,,,,8,19,no_prefix_certificate_within_max_k,178,False
251342,5,11,2310,1862,8,19,prefix_certificate,182,False
251368,4,7,210,208,8,19,prefix_certificate,208,True
251372,4,7,210,2,8,19,prefix_certificate,2,True
251432,,,,,8,19,no_prefix_certificate_within_max_k,62,False
251481,,,,,8,19,no_prefix_certificate_within_max_k,111,False
251578,4,7,210,208,8,19,prefix_certificate,208,True
251582,4,7,210,2,8,19,prefix_certificate,2,True
251649,,,,,8,19,no_prefix_certificate_within_max_k,69,False
251672,5,11,2310,2192,8,19,prefix_certificate,92,False
251710,,,,,8,19,no_prefix_certificate_within_max_k,130,False
251788,4,7,210,208,8,19,prefix_certificate,208,True
251792,4,7,210,2,8,19,prefix_certificate,2,True
251865,,,,,8,19,no_prefix_certificate_within_max_k,75,False
251908,5,11,2310,118,8,19,prefix_certificate,118,False
251979,,,,,8,19,no_prefix_certificate_within_max_k,189,False
251996,,,,,8,19,no_prefix_certificate_within_max_k,206,False
251998,4,7,210,208,8,19,prefix_certificate,208,True
252002,4,7,210,2,8,19,prefix_certificate,2,True
252099,6,13,30030,11859,8,19,prefix_certificate,99,False
252208,4,7,210,208,8,19,prefix_certificate,208,True
252212,4,7,210,2,8,19,prefix_certificate,2,True
252238,5,11,2310,448,8,19,prefix_certificate,28,False
252332,5,11,2310,542,8,19,prefix_certificate,122,False
252411,,,,,8,19,no_prefix_certificate_within_max_k,201,False
252418,4,7,210,208,8,19,prefix_certificate,208,True
252422,4,7,210,2,8,19,prefix_certificate,2,True
252424,,,,,8,19,no_prefix_certificate_within_max_k,4,False
252531,7,17,510510,252531,8,19,prefix_certificate,111,False
252568,5,11,2310,778,8,19,prefix_certificate,148,False
252572,,,,,8,19,no_prefix_certificate_within_max_k,152,False
252628,4,7,210,208,8,19,prefix_certificate,208,True
252632,4,7,210,2,8,19,prefix_certificate,2,True
252639,5,11,2310,849,8,19,prefix_certificate,9,False
252662,5,11,2310,872,8,19,prefix_certificate,32,False
252686,,,,,8,19,no_prefix_certificate_within_max_k,56,False
252838,4,7,210,208,8,19,prefix_certificate,208,True
252842,4,7,210,2,8,19,prefix_certificate,2,True
252898,5,11,2310,1108,8,19,prefix_certificate,58,False
252951,6,13,30030,12711,8,19,prefix_certificate,111,False
252992,5,11,2310,1202,8,19,prefix_certificate,152,False
253048,4,7,210,208,8,19,prefix_certificate,208,True
253052,4,7,210,2,8,19,prefix_certificate,2,True
253054,8,19,9699690,253054,8,19,prefix_certificate,4,False
253059,,,,,8,19,no_prefix_certificate_within_max_k,9,False
253228,5,11,2310,1438,8,19,prefix_certificate,178,False
253251,5,11,2310,1461,8,19,prefix_certificate,201,False
253258,4,7,210,208,8,19,prefix_certificate,208,True
253262,4,7,210,2,8,19,prefix_certificate,2,True
253269,7,17,510510,253269,8,19,prefix_certificate,9,False
253322,5,11,2310,1532,8,19,prefix_certificate,62,False
253341,,,,,8,19,no_prefix_certificate_within_max_k,81,False
253371,,,,,8,19,no_prefix_certificate_within_max_k,111,False
253466,8,19,9699690,253466,8,19,prefix_certificate,206,False
253468,4,7,210,208,8,19,prefix_certificate,208,True
253472,4,7,210,2,8,19,prefix_certificate,2,True
253558,5,11,2310,1768,8,19,prefix_certificate,88,False
253652,5,11,2310,1862,8,19,prefix_certificate,182,False
253678,4,7,210,208,8,19,prefix_certificate,208,True
253682,4,7,210,2,8,19,prefix_certificate,2,True
253712,8,19,9699690,253712,8,19,prefix_certificate,32,False
253888,4,7,210,208,8,19,prefix_certificate,208,True
253892,4,7,210,2,8,19,prefix_certificate,2,True
253959,,,,,8,19,no_prefix_certificate_within_max_k,69,False
253982,5,11,2310,2192,8,19,prefix_certificate,92,False
254068,,,,,8,19,no_prefix_certificate_within_max_k,178,False
254098,4,7,210,208,8,19,prefix_certificate,208,True
254102,4,7,210,2,8,19,prefix_certificate,2,True
254180,,,,,8,19,no_prefix_certificate_within_max_k,80,False
254218,5,11,2310,118,8,19,prefix_certificate,118,False
254308,4,7,210,208,8,19,prefix_certificate,208,True
254312,4,7,210,2,8,19,prefix_certificate,2,True
254392,6,13,30030,14152,8,19,prefix_certificate,82,False
254404,,,,,8,19,no_prefix_certificate_within_max_k,94,False
254409,7,17,510510,254409,8,19,prefix_certificate,99,False
254518,4,7,210,208,8,19,prefix_certificate,208,True
254522,4,7,210,2,8,19,prefix_certificate,2,True
254548,5,11,2310,448,8,19,prefix_certificate,28,False
254571,7,17,510510,254571,8,19,prefix_certificate,51,False
254642,5,11,2310,542,8,19,prefix_certificate,122,False
254691,8,19,9699690,254691,8,19,prefix_certificate,171,False
254728,4,7,210,208,8,19,prefix_certificate,208,True
254732,4,7,210,2,8,19,prefix_certificate,2,True
254829,6,13,30030,14589,8,19,prefix_certificate,99,False
254852,8,19,9699690,254852,8,19,prefix_certificate,122,False
254878,5,11,2310,778,8,19,prefix_certificate,148,False
254901,6,13,30030,14661,8,19,prefix_certificate,171,False
254919,,,,,8,19,no_prefix_certificate_within_max_k,189,False
254938,4,7,210,208,8,19,prefix_certificate,208,True
254942,4,7,210,2,8,19,prefix_certificate,2,True
254949,5,11,2310,849,8,19,prefix_certificate,9,False
254972,5,11,2310,872,8,19,prefix_certificate,32,False
255148,4,7,210,208,8,19,prefix_certificate,208,True
255152,4,7,210,2,8,19,prefix_certificate,2,True
255208,5,11,2310,1108,8,19,prefix_certificate,58,False
255302,5,11,2310,1202,8,19,prefix_certificate,152,False
255358,4,7,210,208,8,19,prefix_certificate,208,True
255362,4,7,210,2,8,19,prefix_certificate,2,True
255422,,,,,8,19,no_prefix_certificate_within_max_k,62,False
255538,5,11,2310,1438,8,19,prefix_certificate,178,False
255561,5,11,2310,1461,8,19,prefix_certificate,201,False
255568,4,7,210,208,8,19,prefix_certificate,208,True
255572,4,7,210,2,8,19,prefix_certificate,2,True
255609,6,13,30030,15369,8,19,prefix_certificate,39,False
255632,5,11,2310,1532,8,19,prefix_certificate,62,False
255662,,,,,8,19,no_prefix_certificate_within_max_k,92,False
255681,6,13,30030,15441,8,19,prefix_certificate,111,False
255778,4,7,210,208,8,19,prefix_certificate,208,True
255782,4,7,210,2,8,19,prefix_certificate,2,True
255868,5,11,2310,1768,8,19,prefix_certificate,88,False
255939,7,17,510510,255939,8,19,prefix_certificate,159,False
255962,5,11,2310,1862,8,19,prefix_certificate,182,False
255988,4,7,210,208,8,19,prefix_certificate,208,True
255992,4,7,210,2,8,19,prefix_certificate,2,True
256101,7,17,510510,256101,8,19,prefix_certificate,111,False
256118,6,13,30030,15878,8,19,prefix_certificate,128,False
256168,,,,,8,19,no_prefix_certificate_within_max_k,178,False
256198,4,7,210,208,8,19,prefix_certificate,208,True
256202,4,7,210,2,8,19,prefix_certificate,2,True
256292,5,11,2310,2192,8,19,prefix_certificate,92,False
256389,,,,,8,19,no_prefix_certificate_within_max_k,189,False
256408,4,7,210,208,8,19,prefix_certificate,208,True
256412,4,7,210,2,8,19,prefix_certificate,2,True
256528,5,11,2310,118,8,19,prefix_certificate,118,False
256599,,,,,8,19,no_prefix_certificate_within_max_k,189,False
256611,,,,,8,19,no_prefix_certificate_within_max_k,201,False
256618,4,7,210,208,8,19,prefix_certificate,208,True
256622,4,7,210,2,8,19,prefix_certificate,2,True
256828,4,7,210,208,8,19,prefix_certificate,208,True
256832,4,7,210,2,8,19,prefix_certificate,2,True
256858,5,11,2310,448,8,19,prefix_certificate,28,False
256952,5,11,2310,542,8,19,prefix_certificate,122,False
257038,4,7,210,208,8,19,prefix_certificate,208,True
257042,4,7,210,2,8,19,prefix_certificate,2,True
257086,,,,,8,19,no_prefix_certificate_within_max_k,46,False
257188,5,11,2310,778,8,19,prefix_certificate,148,False
257241,7,17,510510,257241,8,19,prefix_certificate,201,False
257248,4,7,210,208,8,19,prefix_certificate,208,True
257252,4,7,210,2,8,19,prefix_certificate,2,True
257254,,,,,8,19,no_prefix_certificate_within_max_k,4,False
257259,5,11,2310,849,8,19,prefix_certificate,9,False
257282,5,11,2310,872,8,19,prefix_certificate,32,False
257456,,,,,8,19,no_prefix_certificate_within_max_k,206,False
257458,4,7,210,208,8,19,prefix_certificate,208,True
257462,4,7,210,2,8,19,prefix_certificate,2,True
257518,5,11,2310,1108,8,19,prefix_certificate,58,False
257559,6,13,30030,17319,8,19,prefix_certificate,99,False
257578,8,19,9699690,257578,8,19,prefix_certificate,118,False
257612,5,11,2310,1202,8,19,prefix_certificate,152,False
257668,4,7,210,208,8,19,prefix_certificate,208,True
257672,4,7,210,2,8,19,prefix_certificate,2,True
257673,,,,,8,19,no_prefix_certificate_within_max_k,3,False
257702,,,,,8,19,no_prefix_certificate_within_max_k,32,False
257800,,,,,8,19,no_prefix_certificate_within_max_k,130,False
257848,5,11,2310,1438,8,19,prefix_certificate,178,False
257871,5,11,2310,1461,8,19,prefix_certificate,201,False
257878,4,7,210,208,8,19,prefix_certificate,208,True
257882,4,7,210,2,8,19,prefix_certificate,2,True
257942,5,11,2310,1532,8,19,prefix_certificate,62,False
257949,,,,,8,19,no_prefix_certificate_within_max_k,69,False
257979,7,17,510510,257979,8,19,prefix_certificate,99,False
257991,,,,,8,19,no_prefix_certificate_within_max_k,111,False
258088,4,7,210,208,8,19,prefix_certificate,208,True
258092,4,7,210,2,8,19,prefix_certificate,2,True
258178,5,11,2310,1768,8,19,prefix_certificate,88,False
258267,,,,,8,19,no_prefix_certificate_within_max_k,177,False
258272,5,11,2310,1862,8,19,prefix_certificate,182,False
258298,4,7,210,208,8,19,prefix_certificate,208,True
258302,4,7,210,2,8,19,prefix_certificate,2,True
258411,6,13,30030,18171,8,19,prefix_certificate,111,False
258508,4,7,210,208,8,19,prefix_certificate,208,True
258512,4,7,210,2,8,19,prefix_certificate,2,True
258548,,,,,8,19,no_prefix_certificate_within_max_k,38,False
258572,,,,,8,19,no_prefix_certificate_within_max_k,62,False
258602,5,11,2310,2192,8,19,prefix_certificate,92,False
258718,4,7,210,208,8,19,prefix_certificate,208,True
258722,4,7,210,2,8,19,prefix_certificate,2,True
258838,5,11,2310,118,8,19,prefix_certificate,118,False
258872,,,,,8,19,no_prefix_certificate_within_max_k,152,False
258928,4,7,210,208,8,19,prefix_certificate,208,True
258932,4,7,210,2,8,19,prefix_certificate,2,True
259060,,,,,8,19,no_prefix_certificate_within_max_k,130,False
259138,4,7,210,208,8,19,prefix_certificate,208,True
259142,4,7,210,2,8,19,prefix_certificate,2,True
259168,5,11,2310,448,8,19,prefix_certificate,28,False
259172,,,,,8,19,no_prefix_certificate_within_max_k,32,False
259191,6,13,30030,18951,8,19,prefix_certificate,51,False
259195,,,,,8,19,no_prefix_certificate_within_max_k,55,False
259262,5,11,2310,542,8,19,prefix_certificate,122,False
259348,4,7,210,208,8,19,prefix_certificate,208,True
259352,4,7,210,2,8,19,prefix_certificate,2,True
259394,,,,,8,19,no_prefix_certificate_within_max_k,44,False
259449,8,19,9699690,259449,8,19,prefix_certificate,99,False
259498,5,11,2310,778,8,19,prefix_certificate,148,False
259558,4,7,210,208,8,19,prefix_certificate,208,True
259562,4,7,210,2,8,19,prefix_certificate,2,True
259569,5,11,2310,849,8,19,prefix_certificate,9,False
259592,5,11,2310,872,8,19,prefix_certificate,32,False
259671,7,17,510510,259671,8,19,prefix_certificate,111,False
259684,8,19,9699690,259684,8,19,prefix_certificate,124,False
259768,4,7,210,208,8,19,prefix_certificate,208,True
259772,4,7,210,2,8,19,prefix_certificate,2,True
259828,5,11,2310,1108,8,19,prefix_certificate,58,False
259850,,,,,8,19,no_prefix_certificate_within_max_k,80,False
259899,6,13,30030,19659,8,19,prefix_certificate,129,False
259922,5,11,2310,1202,8,19,prefix_certificate,152,False
259952,,,,,8,19,no_prefix_certificate_within_max_k,182,False
259978,4,7,210,208,8,19,prefix_certificate,208,True
259982,4,7,210,2,8,19,prefix_certificate,2,True
260019,,,,,8,19,no_prefix_certificate_within_max_k,39,False
260026,,,,,8,19,no_prefix_certificate_within_max_k,46,False
260158,5,11,2310,1438,8,19,prefix_certificate,178,False
260181,5,11,2310,1461,8,19,prefix_certificate,201,False
260188,4,7,210,208,8,19,prefix_certificate,208,True
260192,4,7,210,2,8,19,prefix_certificate,2,True
260252,5,11,2310,1532,8,19,prefix_certificate,62,False
260289,6,13,30030,20049,8,19,prefix_certificate,99,False
260308,,,,,8,19,no_prefix_certificate_within_max_k,118,False
260319,,,,,8,19,no_prefix_certificate_within_max_k,129,False
260342,,,,,8,19,no_prefix_certificate_within_max_k,152,False
260398,4,7,210,208,8,19,prefix_certificate,208,True
260402,4,7,210,2,8,19,prefix_certificate,2,True
260455,,,,,8,19,no_prefix_certificate_within_max_k,55,False
260462,,,,,8,19,no_prefix_certificate_within_max_k,62,False
260488,5,11,2310,1768,8,19,prefix_certificate,88,False
260582,5,11,2310,1862,8,19,prefix_certificate,182,False
260608,4,7,210,208,8,19,prefix_certificate,208,True
260612,4,7,210,2,8,19,prefix_certificate,2,True
260698,,,,,8,19,no_prefix_certificate_within_max_k,88,False
260818,4,7,210,208,8,19,prefix_certificate,208,True
260822,4,7,210,2,8,19,prefix_certificate,2,True
260912,5,11,2310,2192,8,19,prefix_certificate,92,False
261028,4,7,210,208,8,19,prefix_certificate,208,True
261032,4,7,210,2,8,19,prefix_certificate,2,True
261122,8,19,9699690,261122,8,19,prefix_certificate,92,False
261141,6,13,30030,20901,8,19,prefix_certificate,111,False
261148,5,11,2310,118,8,19,prefix_certificate,118,False
261194,,,,,8,19,no_prefix_certificate_within_max_k,164,False
261225,,,,,8,19,no_prefix_certificate_within_max_k,195,False
261238,4,7,210,208,8,19,prefix_certificate,208,True
261242,4,7,210,2,8,19,prefix_certificate,2,True
261244,,,,,8,19,no_prefix_certificate_within_max_k,4,False
261321,,,,,8,19,no_prefix_certificate_within_max_k,81,False
261448,4,7,210,208,8,19,prefix_certificate,208,True
261452,4,7,210,2,8,19,prefix_certificate,2,True
261478,5,11,2310,448,8,19,prefix_certificate,28,False
261549,7,17,510510,261549,8,19,prefix_certificate,99,False
261568,,,,,8,19,no_prefix_certificate_within_max_k,118,False
261572,5,11,2310,542,8,19,prefix_certificate,122,False
261611,,,,,8,19,no_prefix_certificate_within_max_k,161,False
261658,4,7,210,208,8,19,prefix_certificate,208,True
261662,4,7,210,2,8,19,prefix_certificate,2,True
261664,,,,,8,19,no_prefix_certificate_within_max_k,4,False
261778,7,17,510510,261778,8,19,prefix_certificate,118,False
261808,5,11,2310,778,8,19,prefix_certificate,148,False
261821,,,,,8,19,no_prefix_certificate_within_max_k,161,False
261868,4,7,210,208,8,19,prefix_certificate,208,True
261872,4,7,210,2,8,19,prefix_certificate,2,True
261879,5,11,2310,849,8,19,prefix_certificate,9,False
261902,5,11,2310,872,8,19,prefix_certificate,32,False
261992,7,17,510510,261992,8,19,prefix_certificate,122,False
262052,,,,,8,19,no_prefix_certificate_within_max_k,182,False
262078,4,7,210,208,8,19,prefix_certificate,208,True
262082,4,7,210,2,8,19,prefix_certificate,2,True
262124,6,13,30030,21884,8,19,prefix_certificate,44,False
262138,5,11,2310,1108,8,19,prefix_certificate,58,False
262232,5,11,2310,1202,8,19,prefix_certificate,152,False
262288,4,7,210,208,8,19,prefix_certificate,208,True
262292,4,7,210,2,8,19,prefix_certificate,2,True
262299,,,,,8,19,no_prefix_certificate_within_max_k,9,False
