seed_n,control_role,metric,complete_n,control_n,complete_value,control_value,delta_complete_minus_control
4202,local_mod6_control,residual_gap_p90,4202,4196,0.003837763687214224,0.004245361966994543,-0.00040759827978031904
4202,local_mod6_control,residual_gap_entropy,4202,4196,0.9151019780031714,0.9240721674190325,-0.00897018941586114
4202,local_mod6_control,residual_gap_count,4202,4196,114.0,125.0,-11.0
4202,local_mod6_control,residual_uncovered_measure,4202,4196,0.20303574237743593,0.22608254527134633,-0.023046802893910395
4202,band_mod6_control,residual_top_gap_share,4202,4214,0.0479208844505384,0.05225974006238104,-0.004338855611842635
4202,band_mod6_control,residual_gap_max,4202,4214,0.00972965234979839,0.010465858328015387,-0.0007362059782169972
4202,band_mod6_control,residual_gap_p90,4202,4214,0.003837763687214224,0.004223943546728504,-0.0003861798595142796
4202,band_mod6_control,residual_gap_entropy,4202,4214,0.9151019780031714,0.9158118228148345,-0.0007098448116631406
4202,band_mod6_control,residual_gap_count,4202,4214,114.0,111.0,3.0
4202,band_mod6_control,residual_uncovered_measure,4202,4214,0.20303574237743593,0.2002661765160442,0.0027695658613917373
4202,band_ordinary_control,residual_top_gap_share,4202,4216,0.0479208844505384,0.030633858876144438,0.017287025574393964
4202,band_ordinary_control,residual_gap_max,4202,4216,0.00972965234979839,0.006979204339088607,0.002750448010709783
4202,band_ordinary_control,residual_gap_p90,4202,4216,0.003837763687214224,0.003924366749910813,-8.660306269658857e-05
4202,band_ordinary_control,residual_gap_entropy,4202,4216,0.9151019780031714,0.9309210478216802,-0.01581906981850878
4202,band_ordinary_control,residual_gap_count,4202,4216,114.0,134.0,-20.0
4202,band_ordinary_control,residual_uncovered_measure,4202,4216,0.20303574237743593,0.2278264833466193,-0.024790740969183378
7472,local_mod6_control,residual_top_gap_share,7472,7466,0.017113214547907624,0.022795283682794987,-0.005682069134887363
7472,local_mod6_control,residual_gap_max,7472,7466,0.005330966638723289,0.005258468389446325,7.249824927696435e-05
7472,local_mod6_control,residual_gap_p90,7472,7466,0.0023086752499275054,0.0017679885770105833,0.0005406866729169221
7472,local_mod6_control,residual_gap_entropy,7472,7466,0.9315228409819671,0.9385067180079748,-0.006983877026007668
7472,local_mod6_control,residual_gap_count,7472,7466,311.0,267.0,44.0
7472,local_mod6_control,residual_uncovered_measure,7472,7466,0.3115117048173213,0.2306822965057117,0.08082940831160962
7472,band_mod6_control,residual_top_gap_share,7472,7496,0.017113214547907624,0.02283733383573654,-0.005724119287828917
7472,band_mod6_control,residual_gap_max,7472,7496,0.005330966638723289,0.006230356298500772,-0.0008993896597774831
7472,band_mod6_control,residual_gap_p90,7472,7496,0.0023086752499275054,0.0020588450933988756,0.00024983015652862983
7472,band_mod6_control,residual_gap_entropy,7472,7496,0.9315228409819671,0.9329444193474185,-0.0014215783654513148
7472,band_mod6_control,residual_gap_count,7472,7496,311.0,301.0,10.0
7472,band_mod6_control,residual_uncovered_measure,7472,7496,0.3115117048173213,0.2728145213147134,0.038697183502607924
7472,band_ordinary_control,residual_top_gap_share,7472,7498,0.017113214547907624,0.02136864329728127,-0.004255428749373645
7472,band_ordinary_control,residual_gap_max,7472,7498,0.005330966638723289,0.00586412385331414,-0.0005331572145908514
7472,band_ordinary_control,residual_gap_p90,7472,7498,0.0023086752499275054,0.001943657142834565,0.00036501810709294036
7472,band_ordinary_control,residual_gap_entropy,7472,7498,0.9315228409819671,0.9287170858527348,0.0028057551292323124
7472,band_ordinary_control,residual_gap_count,7472,7498,311.0,291.0,20.0
7472,band_ordinary_control,residual_uncovered_measure,7472,7498,0.3115117048173213,0.2744265872068833,0.037085117610438034
7558,local_mod6_control,residual_top_gap_share,7558,7552,0.017522669888510676,0.02034088014292182,-0.002818210254411143
7558,local_mod6_control,residual_gap_max,7558,7552,0.005068523793752222,0.004293793875648544,0.0007747299181036782
7558,local_mod6_control,residual_gap_p90,7558,7552,0.002322036416656629,0.002019310826096854,0.0003027255905597749
