n,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
76444,8,19,9699690,76444,4,214,76442,4,7,2,2.0619215665655295e-07
76528,8,19,9699690,76528,88,298,76442,4,7,86,8.866262736231776e-06
76618,8,19,9699690,76618,178,388,76648,4,7,30,3.092882349848294e-06
76701,8,19,9699690,76701,51,471,76678,5,11,23,2.371209801550359e-06
77012,8,19,9699690,77012,152,782,77008,5,11,4,4.123843133131059e-07
77696,8,19,9699690,77696,206,1466,77698,4,7,2,2.0619215665655295e-07
77792,8,19,9699690,77792,92,1562,77762,5,11,30,3.092882349848294e-06
78351,8,19,9699690,78351,21,2121,78332,4,7,19,1.958825488237253e-06
78399,8,19,9699690,78399,69,2169,78422,5,11,23,2.371209801550359e-06
78549,8,19,9699690,78549,9,9,78542,4,7,7,7.216725482979353e-07
79258,8,19,9699690,79258,88,718,79318,5,11,60,6.185764699696588e-06
79528,8,19,9699690,79528,148,988,79479,7,17,49,5.051707838085547e-06
79557,8,19,9699690,79557,177,1017,79588,4,7,31,3.1959784281765704e-06
79911,8,19,9699690,79911,111,1371,79978,5,11,67,6.907437247994524e-06
79972,8,19,9699690,79972,172,1432,79978,5,11,6,6.185764699696588e-07
80049,8,19,9699690,80049,39,1509,80072,5,11,23,2.371209801550359e-06
80552,8,19,9699690,80552,122,2012,80638,4,7,86,8.866262736231776e-06
80841,8,19,9699690,80841,201,2301,80848,4,7,7,7.216725482979353e-07
80908,8,19,9699690,80908,58,58,80889,7,17,19,1.958825488237253e-06
81039,8,19,9699690,81039,189,189,81058,4,7,19,1.958825488237253e-06
81195,8,19,9699690,81195,135,345,81171,7,17,24,2.4743058798786353e-06
81266,8,19,9699690,81266,206,416,81268,4,7,2,2.0619215665655295e-07
81332,8,19,9699690,81332,62,482,81298,5,11,34,3.5052666631614e-06
82018,8,19,9699690,82018,118,1168,82029,7,17,11,1.1340568616110413e-06
82851,8,19,9699690,82851,111,2001,82839,6,13,12,1.2371529399393177e-06
82911,8,19,9699690,82911,171,2061,82948,4,7,37,3.8145548981462296e-06
82954,8,19,9699690,82954,4,2104,82952,4,7,2,2.0619215665655295e-07
82978,8,19,9699690,82978,28,2128,82982,7,17,4,4.123843133131059e-07
83425,8,19,9699690,83425,55,265,83372,4,7,53,5.464092151398653e-06
84339,8,19,9699690,84339,129,1179,84362,5,11,23,2.371209801550359e-06
84452,8,19,9699690,84452,32,1292,84422,4,7,30,3.092882349848294e-06
84808,8,19,9699690,84808,178,1648,84838,4,7,30,3.092882349848294e-06
84868,8,19,9699690,84868,28,1708,84861,7,17,7,7.216725482979353e-07
84992,8,19,9699690,84992,152,1832,85022,5,11,30,3.092882349848294e-06
85438,8,19,9699690,85438,178,2278,85468,4,7,30,3.092882349848294e-06
85684,8,19,9699690,85684,4,214,85682,4,7,2,2.0619215665655295e-07
85886,8,19,9699690,85886,206,416,85888,4,7,2,2.0619215665655295e-07
85978,8,19,9699690,85978,88,508,86012,5,11,34,3.5052666631614e-06
86008,8,19,9699690,86008,118,538,86012,5,11,4,4.123843133131059e-07
86187,8,19,9699690,86187,87,717,86224,6,13,37,3.8145548981462296e-06
86458,8,19,9699690,86458,148,988,86421,6,13,37,3.8145548981462296e-06
86702,8,19,9699690,86702,182,1232,86728,4,7,26,2.680498036535188e-06
86848,8,19,9699690,86848,118,1378,86908,5,11,60,6.185764699696588e-06
86858,8,19,9699690,86858,128,1388,86908,5,11,50,5.1548039164138234e-06
87681,8,19,9699690,87681,111,2211,87662,5,11,19,1.958825488237253e-06
87776,8,19,9699690,87776,206,2306,87778,4,7,2,2.0619215665655295e-07
87921,8,19,9699690,87921,141,141,87898,5,11,23,2.371209801550359e-06
87962,8,19,9699690,87962,182,182,87950,6,13,12,1.2371529399393177e-06
88052,8,19,9699690,88052,62,272,87992,4,7,60,6.185764699696588e-06
88142,8,19,9699690,88142,152,362,88198,4,7,56,5.773380386383483e-06
88509,8,19,9699690,88509,99,729,88558,5,11,49,5.051707838085547e-06
89049,8,19,9699690,89049,9,1269,89042,4,7,7,7.216725482979353e-07
89102,8,19,9699690,89102,62,1322,89151,6,13,49,5.051707838085547e-06
89288,8,19,9699690,89288,38,1508,89312,5,11,24,2.4743058798786353e-06
89299,8,19,9699690,89299,49,1519,89312,5,11,13,1.340249018267594e-06
89349,8,19,9699690,89349,99,1569,89312,5,11,37,3.8145548981462296e-06
89522,8,19,9699690,89522,62,1742,89548,5,11,26,2.680498036535188e-06
89552,8,19,9699690,89552,92,1772,89548,5,11,4,4.123843133131059e-07
89571,8,19,9699690,89571,111,1791,89548,5,11,23,2.371209801550359e-06
89901,8,19,9699690,89901,21,2121,89882,4,7,19,1.958825488237253e-06
89961,8,19,9699690,89961,81,2181,89972,5,11,11,1.1340568616110413e-06
90002,8,19,9699690,90002,122,2222,89972,5,11,30,3.092882349848294e-06
90094,8,19,9699690,90094,4,4,90092,4,7,2,2.0619215665655295e-07
90212,8,19,9699690,90212,122,122,90208,5,11,4,4.123843133131059e-07
90382,8,19,9699690,90382,82,292,90302,4,7,80,8.247686266262118e-06
90418,8,19,9699690,90418,118,328,90508,4,7,90,9.278647049544883e-06
90579,8,19,9699690,90579,69,489,90538,5,11,41,4.226939211459335e-06
90891,8,19,9699690,90891,171,801,90868,5,11,23,2.371209801550359e-06
90934,8,19,9699690,90934,4,844,90932,4,7,2,2.0619215665655295e-07
91048,8,19,9699690,91048,118,958,91029,6,13,19,1.958825488237253e-06
91436,8,19,9699690,91436,86,1346,91491,7,17,55,5.670284308055206e-06
91445,8,19,9699690,91445,95,1355,91491,7,17,46,4.742419603100718e-06
91948,8,19,9699690,91948,178,1858,91952,5,11,4,4.123843133131059e-07
92001,8,19,9699690,92001,21,1911,91982,4,7,19,1.958825488237253e-06
92229,8,19,9699690,92229,39,2139,92230,6,13,1,1.0309607832827648e-07
92278,8,19,9699690,92278,88,2188,92282,5,11,4,4.123843133131059e-07
92606,8,19,9699690,92606,206,206,92608,4,7,2,2.0619215665655295e-07
92619,8,19,9699690,92619,9,219,92612,4,7,7,7.216725482979353e-07
92998,8,19,9699690,92998,178,598,93028,4,7,30,3.092882349848294e-06
93110,8,19,9699690,93110,80,710,93178,5,11,68,7.0105333263228e-06
93322,8,19,9699690,93322,82,922,93272,5,11,50,5.1548039164138234e-06
93404,8,19,9699690,93404,164,1004,93448,4,7,44,4.536227446444165e-06
93418,8,19,9699690,93418,178,1018,93448,4,7,30,3.092882349848294e-06
93752,8,19,9699690,93752,92,1352,93759,6,13,7,7.216725482979353e-07
93909,8,19,9699690,93909,39,1509,93932,5,11,23,2.371209801550359e-06
94235,8,19,9699690,94235,155,1835,94262,5,11,27,2.783594114863465e-06
94418,8,19,9699690,94418,128,2018,94498,4,7,80,8.247686266262118e-06
94714,8,19,9699690,94714,4,4,94712,4,7,2,2.0619215665655295e-07
94719,8,19,9699690,94719,9,9,94712,4,7,7,7.216725482979353e-07
94804,8,19,9699690,94804,94,94,94828,5,11,24,2.4743058798786353e-06
94911,8,19,9699690,94911,201,201,94918,4,7,7,7.216725482979353e-07
95732,8,19,9699690,95732,182,1022,95758,4,7,26,2.680498036535188e-06
96152,8,19,9699690,96152,182,1442,96148,5,11,4,4.123843133131059e-07
96518,8,19,9699690,96518,128,1808,96489,6,13,29,2.9897862715200177e-06
96542,8,19,9699690,96542,152,1832,96572,5,11,30,3.092882349848294e-06
96591,8,19,9699690,96591,201,1881,96598,4,7,7,7.216725482979353e-07
96898,8,19,9699690,96898,88,2188,96902,5,11,4,4.123843133131059e-07
97168,8,19,9699690,97168,148,148,97138,5,11,30,3.092882349848294e-06
97772,8,19,9699690,97772,122,752,97798,5,11,26,2.680498036535188e-06
97856,8,19,9699690,97856,206,836,97858,4,7,2,2.0619215665655295e-07
97978,8,19,9699690,97978,118,958,97892,5,11,86,8.866262736231776e-06
98169,8,19,9699690,98169,99,1149,98128,5,11,41,4.226939211459335e-06
98548,8,19,9699690,98548,58,1528,98552,5,11,4,4.123843133131059e-07
98696,8,19,9699690,98696,206,1676,98698,4,7,2,2.0619215665655295e-07
98709,8,19,9699690,98709,9,1689,98702,4,7,7,7.216725482979353e-07
98828,8,19,9699690,98828,128,1808,98859,7,17,31,3.1959784281765704e-06
98848,8,19,9699690,98848,148,1828,98859,7,17,11,1.1340568616110413e-06
98855,8,19,9699690,98855,155,1835,98859,7,17,4,4.123843133131059e-07
99441,8,19,9699690,99441,111,111,99448,5,11,7,7.216725482979353e-07
99598,8,19,9699690,99598,58,268,99542,4,7,56,5.773380386383483e-06
100618,8,19,9699690,100618,28,1288,100592,4,7,26,2.680498036535188e-06
100851,8,19,9699690,100851,51,1521,100857,7,17,6,6.185764699696588e-07
101001,8,19,9699690,101001,201,1671,101008,4,7,7,7.216725482979353e-07
101600,8,19,9699690,101600,170,2270,101638,4,7,38,3.917650976474506e-06
101608,8,19,9699690,101608,178,2278,101638,4,7,30,3.092882349848294e-06
101846,8,19,9699690,101846,206,206,101848,4,7,2,2.0619215665655295e-07
102092,8,19,9699690,102092,32,452,102088,5,11,4,4.123843133131059e-07
102274,8,19,9699690,102274,4,634,102272,4,7,2,2.0619215665655295e-07
102369,8,19,9699690,102369,99,729,102418,5,11,49,5.051707838085547e-06
102524,8,19,9699690,102524,44,884,102512,5,11,12,1.2371529399393177e-06
102662,8,19,9699690,102662,182,1022,102658,7,17,4,4.123843133131059e-07
102699,8,19,9699690,102699,9,1059,102692,4,7,7,7.216725482979353e-07
102904,8,19,9699690,102904,4,1264,102902,4,7,2,2.0619215665655295e-07
103329,8,19,9699690,103329,9,1689,103322,4,7,7,7.216725482979353e-07
103479,8,19,9699690,103479,159,1839,103502,5,11,23,2.371209801550359e-06
103611,8,19,9699690,103611,81,1971,103678,8,19,67,6.907437247994524e-06
104012,8,19,9699690,104012,62,62,104068,5,11,56,5.773380386383483e-06
104199,8,19,9699690,104199,39,249,104162,4,7,37,3.8145548981462296e-06
104218,8,19,9699690,104218,58,268,104242,6,13,24,2.4743058798786353e-06
104332,8,19,9699690,104332,172,382,104368,4,7,36,3.711458819817953e-06
104912,8,19,9699690,104912,122,962,104998,4,7,86,8.866262736231776e-06
105081,8,19,9699690,105081,81,1131,105058,5,11,23,2.371209801550359e-06
106119,8,19,9699690,106119,69,2169,106142,5,11,23,2.371209801550359e-06
106180,8,19,9699690,106180,130,2230,106161,7,17,19,1.958825488237253e-06
106221,8,19,9699690,106221,171,2271,106258,4,7,37,3.8145548981462296e-06
106233,8,19,9699690,106233,183,2283,106258,4,7,25,2.5774019582069117e-06
106689,8,19,9699690,106689,9,429,106682,4,7,7,7.216725482979353e-07
106701,8,19,9699690,106701,21,441,106708,5,11,7,7.216725482979353e-07
106952,8,19,9699690,106952,62,692,106892,4,7,60,6.185764699696588e-06
107061,8,19,9699690,107061,171,801,107038,5,11,23,2.371209801550359e-06
107306,8,19,9699690,107306,206,1046,107308,4,7,2,2.0619215665655295e-07
107668,8,19,9699690,107668,148,1408,107698,5,11,30,3.092882349848294e-06
107818,8,19,9699690,107818,88,1558,107792,5,11,26,2.680498036535188e-06
107829,8,19,9699690,107829,99,1569,107792,5,11,37,3.8145548981462296e-06
108530,8,19,9699690,108530,170,2270,108568,4,7,38,3.917650976474506e-06
108598,8,19,9699690,108598,28,28,108572,4,7,26,2.680498036535188e-06
108632,8,19,9699690,108632,62,62,108688,5,11,56,5.773380386383483e-06
108831,8,19,9699690,108831,51,261,108782,4,7,49,5.051707838085547e-06
108932,8,19,9699690,108932,152,362,108988,4,7,56,5.773380386383483e-06
109532,8,19,9699690,109532,122,962,109502,7,17,30,3.092882349848294e-06
109768,8,19,9699690,109768,148,1198,109772,5,11,4,4.123843133131059e-07
109821,8,19,9699690,109821,201,1251,109826,8,19,5,5.154803916413823e-07
109948,8,19,9699690,109948,118,1378,110008,5,11,60,6.185764699696588e-06
110246,8,19,9699690,110246,206,1676,110248,4,7,2,2.0619215665655295e-07
110588,8,19,9699690,110588,128,2018,110668,4,7,80,8.247686266262118e-06
110601,8,19,9699690,110601,141,2031,110668,4,7,67,6.907437247994524e-06
110800,8,19,9699690,110800,130,2230,110762,5,11,38,3.917650976474506e-06
110871,8,19,9699690,110871,201,2301,110878,4,7,7,7.216725482979353e-07
111212,8,19,9699690,111212,122,332,111298,4,7,86,8.866262736231776e-06
112059,8,19,9699690,112059,129,1179,112082,5,11,23,2.371209801550359e-06
112186,8,19,9699690,112186,46,1306,112142,4,7,44,4.536227446444165e-06
112461,8,19,9699690,112461,111,1581,112412,5,11,49,5.051707838085547e-06
112798,8,19,9699690,112798,28,1918,112772,4,7,26,2.680498036535188e-06
112858,8,19,9699690,112858,88,1978,112869,6,13,11,1.1340568616110413e-06
113049,8,19,9699690,113049,69,2169,113072,5,11,23,2.371209801550359e-06
113282,8,19,9699690,113282,92,92,113301,7,17,19,1.958825488237253e-06
113614,8,19,9699690,113614,4,424,113612,4,7,2,2.0619215665655295e-07
113728,8,19,9699690,113728,118,538,113732,5,11,4,4.123843133131059e-07
113858,8,19,9699690,113858,38,668,113824,6,13,34,3.5052666631614e-06
114111,8,19,9699690,114111,81,921,114062,5,11,49,5.051707838085547e-06
114429,8,19,9699690,114429,189,1239,114448,4,7,19,1.958825488237253e-06
115408,8,19,9699690,115408,118,2218,115382,5,11,26,2.680498036535188e-06
115528,8,19,9699690,115528,28,28,115502,4,7,26,2.680498036535188e-06
116344,8,19,9699690,116344,4,844,116342,4,7,2,2.0619215665655295e-07
116428,8,19,9699690,116428,88,928,116451,6,13,23,2.371209801550359e-06
116432,8,19,9699690,116432,92,932,116451,6,13,19,1.958825488237253e-06
116631,8,19,9699690,116631,81,1131,116608,5,11,23,2.371209801550359e-06
116716,8,19,9699690,116716,166,1216,116702,5,11,14,1.4433450965958706e-06
116966,8,19,9699690,116966,206,1466,116968,4,7,2,2.0619215665655295e-07
117568,8,19,9699690,117568,178,2068,117598,4,7,30,3.092882349848294e-06
117958,8,19,9699690,117958,148,148,117980,6,13,22,2.2681137232220826e-06
118168,8,19,9699690,118168,148,358,118192,8,19,24,2.4743058798786353e-06
118197,8,19,9699690,118197,177,387,118192,8,19,5,5.154803916413823e-07
118262,8,19,9699690,118262,32,452,118258,5,11,4,4.123843133131059e-07
118502,8,19,9699690,118502,62,692,118442,4,7,60,6.185764699696588e-06
118761,8,19,9699690,118761,111,951,118749,7,17,12,1.2371529399393177e-06
118791,8,19,9699690,118791,141,981,118749,7,17,42,4.3300352897876115e-06
118911,8,19,9699690,118911,51,1101,118918,5,11,7,7.216725482979353e-07
118971,8,19,9699690,118971,111,1161,119012,5,11,41,4.226939211459335e-06
119343,8,19,9699690,119343,63,1533,119342,5,11,1,1.0309607832827648e-07
119372,8,19,9699690,119372,92,1562,119342,5,11,30,3.092882349848294e-06
119391,8,19,9699690,119391,111,1581,119342,5,11,49,5.051707838085547e-06
119762,8,19,9699690,119762,62,1952,119702,4,7,60,6.185764699696588e-06
119830,8,19,9699690,119830,130,2020,119908,4,7,78,8.041494109605565e-06
119871,8,19,9699690,119871,171,2061,119908,4,7,37,3.8145548981462296e-06
119942,8,19,9699690,119942,32,2132,119931,7,17,11,1.1340568616110413e-06
120200,8,19,9699690,120200,80,80,120164,8,19,36,3.711458819817953e-06
120261,8,19,9699690,120261,141,141,120238,5,11,23,2.371209801550359e-06
120722,8,19,9699690,120722,182,602,120748,4,7,26,2.680498036535188e-06
120951,8,19,9699690,120951,201,831,120958,4,7,7,7.216725482979353e-07
121053,8,19,9699690,121053,93,933,121059,6,13,6,6.185764699696588e-07
121078,8,19,9699690,121078,118,958,121059,6,13,19,1.958825488237253e-06
121112,8,19,9699690,121112,152,992,121059,6,13,53,5.464092151398653e-06
121251,8,19,9699690,121251,81,1131,121228,5,11,23,2.371209801550359e-06
121262,8,19,9699690,121262,92,1142,121228,5,11,34,3.5052666631614e-06
121348,8,19,9699690,121348,178,1228,121322,5,11,26,2.680498036535188e-06
121414,8,19,9699690,121414,34,1294,121382,4,7,32,3.2990745065048473e-06
121742,8,19,9699690,121742,152,1622,121796,8,19,54,5.56718822972693e-06
122812,8,19,9699690,122812,172,382,122848,4,7,36,3.711458819817953e-06
123219,8,19,9699690,123219,159,789,123208,5,11,11,1.1340568616110413e-06
123332,8,19,9699690,123332,62,902,123302,5,11,30,3.092882349848294e-06
123399,8,19,9699690,123399,129,969,123478,4,7,79,8.144590187933842e-06
123477,8,19,9699690,123477,207,1047,123478,4,7,1,1.0309607832827648e-07
123591,8,19,9699690,123591,111,1161,123632,5,11,41,4.226939211459335e-06
124521,8,19,9699690,124521,201,2091,124528,4,7,7,7.216725482979353e-07
124744,8,19,9699690,124744,4,4,124742,4,7,2,2.0619215665655295e-07
124768,8,19,9699690,124768,28,28,124742,4,7,26,2.680498036535188e-06
124778,8,19,9699690,124778,38,38,124742,4,7,36,3.711458819817953e-06
125151,8,19,9699690,125151,201,411,125158,4,7,7,7.216725482979353e-07
125290,8,19,9699690,125290,130,550,125282,5,11,8,8.247686266262118e-07
125402,8,19,9699690,125402,32,662,125372,4,7,30,3.092882349848294e-06
125469,8,19,9699690,125469,99,729,125518,5,11,49,5.051707838085547e-06
125758,8,19,9699690,125758,178,1018,125788,4,7,30,3.092882349848294e-06
125908,8,19,9699690,125908,118,1168,125889,7,17,19,1.958825488237253e-06
126584,8,19,9699690,126584,164,1844,126602,5,11,18,1.8557294099089764e-06
127138,8,19,9699690,127138,88,88,127168,5,11,30,3.092882349848294e-06
127406,8,19,9699690,127406,146,356,127371,6,13,35,3.6083627414896764e-06
127474,8,19,9699690,127474,4,424,127472,4,7,2,2.0619215665655295e-07
127618,8,19,9699690,127618,148,568,127592,5,11,26,2.680498036535188e-06
127761,8,19,9699690,127761,81,711,127779,8,19,18,1.8557294099089764e-06
128115,8,19,9699690,128115,15,1065,128102,4,7,13,1.340249018267594e-06
128188,8,19,9699690,128188,88,1138,128158,5,11,30,3.092882349848294e-06
128319,8,19,9699690,128319,9,1269,128312,4,7,7,7.216725482979353e-07
128812,8,19,9699690,128812,82,1762,128818,5,11,6,6.185764699696588e-07
129452,8,19,9699690,129452,92,92,129459,7,17,7,7.216725482979353e-07
129574,8,19,9699690,129574,4,214,129572,4,7,2,2.0619215665655295e-07
130022,8,19,9699690,130022,32,662,129994,7,17,28,2.8866901931917413e-06
130784,8,19,9699690,130784,164,1424,130798,5,11,14,1.4433450965958706e-06
130802,8,19,9699690,130802,182,1442,130798,5,11,4,4.123843133131059e-07
130922,8,19,9699690,130922,92,1562,130892,5,11,30,3.092882349848294e-06
131968,8,19,9699690,131968,88,298,131979,6,13,11,1.1340568616110413e-06
131991,8,19,9699690,131991,111,321,131979,6,13,12,1.2371529399393177e-06
132189,8,19,9699690,132189,99,519,132212,5,11,23,2.371209801550359e-06
132238,8,19,9699690,132238,148,568,132212,5,11,26,2.680498036535188e-06
132291,8,19,9699690,132291,201,621,132298,4,7,7,7.216725482979353e-07
132369,8,19,9699690,132369,69,699,132302,4,7,67,6.907437247994524e-06
132812,8,19,9699690,132812,92,1142,132831,6,13,19,1.958825488237253e-06
133168,8,19,9699690,133168,28,1498,133142,4,7,26,2.680498036535188e-06
133281,8,19,9699690,133281,141,1611,133348,4,7,67,6.907437247994524e-06
133292,8,19,9699690,133292,152,1622,133348,4,7,56,5.773380386383483e-06
133564,8,19,9699690,133564,4,1894,133562,4,7,2,2.0619215665655295e-07
133730,8,19,9699690,133730,170,2060,133768,4,7,38,3.917650976474506e-06
134278,8,19,9699690,134278,88,298,134272,6,13,6,6.185764699696588e-07
134372,8,19,9699690,134372,182,392,134362,8,19,10,1.0309607832827647e-06
134391,8,19,9699690,134391,201,411,134398,4,7,7,7.216725482979353e-07
134396,8,19,9699690,134396,206,416,134398,4,7,2,2.0619215665655295e-07
134728,8,19,9699690,134728,118,748,134721,7,17,7,7.216725482979353e-07
135459,8,19,9699690,135459,9,1479,135452,4,7,7,7.216725482979353e-07
135722,8,19,9699690,135722,62,1742,135748,5,11,26,2.680498036535188e-06
135771,8,19,9699690,135771,111,1791,135748,5,11,23,2.371209801550359e-06
136017,8,19,9699690,136017,147,2037,136022,7,17,5,5.154803916413823e-07
136108,8,19,9699690,136108,28,2128,136082,4,7,26,2.680498036535188e-06
136509,8,19,9699690,136509,9,219,136502,4,7,7,7.216725482979353e-07
136532,8,19,9699690,136532,32,242,136502,4,7,30,3.092882349848294e-06
136701,8,19,9699690,136701,201,411,136708,4,7,7,7.216725482979353e-07
136731,8,19,9699690,136731,21,441,136738,5,11,7,7.216725482979353e-07
137019,8,19,9699690,137019,99,729,137068,5,11,49,5.051707838085547e-06
137432,8,19,9699690,137432,92,1142,137439,6,13,7,7.216725482979353e-07
137878,8,19,9699690,137878,118,1588,137901,7,17,23,2.371209801550359e-06
138062,8,19,9699690,138062,92,1772,138058,5,11,4,4.123843133131059e-07
138219,8,19,9699690,138219,39,1929,138182,4,7,37,3.8145548981462296e-06
138308,8,19,9699690,138308,128,2018,138291,6,13,17,1.7526333315807e-06
138428,8,19,9699690,138428,38,2138,138392,4,7,36,3.711458819817953e-06
138448,8,19,9699690,138448,58,2158,138482,5,11,34,3.5052666631614e-06
138525,8,19,9699690,138525,135,2235,138482,5,11,43,4.433131368115888e-06
138662,8,19,9699690,138662,62,62,138718,5,11,56,5.773380386383483e-06
138868,8,19,9699690,138868,58,268,138812,4,7,56,5.773380386383483e-06
139352,8,19,9699690,139352,122,752,139378,5,11,26,2.680498036535188e-06
139732,8,19,9699690,139732,82,1132,139708,5,11,24,2.4743058798786353e-06
140066,8,19,9699690,140066,206,1466,140068,4,7,2,2.0619215665655295e-07
140331,8,19,9699690,140331,51,1731,140368,5,11,37,3.8145548981462296e-06
140679,8,19,9699690,140679,189,2079,140698,4,7,19,1.958825488237253e-06
141339,8,19,9699690,141339,9,429,141332,4,7,7,7.216725482979353e-07
141639,8,19,9699690,141639,99,729,141688,5,11,49,5.051707838085547e-06
141868,8,19,9699690,141868,118,958,141861,7,17,7,7.216725482979353e-07
141928,8,19,9699690,141928,178,1018,141958,4,7,30,3.092882349848294e-06
142191,8,19,9699690,142191,21,1281,142172,4,7,19,1.958825488237253e-06
142389,8,19,9699690,142389,9,1479,142382,4,7,7,7.216725482979353e-07
142796,8,19,9699690,142796,206,1886,142798,4,7,2,2.0619215665655295e-07
143031,8,19,9699690,143031,21,2121,143012,4,7,19,1.958825488237253e-06
143132,8,19,9699690,143132,122,2222,143102,5,11,30,3.092882349848294e-06
143140,8,19,9699690,143140,130,2230,143102,5,11,38,3.917650976474506e-06
143162,8,19,9699690,143162,152,2252,143218,4,7,56,5.773380386383483e-06
143331,8,19,9699690,143331,111,111,143338,5,11,7,7.216725482979353e-07
143342,8,19,9699690,143342,122,122,143338,5,11,4,4.123843133131059e-07
143631,8,19,9699690,143631,201,411,143638,4,7,7,7.216725482979353e-07
143698,8,19,9699690,143698,58,478,143668,5,11,30,3.092882349848294e-06
143732,8,19,9699690,143732,92,512,143739,7,17,7,7.216725482979353e-07
143757,8,19,9699690,143757,117,537,143762,5,11,5,5.154803916413823e-07
144051,8,19,9699690,144051,201,831,144058,4,7,7,7.216725482979353e-07
