seed_n,control_role,complete_n,control_n,metric,complete_value,control_value,delta_complete_minus_control
17769,local_mod210_control,17769,17559,normalized_residue_distance,6.907437247994524e-06,5.051707838085547e-06,1.8557294099089766e-06
17854,local_any_control,17854,17853,circular_residue_distance,2.0,1.0,1.0
17854,local_any_control,17854,17853,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
17854,local_mod210_control,17854,17644,circular_residue_distance,2.0,2.0,0.0
17854,local_mod210_control,17854,17644,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
18009,local_any_control,18009,18008,circular_residue_distance,23.0,24.0,-1.0
18009,local_any_control,18009,18008,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
18009,local_mod210_control,18009,17799,circular_residue_distance,23.0,49.0,-26.0
18009,local_mod210_control,18009,17799,normalized_residue_distance,2.371209801550359e-06,5.051707838085547e-06,-2.680498036535188e-06
18051,local_any_control,18051,18050,circular_residue_distance,7.0,8.0,-1.0
18051,local_any_control,18051,18050,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
18051,local_mod210_control,18051,17841,circular_residue_distance,7.0,7.0,0.0
18051,local_mod210_control,18051,17841,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
18118,local_any_control,18118,18117,circular_residue_distance,53.0,54.0,-1.0
18118,local_any_control,18118,18117,normalized_residue_distance,5.464092151398653e-06,5.56718822972693e-06,-1.0309607832827723e-07
18118,local_mod210_control,18118,17908,circular_residue_distance,53.0,30.0,23.0
18118,local_mod210_control,18118,17908,normalized_residue_distance,5.464092151398653e-06,3.092882349848294e-06,2.3712098015503585e-06
18274,local_any_control,18274,18273,circular_residue_distance,2.0,1.0,1.0
18274,local_any_control,18274,18273,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
18274,local_mod210_control,18274,18064,circular_residue_distance,2.0,2.0,0.0
18274,local_mod210_control,18274,18064,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
18669,local_any_control,18669,18668,circular_residue_distance,19.0,20.0,-1.0
18669,local_any_control,18669,18668,normalized_residue_distance,1.958825488237253e-06,2.0619215665655294e-06,-1.0309607832827638e-07
18669,local_mod210_control,18669,18459,circular_residue_distance,19.0,19.0,0.0
18669,local_mod210_control,18669,18459,normalized_residue_distance,1.958825488237253e-06,1.958825488237253e-06,0.0
18748,local_any_control,18748,18747,circular_residue_distance,41.0,42.0,-1.0
18748,local_any_control,18748,18747,normalized_residue_distance,4.226939211459335e-06,4.3300352897876115e-06,-1.0309607832827638e-07
18748,local_mod210_control,18748,18538,circular_residue_distance,41.0,23.0,18.0
18748,local_mod210_control,18748,18538,normalized_residue_distance,4.226939211459335e-06,2.371209801550359e-06,1.8557294099089762e-06
18808,local_any_control,18808,18807,circular_residue_distance,19.0,18.0,1.0
18808,local_any_control,18808,18807,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
18808,local_mod210_control,18808,19018,circular_residue_distance,19.0,4.0,15.0
18808,local_mod210_control,18808,19018,normalized_residue_distance,1.958825488237253e-06,4.123843133131059e-07,1.546441174924147e-06
18872,local_any_control,18872,18871,circular_residue_distance,26.0,27.0,-1.0
18872,local_any_control,18872,18871,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
18872,local_mod210_control,18872,18662,circular_residue_distance,26.0,26.0,0.0
18872,local_mod210_control,18872,18662,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
19066,local_any_control,19066,19065,circular_residue_distance,42.0,43.0,-1.0
19066,local_any_control,19066,19065,normalized_residue_distance,4.3300352897876115e-06,4.433131368115888e-06,-1.0309607832827638e-07
19066,local_mod210_control,19066,18856,circular_residue_distance,42.0,42.0,0.0
19066,local_mod210_control,19066,18856,normalized_residue_distance,4.3300352897876115e-06,4.3300352897876115e-06,0.0
19198,local_any_control,19198,19197,circular_residue_distance,60.0,61.0,-1.0
19198,local_any_control,19198,19197,normalized_residue_distance,6.185764699696588e-06,6.2888607780248645e-06,-1.0309607832827638e-07
19198,local_mod210_control,19198,18988,circular_residue_distance,60.0,34.0,26.0
19198,local_mod210_control,19198,18988,normalized_residue_distance,6.185764699696588e-06,3.5052666631614e-06,2.680498036535188e-06
19232,local_any_control,19232,19231,circular_residue_distance,26.0,27.0,-1.0
19232,local_any_control,19232,19231,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
19263,local_any_control,19263,19262,circular_residue_distance,5.0,4.0,1.0
19263,local_any_control,19263,19262,normalized_residue_distance,5.154803916413823e-07,4.123843133131059e-07,1.0309607832827644e-07
19263,local_mod210_control,19263,19053,circular_residue_distance,5.0,31.0,-26.0
19263,local_mod210_control,19263,19053,normalized_residue_distance,5.154803916413823e-07,3.1959784281765704e-06,-2.680498036535188e-06
19442,local_any_control,19442,19441,circular_residue_distance,86.0,87.0,-1.0
19442,local_any_control,19442,19441,normalized_residue_distance,8.866262736231776e-06,8.969358814560053e-06,-1.0309607832827723e-07
19442,local_mod210_control,19442,19652,circular_residue_distance,86.0,7.0,79.0
19442,local_mod210_control,19442,19652,normalized_residue_distance,8.866262736231776e-06,7.216725482979353e-07,8.14459018793384e-06
19579,local_any_control,19579,19578,circular_residue_distance,9.0,10.0,-1.0
19579,local_any_control,19579,19578,normalized_residue_distance,9.278647049544882e-07,1.0309607832827647e-06,-1.0309607832827649e-07
19579,local_mod210_control,19579,19369,circular_residue_distance,9.0,17.0,-8.0
19579,local_mod210_control,19579,19369,normalized_residue_distance,9.278647049544882e-07,1.7526333315807e-06,-8.247686266262118e-07
19888,local_any_control,19888,19887,circular_residue_distance,30.0,31.0,-1.0
19888,local_any_control,19888,19887,normalized_residue_distance,3.092882349848294e-06,3.1959784281765704e-06,-1.0309607832827638e-07
19888,local_mod210_control,19888,19678,circular_residue_distance,30.0,4.0,26.0
19888,local_mod210_control,19888,19678,normalized_residue_distance,3.092882349848294e-06,4.123843133131059e-07,2.680498036535188e-06
20121,local_any_control,20121,20120,circular_residue_distance,37.0,38.0,-1.0
20121,local_any_control,20121,20120,normalized_residue_distance,3.8145548981462296e-06,3.917650976474506e-06,-1.0309607832827638e-07
20121,local_mod210_control,20121,19911,circular_residue_distance,37.0,7.0,30.0
20121,local_mod210_control,20121,19911,normalized_residue_distance,3.8145548981462296e-06,7.216725482979353e-07,3.092882349848294e-06
20199,local_any_control,20199,20198,circular_residue_distance,37.0,36.0,1.0
20199,local_any_control,20199,20198,normalized_residue_distance,3.8145548981462296e-06,3.711458819817953e-06,1.0309607832827681e-07
20199,local_mod210_control,20199,19989,circular_residue_distance,37.0,23.0,14.0
20199,local_mod210_control,20199,19989,normalized_residue_distance,3.8145548981462296e-06,2.371209801550359e-06,1.4433450965958706e-06
20252,local_any_control,20252,20251,circular_residue_distance,4.0,3.0,1.0
20252,local_any_control,20252,20251,normalized_residue_distance,4.123843133131059e-07,3.092882349848294e-07,1.0309607832827649e-07
20252,local_mod210_control,20252,20042,circular_residue_distance,4.0,7.0,-3.0
20252,local_mod210_control,20252,20042,normalized_residue_distance,4.123843133131059e-07,7.216725482979353e-07,-3.092882349848294e-07
20931,local_any_control,20931,20930,circular_residue_distance,23.0,22.0,1.0
20931,local_any_control,20931,20930,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
20931,local_mod210_control,20931,20721,circular_residue_distance,23.0,49.0,-26.0
20931,local_mod210_control,20931,20721,normalized_residue_distance,2.371209801550359e-06,5.051707838085547e-06,-2.680498036535188e-06
20991,local_any_control,20991,20990,circular_residue_distance,7.0,8.0,-1.0
20991,local_any_control,20991,20990,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
20991,local_mod210_control,20991,20781,circular_residue_distance,7.0,7.0,0.0
20991,local_mod210_control,20991,20781,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
21584,local_any_control,21584,21583,circular_residue_distance,3.0,2.0,1.0
21584,local_any_control,21584,21583,normalized_residue_distance,3.092882349848294e-07,2.0619215665655295e-07,1.0309607832827646e-07
21584,local_mod210_control,21584,21374,circular_residue_distance,3.0,42.0,-39.0
21584,local_mod210_control,21584,21374,normalized_residue_distance,3.092882349848294e-07,4.3300352897876115e-06,-4.020747054802782e-06
21591,local_any_control,21591,21590,circular_residue_distance,10.0,9.0,1.0
21591,local_any_control,21591,21590,normalized_residue_distance,1.0309607832827647e-06,9.278647049544882e-07,1.0309607832827649e-07
21591,local_mod210_control,21591,21381,circular_residue_distance,10.0,37.0,-27.0
21591,local_mod210_control,21591,21381,normalized_residue_distance,1.0309607832827647e-06,3.8145548981462296e-06,-2.783594114863465e-06
21598,local_any_control,21598,21597,circular_residue_distance,17.0,16.0,1.0
21598,local_any_control,21598,21597,normalized_residue_distance,1.7526333315807e-06,1.6495372532524236e-06,1.0309607832827638e-07
21598,local_mod210_control,21598,21388,circular_residue_distance,17.0,30.0,-13.0
21598,local_mod210_control,21598,21388,normalized_residue_distance,1.7526333315807e-06,3.092882349848294e-06,-1.340249018267594e-06
21621,local_any_control,21621,21620,circular_residue_distance,7.0,8.0,-1.0
21621,local_any_control,21621,21620,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
21621,local_mod210_control,21621,21411,circular_residue_distance,7.0,7.0,0.0
21621,local_mod210_control,21621,21411,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
21634,local_any_control,21634,21633,circular_residue_distance,2.0,1.0,1.0
21634,local_any_control,21634,21633,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
21634,local_mod210_control,21634,21424,circular_residue_distance,2.0,2.0,0.0
21634,local_mod210_control,21634,21424,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
21844,local_any_control,21844,21843,circular_residue_distance,2.0,1.0,1.0
21844,local_any_control,21844,21843,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
21844,local_mod210_control,21844,22054,circular_residue_distance,2.0,2.0,0.0
21844,local_mod210_control,21844,22054,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
22078,local_any_control,22078,22077,circular_residue_distance,26.0,25.0,1.0
22078,local_any_control,22078,22077,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
22078,local_mod210_control,22078,21868,circular_residue_distance,26.0,16.0,10.0
22078,local_mod210_control,22078,21868,normalized_residue_distance,2.680498036535188e-06,1.6495372532524236e-06,1.0309607832827645e-06
22581,local_any_control,22581,22580,circular_residue_distance,23.0,22.0,1.0
22581,local_any_control,22581,22580,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
22581,local_mod210_control,22581,22371,circular_residue_distance,23.0,12.0,11.0
22581,local_mod210_control,22581,22371,normalized_residue_distance,2.371209801550359e-06,1.2371529399393177e-06,1.1340568616110413e-06
22676,local_any_control,22676,22675,circular_residue_distance,2.0,3.0,-1.0
22676,local_any_control,22676,22675,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
22676,local_mod210_control,22676,22466,circular_residue_distance,2.0,2.0,0.0
22676,local_mod210_control,22676,22466,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
22718,local_any_control,22718,22717,circular_residue_distance,36.0,35.0,1.0
22718,local_any_control,22718,22717,normalized_residue_distance,3.711458819817953e-06,3.6083627414896764e-06,1.0309607832827638e-07
22718,local_mod210_control,22718,22508,circular_residue_distance,36.0,36.0,0.0
22718,local_mod210_control,22718,22508,normalized_residue_distance,3.711458819817953e-06,3.711458819817953e-06,0.0
22948,local_any_control,22948,22947,circular_residue_distance,34.0,35.0,-1.0
22948,local_any_control,22948,22947,normalized_residue_distance,3.5052666631614e-06,3.6083627414896764e-06,-1.0309607832827638e-07
22948,local_mod210_control,22948,22738,circular_residue_distance,34.0,41.0,-7.0
22948,local_mod210_control,22948,22738,normalized_residue_distance,3.5052666631614e-06,4.226939211459335e-06,-7.216725482979351e-07
23432,local_any_control,23432,23431,circular_residue_distance,86.0,87.0,-1.0
23432,local_any_control,23432,23431,normalized_residue_distance,8.866262736231776e-06,8.969358814560053e-06,-1.0309607832827723e-07
23432,local_mod210_control,23432,23222,circular_residue_distance,86.0,4.0,82.0
23432,local_mod210_control,23432,23222,normalized_residue_distance,8.866262736231776e-06,4.123843133131059e-07,8.45387842291867e-06
24249,local_any_control,24249,24248,circular_residue_distance,41.0,40.0,1.0
24249,local_any_control,24249,24248,normalized_residue_distance,4.226939211459335e-06,4.123843133131059e-06,1.0309607832827638e-07
24249,local_mod210_control,24249,24039,circular_residue_distance,41.0,12.0,29.0
24249,local_mod210_control,24249,24039,normalized_residue_distance,4.226939211459335e-06,1.2371529399393177e-06,2.9897862715200177e-06
24392,local_any_control,24392,24391,circular_residue_distance,30.0,29.0,1.0
24392,local_any_control,24392,24391,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
24392,local_mod210_control,24392,24182,circular_residue_distance,30.0,26.0,4.0
24392,local_mod210_control,24392,24182,normalized_residue_distance,3.092882349848294e-06,2.680498036535188e-06,4.1238431331310596e-07
24477,local_any_control,24477,24476,circular_residue_distance,61.0,62.0,-1.0
24477,local_any_control,24477,24476,normalized_residue_distance,6.2888607780248645e-06,6.391956856353141e-06,-1.0309607832827638e-07
24477,local_mod210_control,24477,24267,circular_residue_distance,61.0,35.0,26.0
24477,local_mod210_control,24477,24267,normalized_residue_distance,6.2888607780248645e-06,3.6083627414896764e-06,2.680498036535188e-06
24628,local_any_control,24628,24627,circular_residue_distance,4.0,5.0,-1.0
24628,local_any_control,24628,24627,normalized_residue_distance,4.123843133131059e-07,5.154803916413823e-07,-1.0309607832827644e-07
24628,local_mod210_control,24628,24418,circular_residue_distance,4.0,56.0,-52.0
24628,local_mod210_control,24628,24418,normalized_residue_distance,4.123843133131059e-07,5.773380386383483e-06,-5.360996073070377e-06
24729,local_any_control,24729,24728,circular_residue_distance,49.0,50.0,-1.0
24729,local_any_control,24729,24728,normalized_residue_distance,5.051707838085547e-06,5.1548039164138234e-06,-1.0309607832827638e-07
24729,local_mod210_control,24729,24519,circular_residue_distance,49.0,19.0,30.0
24729,local_mod210_control,24729,24519,normalized_residue_distance,5.051707838085547e-06,1.958825488237253e-06,3.092882349848294e-06
25018,local_any_control,25018,25017,circular_residue_distance,26.0,25.0,1.0
